farm_id,angle_deg,n_turb,country,TI,expected_AEP_kWh,expected_AEP_noWake_kWh,expected_CF,expected_WakeLoss,precompute_time_s
168,10,3,China,0.07,62694746.363447145,66744530.10001932,0.23856448387917484,0.06067588955234856,0.6510272000004989
168,20,3,China,0.07,62321012.72659667,66744530.10001932,0.2371423619733511,0.06627535420196735,0.6125861000000441
168,30,3,China,0.07,61465642.93929095,66744530.10001932,0.23388753021039174,0.07909093303702568,0.6222731000007116
168,40,3,China,0.07,60773371.39231424,66744530.10001932,0.2312533158002825,0.08946289229629847,0.6117387999993298
168,50,3,China,0.07,60572265.99537774,66744530.10001932,0.23048807456384224,0.09247595414024486,0.6107557000004817
168,60,3,China,0.07,60798764.06896811,66744530.10001932,0.23134993937963513,0.08908244648874215,0.6089375999999902
168,70,3,China,0.07,61490580.32700336,66744530.10001932,0.23398242133562921,0.07871730859656528,0.6092074999996839
168,80,3,China,0.07,62176715.50896108,66744530.10001932,0.23659328580274383,0.06843728743334006,0.6110226999999213
168,90,3,China,0.07,62418463.349299975,66744530.10001932,0.23751317865030433,0.06481530013375723,0.609938599999623
168,100,3,China,0.07,62316639.46509582,66744530.10001932,0.2371257209478532,0.06634087659749995,0.6119865999999092
168,110,3,China,0.07,62197603.49359888,66744530.10001932,0.2366727682404828,0.06812433317916379,0.6197739999997793
168,120,3,China,0.07,62124008.72052874,66744530.10001932,0.2363927272470652,0.06922696695244614,0.6369436999993923
168,130,3,China,0.07,62136274.96922776,66744530.10001932,0.23643940247042528,0.06904318786701932,0.6523516999995991
168,140,3,China,0.07,62169294.342499465,66744530.10001932,0.23656504696537087,0.06854847506849901,0.6167904000003546
168,150,3,China,0.07,62232975.49333345,66744530.10001932,0.23680736489091878,0.06759437215192206,0.6117445999998381
168,160,3,China,0.07,62313121.99113166,66744530.10001932,0.2371123363437278,0.06639357715526677,0.6324446999997235
168,170,3,China,0.07,62494070.36792381,66744530.10001932,0.23780087659027324,0.06368251788912181,0.6399403000004895
169,0,3,China,0.08,86050459.46159565,91661868.94109447,0.32743706035614784,0.06121858024851022,0.6147936999996091
169,10,3,China,0.08,86305966.43137163,91661868.94109447,0.32840930909958765,0.05843108559312442,0.6128373999999894
169,20,3,China,0.08,86770335.90686263,91661868.94109447,0.3301763162361592,0.0533649716151362,0.612713900000017
169,30,3,China,0.08,87155485.96995398,91661868.94109447,0.3316418796421384,0.04916311464297622,0.6089499999998225
169,40,3,China,0.08,87039102.50517435,91661868.94109447,0.331199020187117,0.050432818895400126,0.619707599999856
169,50,3,China,0.08,86540184.23502561,91661868.94109447,0.3293005488395191,0.05587584854243213,0.6169896999999764
169,60,3,China,0.08,85920492.3503654,91661868.94109447,0.32694251274872677,0.06263647749118782,0.6099533999995401
169,70,3,China,0.08,85726615.4163048,91661868.94109447,0.32620477707878537,0.06475160929354282,0.6250364999996236
169,80,3,China,0.08,86490926.65855771,91661868.94109447,0.3291131151391085,0.05641323204810292,0.6128699999999299
169,90,3,China,0.08,87126833.95768802,91661868.94109447,0.331532853720274,0.049475698409780916,0.6184883999994781
169,100,3,China,0.08,87368971.31844738,91661868.94109447,0.3324542287612153,0.046834061668608096,0.6172042000007423
169,110,3,China,0.08,87297121.11088717,91661868.94109447,0.33218082614492833,0.04761792314110748,0.6166348999995535
169,120,3,China,0.08,86816661.63415806,91661868.94109447,0.3303525937372833,0.05285957359270226,0.6531739000001835
169,130,3,China,0.08,86273753.41837718,91661868.94109447,0.3282867329466407,0.05878251867393095,0.619840700000168
169,140,3,China,0.08,86072639.41193719,91661868.94109447,0.3275214589495327,0.06097660448914848,0.615038399999321
169,150,3,China,0.08,86438698.35427131,91661868.94109447,0.3289143772993581,0.05698302518989418,0.6170781999999235
169,160,3,China,0.08,86904845.07016994,91661868.94109447,0.33068814714676537,0.05189752211992953,0.6238725000002887
169,170,3,China,0.08,86437267.30746476,91661868.94109447,0.32890893191577153,0.05699863742672806,0.6106429000001299
170,0,3,Portugal,0.07,90541332.45036161,92524961.71671389,0.3445256181520609,0.02143885530507552,0.6151397000003271
170,10,3,Portugal,0.07,90602465.432242,92524961.71671389,0.3447582398487139,0.02077813650286116,0.6106572999997297
170,20,3,Portugal,0.07,90436982.6636507,92524961.71671389,0.3441285489484426,0.022566656762917713,0.6171008000001166
170,30,3,Portugal,0.07,90228399.62026185,92524961.71671389,0.3433348539583784,0.024821000234331217,0.6155029000001377
170,40,3,Portugal,0.07,90087199.30755533,92524961.71671389,0.34279756205310247,0.02634707827950601,0.6157027999997808
170,50,3,Portugal,0.07,89644151.50183453,92524961.71671389,0.3411116876021101,0.03113549210319715,0.6141956000001301
170,60,3,Portugal,0.07,88765132.37745339,92524961.71671389,0.33776686597204486,0.04063583782689986,0.6161975999993956
170,70,3,Portugal,0.07,87349477.11056986,92524961.71671389,0.3323800498880132,0.05593609021952307,0.6200568000003841
170,80,3,Portugal,0.07,85349148.2308297,92524961.71671389,0.3247684483669319,0.07755543317980035,0.6148275000005015
170,90,3,Portugal,0.07,82791005.6085738,92524961.71671389,0.31503426791694744,0.10520356807001775,0.6262444999993022
170,100,3,Portugal,0.07,81158326.38921411,92524961.71671389,0.30882163770629417,0.12284939238668699,0.6124787999997352
170,110,3,Portugal,0.07,80975941.86719339,92524961.71671389,0.3081276326757739,0.12482058501013427,0.6195479999996678
170,120,3,Portugal,0.07,83911764.04307388,92524961.71671389,0.31929894993559316,0.09309052945097418,0.6092623000004096
170,130,3,Portugal,0.07,87143349.85408598,92524961.71671389,0.3315956995969786,0.0581638918058127,0.615310899999713
170,140,3,Portugal,0.07,89156691.46875696,92524961.71671389,0.33925681685219544,0.036403908582741736,0.6167301000004954
170,150,3,Portugal,0.07,90040405.85459833,92524961.71671389,0.34261950477396624,0.026852816969788022,0.6095849000003
170,160,3,Portugal,0.07,90284850.77767996,92524961.71671389,0.343549660493455,0.02421088209571523,0.6164500000004409
170,170,3,Portugal,0.07,90433651.6117526,92524961.71671389,0.3441158737129094,0.02260265841951181,0.6179739999997764
165,0,4,China,0.07,85998072.71679622,95606824.38348287,0.24542828971688418,0.10050278030515436,0.6779014000003372
165,10,4,China,0.07,85597521.72435361,95606824.38348287,0.24428516473845208,0.10469234517173732,0.6819860000005065
165,20,4,China,0.07,85588969.20872292,95606824.38348287,0.24426075687420926,0.10478180024657997,0.681055699999888
165,30,4,China,0.07,85219164.85564885,95606824.38348287,0.243205379154249,0.10864977050350194,0.6773848000002545
165,40,4,China,0.07,84659844.97633676,95606824.38348287,0.24160914662196564,0.11449997924036605,0.6749438000006194
165,50,4,China,0.07,84721135.25916286,95606824.38348287,0.2417840618126794,0.11385891325766738,0.7168277999999191
165,60,4,China,0.07,85510909.77046892,95606824.38348287,0.2440379845047629,0.10559826328420686,0.6774242999999842
165,70,4,China,0.07,86288247.64172144,95606824.38348287,0.2462564145026297,0.09746769440206736,0.6772955999995247
165,80,4,China,0.07,86619215.26434334,95606824.38348287,0.2472009568046328,0.09400593709806604,0.6934241999997539
165,90,4,China,0.07,86553911.64162458,95606824.38348287,0.247014588018335,0.09468898062701765,0.6758714000006876
165,100,4,China,0.07,86277324.78300664,95606824.38348287,0.2462252419606354,0.09758194209082012,0.689980099999957
165,110,4,China,0.07,85836745.04356821,95606824.38348287,0.24496787969054853,0.10219018781260297,0.6946144000003187
165,120,4,China,0.07,85441132.94788377,95606824.38348287,0.2438388497371112,0.1063280942668287,0.6789455000007365
165,130,4,China,0.07,85618580.32811783,95606824.38348287,0.24434526349348695,0.10447208261307568,0.68583419999959
165,140,4,China,0.07,86232210.18124977,95606824.38348287,0.24609649024329272,0.09805381846625452,0.6779403999998976
165,150,4,China,0.07,86365334.11990346,95606824.38348287,0.24647641015954183,0.09666140804459124,0.686740600000121
165,160,4,China,0.07,86262923.02436091,95606824.38348287,0.2461841410512583,0.0977325773486963,0.6718026999997164
165,170,4,China,0.07,86373485.51161425,95606824.38348287,0.24649967326373928,0.09657614852715247,0.6707281999997576
166,0,4,Japan,0.07,110206155.90283203,114873328.61419123,0.314515285110822,0.040628862832330505,0.6756359999999404
166,10,4,Japan,0.07,109556661.68667826,114873328.61419123,0.3126617057268215,0.04628286645518308,0.6825553999997283
166,20,4,Japan,0.07,109189428.04734284,114873328.61419123,0.3116136645186725,0.049479723756748695,0.6786147999991954
166,30,4,Japan,0.07,109398768.58622189,114873328.61419123,0.31221109756341864,0.047657363933067305,0.6787457000000359
166,40,4,Japan,0.07,110038356.42266501,114873328.61419123,0.31403640531582483,0.042089597732165966,0.6805006000004141
166,50,4,Japan,0.07,110194370.58265255,114873328.61419123,0.3144816512062002,0.04073145688372305,0.6750861000000441
166,60,4,Japan,0.07,109765768.19197977,114873328.61419123,0.3132584708675222,0.04446254395017583,0.6792405999995026
166,70,4,Japan,0.07,110228263.69504721,114873328.61419123,0.3145783781251347,0.040436409175055255,0.6835771999994904
166,80,4,Japan,0.07,110985563.54567204,114873328.61419123,0.3167396219910732,0.033843931532414065,0.6810583000005863
