farm_id,budget,theta_econ,theta_eco,aep_cost_pct,risk_reduction,country,capacity_kW,group
162,0.005,50.0,40.0,0.0756,0.0083,United Kingdom,50000,Europe (no direction data)
162,0.01,50.0,40.0,0.0756,0.0083,United Kingdom,50000,Europe (no direction data)
162,0.02,50.0,40.0,0.0756,0.0083,United Kingdom,50000,Europe (no direction data)
162,0.05,50.0,40.0,0.0756,0.0083,United Kingdom,50000,Europe (no direction data)
163,0.005,60.0,50.0,0.409,0.4409,Sweden,50000,Europe (no direction data)
163,0.01,60.0,40.0,0.881,0.5837,Sweden,50000,Europe (no direction data)
163,0.02,60.0,40.0,0.881,0.5837,Sweden,50000,Europe (no direction data)
163,0.05,60.0,40.0,0.881,0.5837,Sweden,50000,Europe (no direction data)
164,0.005,30.0,40.0,0.1069,0.4317,United Kingdom,50000,Europe (no direction data)
164,0.01,30.0,40.0,0.1069,0.4317,United Kingdom,50000,Europe (no direction data)
164,0.02,30.0,40.0,0.1069,0.4317,United Kingdom,50000,Europe (no direction data)
164,0.05,30.0,40.0,0.1069,0.4317,United Kingdom,50000,Europe (no direction data)
165,0.005,80.0,70.0,0.3821,0.3028,China,40000,East Asia
165,0.01,80.0,70.0,0.3821,0.3028,China,40000,East Asia
165,0.02,80.0,60.0,1.2795,0.4078,China,40000,East Asia
165,0.05,80.0,60.0,1.2795,0.4078,China,40000,East Asia
166,0.005,90.0,80.0,0.3356,0.2554,Japan,40000,East Asia
166,0.01,90.0,80.0,0.3356,0.2554,Japan,40000,East Asia
166,0.02,90.0,50.0,1.0461,0.7351,Japan,40000,East Asia
166,0.05,90.0,50.0,1.0461,0.7351,Japan,40000,East Asia
167,0.005,0.0,20.0,0.2687,0.4828,France,30000,Europe (no direction data)
167,0.01,0.0,30.0,0.769,0.687,France,30000,Europe (no direction data)
167,0.02,0.0,40.0,1.7621,0.832,France,30000,Europe (no direction data)
167,0.05,0.0,50.0,3.0646,0.9006,France,30000,Europe (no direction data)
168,0.005,10.0,90.0,0.4407,0.4451,China,30000,East Asia
168,0.01,10.0,80.0,0.8263,0.6209,China,30000,East Asia
168,0.02,10.0,70.0,1.9207,0.7357,China,30000,East Asia
168,0.05,10.0,60.0,3.0241,0.7755,China,30000,East Asia
169,0.005,100.0,40.0,0.3776,0.508,China,30000,East Asia
169,0.01,100.0,50.0,0.9486,0.657,China,30000,East Asia
169,0.02,100.0,60.0,1.6579,0.7086,China,30000,East Asia
169,0.05,100.0,60.0,1.6579,0.7086,China,30000,East Asia
170,0.005,10.0,30.0,0.4129,0.5355,Portugal,30000,Europe (no direction data)
170,0.01,10.0,40.0,0.5687,0.7295,Portugal,30000,Europe (no direction data)
170,0.02,10.0,50.0,1.0577,0.8406,Portugal,30000,Europe (no direction data)
170,0.05,10.0,60.0,2.0279,0.8555,Portugal,30000,Europe (no direction data)
