species,order,iucn,migratory,weight
Athene noctua,Strigiformes,LC,False,0.5
Athene brama,Strigiformes,LC,False,0.5
Athene jacquinoti,Strigiformes,LC,False,0.5
Athene granti,Strigiformes,NT,False,1.0
Athene malaitae,Strigiformes,VU,False,1.5
Athene roseoaxillaris,Strigiformes,VU,False,1.5
Surnia ulula,Strigiformes,LC,False,0.5
Glaucidium passerinum,Strigiformes,LC,False,0.5
Glaucidium perlatum,Strigiformes,LC,False,0.5
Glaucidium tephronotum,Strigiformes,LC,False,0.5
Glaucidium sjostedti,Strigiformes,LC,False,0.5
Glaucidium cuculoides,Strigiformes,LC,False,0.5
Glaucidium castanopterum,Strigiformes,LC,False,0.5
Glaucidium radiatum,Strigiformes,LC,False,0.5
Glaucidium castanotum,Strigiformes,NT,False,1.0
Glaucidium capense,Strigiformes,LC,False,0.5
Glaucidium castaneum,Strigiformes,LC,False,0.5
Glaucidium albertinum,Strigiformes,NT,False,1.0
Glaucidium californicum,Strigiformes,,False,0.25
Glaucidium gnoma,Strigiformes,LC,False,0.5
Glaucidium hoskinsii,Strigiformes,,False,0.25
Glaucidium cobanense,Strigiformes,,False,0.25
Glaucidium costaricanum,Strigiformes,LC,False,0.5
Glaucidium nubicola,Strigiformes,VU,False,1.5
Glaucidium jardinii,Strigiformes,LC,False,0.5
Glaucidium bolivianum,Strigiformes,LC,False,0.5
Glaucidium palmarum,Strigiformes,LC,False,0.5
Glaucidium sanchezi,Strigiformes,NT,False,1.0
Glaucidium griseiceps,Strigiformes,LC,False,0.5
Glaucidium parkeri,Strigiformes,LC,False,0.5
Glaucidium hardyi,Strigiformes,LC,False,0.5
Glaucidium minutissimum,Strigiformes,LC,False,0.5
Glaucidium mooreorum,Strigiformes,CR (PE),False,0.25
Glaucidium brasilianum,Strigiformes,LC,False,0.5
Glaucidium peruanum,Strigiformes,LC,False,0.5
Glaucidium nana,Strigiformes,LC,False,0.5
Glaucidium siju,Strigiformes,LC,False,0.5
Otus gurneyi,Strigiformes,VU,False,1.5
Otus sagittatus,Strigiformes,VU,False,1.5
Otus rufescens,Strigiformes,NT,False,1.0
Otus thilohoffmanni,Strigiformes,EN,False,2.0
Otus icterorhynchus,Strigiformes,LC,False,0.5
Otus ireneae,Strigiformes,EN,False,2.0
Otus balli,Strigiformes,LC,False,0.5
Otus alfredi,Strigiformes,EN,False,2.0
Otus spilocephalus,Strigiformes,LC,False,0.5
Otus angelinae,Strigiformes,VU,False,1.5
Otus mirus,Strigiformes,LC,False,0.5
Otus longicornis,Strigiformes,LC,False,0.5
Otus mindorensis,Strigiformes,NT,False,1.0
Otus madagascariensis,Strigiformes,,False,0.25
Otus rutilus,Strigiformes,LC,False,0.5
Otus mayottensis,Strigiformes,LC,False,0.5
Otus pauliani,Strigiformes,EN,False,2.0
Otus capnodes,Strigiformes,EN,False,2.0
Otus moheliensis,Strigiformes,EN,False,2.0
Mascarenotus grucheti,Strigiformes,EX,False,0.25
Mascarenotus sauzieri,Strigiformes,EX,False,0.25
Mascarenotus murivorus,Strigiformes,EX,False,0.25
Otus brucei,Strigiformes,LC,True,2.0
Otus pamelae,Strigiformes,LC,False,0.5
Otus scops,Strigiformes,LC,True,2.0
Otus cyprius,Strigiformes,LC,False,0.5
Otus bikegila,Strigiformes,CR,False,2.5
Otus pembaensis,Strigiformes,VU,False,1.5
Otus hartlaubi,Strigiformes,VU,False,1.5
Otus senegalensis,Strigiformes,LC,False,0.5
Otus feae,Strigiformes,CR,False,2.5
Otus socotranus,Strigiformes,LC,False,0.5
Otus sunia,Strigiformes,LC,True,2.0
Otus elegans,Strigiformes,NT,False,1.0
Otus magicus,Strigiformes,LC,False,0.5
Otus tempestatis,Strigiformes,LC,False,0.5
Otus sulaensis,Strigiformes,NT,False,1.0
Otus beccarii,Strigiformes,NT,False,1.0
Otus manadensis,Strigiformes,LC,False,0.5
Otus mendeni,Strigiformes,NT,False,1.0
Otus siaoensis,Strigiformes,CR,False,2.5
Otus collari,Strigiformes,LC,False,0.5
Otus mantananensis,Strigiformes,LC,False,0.5
Otus insularis,Strigiformes,CR,False,2.5
Otus alius,Strigiformes,NT,False,1.0
Otus umbra,Strigiformes,LC,False,0.5
Otus enganensis,Strigiformes,LC,False,0.5
Otus mentawi,Strigiformes,LC,False,0.5
Otus brookii,Strigiformes,LC,False,0.5
Otus bakkamoena,Strigiformes,LC,False,0.5
Otus lettia,Strigiformes,LC,False,0.5
Otus semitorques,Strigiformes,LC,True,2.0
Otus lempiji,Strigiformes,LC,False,0.5
Otus megalotis,Strigiformes,LC,False,0.5
Otus nigrorum,Strigiformes,VU,False,1.5
Otus everetti,Strigiformes,LC,False,0.5
Otus fuliginosus,Strigiformes,LC,False,0.5
Otus silvicola,Strigiformes,LC,False,0.5
Otus jolandae,Strigiformes,NT,False,1.0
Pyrroglaux podargina,Strigiformes,LC,False,0.5
Ptilopsis leucotis,Strigiformes,LC,False,0.5
Ptilopsis granti,Strigiformes,LC,False,0.5
Pseudoscops grammicus,Strigiformes,LC,False,0.5
Asio clamator,Strigiformes,LC,False,0.5
Asio otus,Strigiformes,LC,True,2.0
Asio abyssinicus,Strigiformes,LC,False,0.5
Asio madagascariensis,Strigiformes,LC,False,0.5
Asio stygius,Strigiformes,LC,False,0.5
Asio flammeus,Strigiformes,LC,False,0.5
Asio capensis,Strigiformes,LC,False,0.5
Nesasio solomonensis,Strigiformes,NT,False,1.0
Jubula lettii,Strigiformes,DD,False,0.25
Bubo scandiacus,Strigiformes,VU,True,6.0
Bubo virginianus,Strigiformes,LC,False,0.5
Bubo magellanicus,Strigiformes,LC,False,0.5
Bubo bubo,Strigiformes,LC,False,0.5
Bubo bengalensis,Strigiformes,LC,False,0.5
Bubo ascalaphus,Strigiformes,LC,False,0.5
Bubo capensis,Strigiformes,LC,False,0.5
Bubo milesi,Strigiformes,LC,False,0.5
Bubo cinerascens,Strigiformes,LC,False,0.5
Bubo africanus,Strigiformes,LC,False,0.5
Bubo poensis,Strigiformes,LC,False,0.5
Bubo leucostictus,Strigiformes,LC,False,0.5
Bubo lacteus,Strigiformes,LC,False,0.5
Bubo shelleyi,Strigiformes,VU,False,1.5
Bubo blakistoni,Strigiformes,EN,False,2.0
Ketupa zeylonensis,Strigiformes,LC,False,0.5
Ketupa flavipes,Strigiformes,LC,False,0.5
Ketupa ketupu,Strigiformes,LC,False,0.5
Bubo sumatranus,Strigiformes,NT,False,1.0
Bubo nipalensis,Strigiformes,LC,False,0.5
Bubo coromandus,Strigiformes,LC,False,0.5
Bubo philippensis,Strigiformes,VU,False,1.5
Scotopelia peli,Strigiformes,LC,False,0.5
Scotopelia ussheri,Strigiformes,VU,False,1.5
Scotopelia bouvieri,Strigiformes,LC,False,0.5
Psiloscops flammeolus,Strigiformes,LC,True,2.0
Gymnasio nudipes,Strigiformes,LC,False,0.5
Megascops trichopsis,Strigiformes,LC,False,0.5
Megascops clarkii,Strigiformes,LC,False,0.5
Megascops albogularis,Strigiformes,LC,False,0.5
Megascops choliba,Strigiformes,LC,False,0.5
Megascops barbarus,Strigiformes,LC,False,0.5
Megascops cooperi,Strigiformes,LC,False,0.5
Megascops kennicottii,Strigiformes,LC,False,0.5
Megascops asio,Strigiformes,LC,False,0.5
Megascops seductus,Strigiformes,LC,False,0.5
Megascops guatemalae,Strigiformes,LC,False,0.5
Megascops vermiculatus,Strigiformes,LC,False,0.5
Megascops koepckeae,Strigiformes,LC,False,0.5
Megascops ingens,Strigiformes,LC,False,0.5
Megascops petersoni,Strigiformes,LC,False,0.5
Megascops marshalli,Strigiformes,NT,False,1.0
Megascops hoyi,Strigiformes,LC,False,0.5
Megascops centralis,Strigiformes,,False,0.25
Megascops roraimae,Strigiformes,,False,0.25
Megascops sanctaecatarinae,Strigiformes,LC,False,0.5
Megascops gilesi,Strigiformes,VU,False,1.5
Megascops roboratus,Strigiformes,LC,False,0.5
Megascops watsonii,Strigiformes,LC,False,0.5
Megascops atricapilla,Strigiformes,LC,False,0.5
Pulsatrix perspicillata,Strigiformes,LC,False,0.5
Pulsatrix koeniswaldiana,Strigiformes,LC,False,0.5
Pulsatrix melanota,Strigiformes,LC,False,0.5
Lophostrix cristata,Strigiformes,LC,False,0.5
Strix seloputo,Strigiformes,LC,False,0.5
Strix ocellata,Strigiformes,LC,False,0.5
Strix leptogrammica,Strigiformes,LC,False,0.5
Strix aluco,Strigiformes,LC,False,0.5
Strix mauritanica,Strigiformes,,False,0.25
Strix nivicolum,Strigiformes,LC,False,0.5
Strix hadorami,Strigiformes,LC,False,0.5
Strix butleri,Strigiformes,LC,False,0.5
Strix occidentalis,Strigiformes,NT,False,1.0
Strix varia,Strigiformes,LC,False,0.5
Strix sartorii,Strigiformes,,False,0.25
Strix fulvescens,Strigiformes,LC,False,0.5
Strix hylophila,Strigiformes,LC,False,0.5
Strix chacoensis,Strigiformes,NT,False,1.0
Strix rufipes,Strigiformes,LC,False,0.5
Strix uralensis,Strigiformes,LC,False,0.5
Strix nebulosa,Strigiformes,LC,False,0.5
Strix woodfordii,Strigiformes,LC,False,0.5
Ciccaba virgata,Strigiformes,LC,False,0.5
Ciccaba nigrolineata,Strigiformes,LC,False,0.5
Ciccaba huhula,Strigiformes,LC,False,0.5
Ciccaba albitarsis,Strigiformes,LC,False,0.5
Colius striatus,Coliiformes,LC,False,0.5
Colius leucocephalus,Coliiformes,LC,False,0.5
Colius castanotus,Coliiformes,LC,False,0.5
Colius colius,Coliiformes,LC,False,0.5
Urocolius macrourus,Coliiformes,LC,False,0.5
Urocolius indicus,Coliiformes,LC,False,0.5
Leptosomus discolor,Leptosomiformes,LC,False,0.5
Apaloderma narina,Trogoniformes,LC,True,2.0
Apaloderma aequatoriale,Trogoniformes,LC,False,0.5
Apaloderma vittatum,Trogoniformes,LC,False,0.5
Apalharpactes reinwardtii,Trogoniformes,VU,False,1.5
Apalharpactes mackloti,Trogoniformes,LC,False,0.5
Harpactes fasciatus,Trogoniformes,LC,False,0.5
Harpactes kasumba,Trogoniformes,NT,False,1.0
Harpactes diardii,Trogoniformes,NT,False,1.0
Harpactes ardens,Trogoniformes,LC,False,0.5
Harpactes whiteheadi,Trogoniformes,LC,False,0.5
Harpactes orrhophaeus,Trogoniformes,VU,False,1.5
Harpactes duvaucelii,Trogoniformes,NT,False,1.0
Harpactes oreskios,Trogoniformes,LC,False,0.5
Harpactes erythrocephalus,Trogoniformes,LC,False,0.5
Harpactes wardi,Trogoniformes,LC,False,0.5
Euptilotis neoxenus,Trogoniformes,LC,False,0.5
Pharomachrus pavoninus,Trogoniformes,LC,False,0.5
Pharomachrus auriceps,Trogoniformes,LC,False,0.5
Pharomachrus mocinno,Trogoniformes,NT,False,1.0
Pharomachrus fulgidus,Trogoniformes,LC,False,0.5
Pharomachrus antisianus,Trogoniformes,LC,False,0.5
Priotelus temnurus,Trogoniformes,LC,False,0.5
Temnotrogon roseigaster,Trogoniformes,LC,False,0.5
Trogon clathratus,Trogoniformes,LC,False,0.5
Trogon massena,Trogoniformes,LC,False,0.5
Trogon comptus,Trogoniformes,LC,False,0.5
Trogon mesurus,Trogoniformes,LC,False,0.5
Trogon melanurus,Trogoniformes,LC,False,0.5
Trogon melanocephalus,Trogoniformes,LC,False,0.5
Trogon citreolus,Trogoniformes,LC,False,0.5
Trogon chionurus,Trogoniformes,LC,False,0.5
Trogon bairdii,Trogoniformes,NT,False,1.0
Trogon viridis,Trogoniformes,LC,False,0.5
Trogon caligatus,Trogoniformes,,False,0.25
Trogon ramonianus,Trogoniformes,,False,0.25
Trogon violaceus,Trogoniformes,LC,False,0.5
Trogon curucui,Trogoniformes,LC,False,0.5
Trogon surrucura,Trogoniformes,LC,False,0.5
Trogon aurantius,Trogoniformes,LC,False,0.5
Trogon tenellus,Trogoniformes,,False,0.25
Trogon cupreicauda,Trogoniformes,,False,0.25
Trogon rufus,Trogoniformes,LC,False,0.5
Trogon chrysochloros,Trogoniformes,,False,0.25
Trogon elegans,Trogoniformes,LC,False,0.5
Trogon ambiguus,Trogoniformes,LC,False,0.5
Trogon mexicanus,Trogoniformes,LC,False,0.5
Trogon collaris,Trogoniformes,LC,False,0.5
Trogon personatus,Trogoniformes,LC,False,0.5
Upupa epops,Bucerotiformes,LC,True,2.0
Upupa marginata,Bucerotiformes,LC,False,0.5
Upupa antaios,Bucerotiformes,EX,False,0.25
Rhinopomastus castaneiceps,Bucerotiformes,LC,False,0.5
Phoeniculus bollei,Bucerotiformes,LC,False,0.5
Phoeniculus purpureus,Bucerotiformes,LC,False,0.5
Phoeniculus somaliensis,Bucerotiformes,LC,False,0.5
Phoeniculus damarensis,Bucerotiformes,LC,False,0.5
Rhinopomastus aterrimus,Bucerotiformes,LC,True,2.0
Rhinopomastus cyanomelas,Bucerotiformes,LC,False,0.5
Rhinopomastus minor,Bucerotiformes,LC,False,0.5
Bucorvus abyssinicus,Bucerotiformes,VU,False,1.5
Bucorvus leadbeateri,Bucerotiformes,VU,False,1.5
Tockus ruahae,Bucerotiformes,,False,0.25
Tockus kempi,Bucerotiformes,,False,0.25
Tockus damarensis,Bucerotiformes,LC,False,0.5
Tockus rufirostris,Bucerotiformes,,False,0.25
Tockus erythrorhynchus,Bucerotiformes,LC,False,0.5
Tockus monteiri,Bucerotiformes,LC,False,0.5
Tockus deckeni,Bucerotiformes,LC,False,0.5
Tockus jacksoni,Bucerotiformes,LC,False,0.5
Tockus leucomelas,Bucerotiformes,LC,False,0.5
Tockus flavirostris,Bucerotiformes,LC,False,0.5
Lophoceros bradfieldi,Bucerotiformes,LC,False,0.5
Lophoceros alboterminatus,Bucerotiformes,LC,False,0.5
Lophoceros semifasciatus,Bucerotiformes,LC,False,0.5
Lophoceros fasciatus,Bucerotiformes,LC,False,0.5
Lophoceros hemprichii,Bucerotiformes,LC,False,0.5
Lophoceros nasutus,Bucerotiformes,LC,False,0.5
Lophoceros camurus,Bucerotiformes,LC,False,0.5
Lophoceros pallidirostris,Bucerotiformes,LC,False,0.5
Bycanistes fistulator,Bucerotiformes,LC,False,0.5
Bycanistes sharpii,Bucerotiformes,LC,False,0.5
Bycanistes bucinator,Bucerotiformes,LC,False,0.5
Bycanistes cylindricus,Bucerotiformes,VU,False,1.5
Bycanistes albotibialis,Bucerotiformes,LC,False,0.5
Bycanistes subcylindricus,Bucerotiformes,LC,False,0.5
Bycanistes brevis,Bucerotiformes,LC,False,0.5
Ceratogymna atrata,Bucerotiformes,LC,False,0.5
Ceratogymna elata,Bucerotiformes,VU,False,1.5
Horizocerus hartlaubi,Bucerotiformes,LC,False,0.5
Horizocerus granti,Bucerotiformes,LC,False,0.5
Horizocerus albocristatus,Bucerotiformes,LC,False,0.5
Horizocerus cassini,Bucerotiformes,LC,False,0.5
Berenicornis comatus,Bucerotiformes,EN,False,2.0
Buceros rhinoceros,Bucerotiformes,VU,False,1.5
Buceros bicornis,Bucerotiformes,VU,False,1.5
Buceros hydrocorax,Bucerotiformes,VU,False,1.5
Buceros mindanensis,Bucerotiformes,VU,False,1.5
Rhinoplax vigil,Bucerotiformes,CR,False,2.5
Anthracoceros marchei,Bucerotiformes,VU,False,1.5
Anthracoceros albirostris,Bucerotiformes,LC,False,0.5
Anthracoceros coronatus,Bucerotiformes,NT,False,1.0
Anthracoceros montani,Bucerotiformes,CR,False,2.5
Anthracoceros malayanus,Bucerotiformes,VU,False,1.5
Ocyceros griseus,Bucerotiformes,VU,False,1.5
Ocyceros gingalensis,Bucerotiformes,LC,False,0.5
Ocyceros birostris,Bucerotiformes,LC,False,0.5
Anorrhinus tickelli,Bucerotiformes,NT,False,1.0
Anorrhinus austeni,Bucerotiformes,NT,False,1.0
Anorrhinus galeritus,Bucerotiformes,NT,False,1.0
Aceros nipalensis,Bucerotiformes,VU,False,1.5
Rhyticeros plicatus,Bucerotiformes,LC,False,0.5
Rhyticeros narcondami,Bucerotiformes,VU,False,1.5
Rhyticeros undulatus,Bucerotiformes,VU,False,1.5
Rhyticeros everetti,Bucerotiformes,EN,False,2.0
Rhyticeros subruficollis,Bucerotiformes,VU,False,1.5
Rhyticeros cassidix,Bucerotiformes,VU,False,1.5
Rhabdotorrhinus waldeni,Bucerotiformes,CR,False,2.5
Rhabdotorrhinus leucocephalus,Bucerotiformes,NT,False,1.0
Rhabdotorrhinus exarhatus,Bucerotiformes,VU,False,1.5
Rhabdotorrhinus corrugatus,Bucerotiformes,EN,False,2.0
Penelopides manillae,Bucerotiformes,LC,False,0.5
Penelopides mindorensis,Bucerotiformes,EN,False,2.0
Penelopides affinis,Bucerotiformes,LC,False,0.5
Penelopides samarensis,Bucerotiformes,,False,0.25
Penelopides panini,Bucerotiformes,EN,False,2.0
Coracias naevius,Coraciiformes,LC,True,2.0
Coracias benghalensis,Coraciiformes,LC,True,2.0
Coracias affinis,Coraciiformes,LC,False,0.5
Coracias temminckii,Coraciiformes,LC,False,0.5
Coracias spatulatus,Coraciiformes,LC,False,0.5
Coracias caudatus,Coraciiformes,LC,False,0.5
Coracias abyssinicus,Coraciiformes,LC,True,2.0
Coracias garrulus,Coraciiformes,LC,True,2.0
Coracias cyanogaster,Coraciiformes,LC,False,0.5
Eurystomus gularis,Coraciiformes,LC,False,0.5
Eurystomus glaucurus,Coraciiformes,LC,True,2.0
Eurystomus orientalis,Coraciiformes,LC,True,2.0
Eurystomus azureus,Coraciiformes,NT,False,1.0
Brachypteracias leptosomus,Coraciiformes,VU,False,1.5
Geobiastes squamiger,Coraciiformes,VU,False,1.5
Atelornis pittoides,Coraciiformes,LC,False,0.5
Atelornis crossleyi,Coraciiformes,NT,False,1.0
Uratelornis chimaera,Coraciiformes,VU,False,1.5
Actenoides monachus,Coraciiformes,NT,False,1.0
Actenoides capucinus,Coraciiformes,NT,False,1.0
Actenoides princeps,Coraciiformes,LC,False,0.5
Actenoides bougainvillei,Coraciiformes,LC,False,0.5
Actenoides lindsayi,Coraciiformes,LC,False,0.5
Actenoides hombroni,Coraciiformes,LC,False,0.5
Actenoides concretus,Coraciiformes,NT,False,1.0
Melidora macrorrhina,Coraciiformes,LC,False,0.5
Lacedo pulchella,Coraciiformes,LC,False,0.5
Lacedo melanops,Coraciiformes,LC,False,0.5
Tanysiptera galatea,Coraciiformes,LC,False,0.5
Tanysiptera ellioti,Coraciiformes,NT,False,1.0
Tanysiptera riedelii,Coraciiformes,NT,False,1.0
Tanysiptera carolinae,Coraciiformes,NT,False,1.0
Tanysiptera hydrocharis,Coraciiformes,DD,False,0.25
Tanysiptera sylvia,Coraciiformes,LC,True,2.0
Tanysiptera nigriceps,Coraciiformes,LC,False,0.5
Tanysiptera nympha,Coraciiformes,LC,False,0.5
Tanysiptera danae,Coraciiformes,LC,False,0.5
Cittura cyanotis,Coraciiformes,LC,False,0.5
Cittura sanghirensis,Coraciiformes,NT,False,1.0
Dacelo rex,Coraciiformes,LC,False,0.5
Dacelo tyro,Coraciiformes,LC,False,0.5
Dacelo gaudichaud,Coraciiformes,LC,False,0.5
Dacelo novaeguineae,Coraciiformes,LC,False,0.5
Dacelo leachii,Coraciiformes,LC,False,0.5
Caridonax fulgidus,Coraciiformes,LC,False,0.5
Pelargopsis capensis,Coraciiformes,LC,False,0.5
Pelargopsis melanorhyncha,Coraciiformes,LC,False,0.5
Pelargopsis amauroptera,Coraciiformes,NT,False,1.0
Halcyon coromanda,Coraciiformes,LC,True,2.0
Halcyon smyrnensis,Coraciiformes,LC,False,0.5
Halcyon gularis,Coraciiformes,LC,False,0.5
Halcyon cyanoventris,Coraciiformes,LC,False,0.5
Halcyon badia,Coraciiformes,LC,False,0.5
Halcyon pileata,Coraciiformes,VU,True,6.0
Halcyon leucocephala,Coraciiformes,LC,True,2.0
Halcyon albiventris,Coraciiformes,LC,False,0.5
Halcyon chelicuti,Coraciiformes,LC,False,0.5
Halcyon malimbica,Coraciiformes,LC,False,0.5
Halcyon senegalensis,Coraciiformes,LC,True,2.0
Halcyon senegaloides,Coraciiformes,LC,False,0.5
Todiramphus nigrocyaneus,Coraciiformes,NT,False,1.0
Todiramphus winchelli,Coraciiformes,VU,False,1.5
Todiramphus diops,Coraciiformes,LC,False,0.5
Todiramphus lazuli,Coraciiformes,LC,False,0.5
Todiramphus macleayii,Coraciiformes,LC,False,0.5
Todiramphus albonotatus,Coraciiformes,NT,False,1.0
Todiramphus leucopygius,Coraciiformes,LC,False,0.5
Todiramphus farquhari,Coraciiformes,NT,False,1.0
Todiramphus funebris,Coraciiformes,LC,False,0.5
Todiramphus chloris,Coraciiformes,LC,False,0.5
Todiramphus sordidus,Coraciiformes,,False,0.25
Todiramphus colonus,Coraciiformes,,False,0.25
Todiramphus albicilla,Coraciiformes,,False,0.25
Todiramphus tristrami,Coraciiformes,,False,0.25
Todiramphus sacer,Coraciiformes,,False,0.25
Todiramphus enigma,Coraciiformes,NT,False,1.0
Todiramphus cinnamominus,Coraciiformes,EW,False,0.25
Todiramphus pelewensis,Coraciiformes,NT,False,1.0
Todiramphus reichenbachii,Coraciiformes,VU,False,1.5
Todiramphus saurophagus,Coraciiformes,LC,False,0.5
Todiramphus sanctus,Coraciiformes,LC,True,2.0
Todiramphus recurvirostris,Coraciiformes,LC,False,0.5
Todiramphus australasia,Coraciiformes,LC,False,0.5
Todiramphus tutus,Coraciiformes,NT,False,1.0
Todiramphus ruficollaris,Coraciiformes,LC,False,0.5
Todiramphus veneratus,Coraciiformes,NT,False,1.0
Todiramphus youngi,Coraciiformes,VU,False,1.5
Todiramphus gambieri,Coraciiformes,CR,False,2.5
Todiramphus gertrudae,Coraciiformes,,False,0.25
Todiramphus godeffroyi,Coraciiformes,CR,False,2.5
Todiramphus pyrrhopygius,Coraciiformes,LC,True,2.0
Syma torotoro,Coraciiformes,LC,False,0.5
Syma megarhyncha,Coraciiformes,LC,False,0.5
Ispidina lecontei,Coraciiformes,LC,False,0.5
Ispidina picta,Coraciiformes,LC,True,2.0
Corythornis madagascariensis,Coraciiformes,LC,False,0.5
Corythornis leucogaster,Coraciiformes,LC,False,0.5
Corythornis cristatus,Coraciiformes,LC,False,0.5
Corythornis nais,Coraciiformes,LC,False,0.5
Corythornis thomensis,Coraciiformes,LC,False,0.5
Corythornis vintsioides,Coraciiformes,LC,False,0.5
Alcedo coerulescens,Coraciiformes,LC,False,0.5
Alcedo peninsulae,Coraciiformes,NT,False,1.0
Alcedo euryzona,Coraciiformes,CR,False,2.5
Alcedo quadribrachys,Coraciiformes,LC,False,0.5
Alcedo meninting,Coraciiformes,LC,False,0.5
Alcedo atthis,Coraciiformes,LC,True,2.0
Alcedo semitorquata,Coraciiformes,LC,False,0.5
Alcedo hercules,Coraciiformes,NT,False,1.0
Ceyx erithaca,Coraciiformes,NT,False,1.0
Ceyx rufidorsa,Coraciiformes,LC,False,0.5
Ceyx melanurus,Coraciiformes,LC,False,0.5
Ceyx mindanensis,Coraciiformes,LC,False,0.5
Ceyx sangirensis,Coraciiformes,CR,False,2.5
Ceyx fallax,Coraciiformes,LC,False,0.5
Ceyx lepidus,Coraciiformes,LC,False,0.5
Ceyx margarethae,Coraciiformes,LC,False,0.5
Ceyx wallacii,Coraciiformes,NT,False,1.0
Ceyx cajeli,Coraciiformes,NT,False,1.0
Ceyx solitarius,Coraciiformes,LC,False,0.5
Ceyx dispar,Coraciiformes,NT,False,1.0
Ceyx mulcatus,Coraciiformes,LC,False,0.5
Ceyx sacerdotis,Coraciiformes,LC,False,0.5
Ceyx meeki,Coraciiformes,LC,False,0.5
Ceyx collectoris,Coraciiformes,LC,False,0.5
Ceyx nigromaxilla,Coraciiformes,LC,False,0.5
Ceyx gentianus,Coraciiformes,LC,False,0.5
Ceyx cyanopectus,Coraciiformes,LC,False,0.5
Ceyx nigrirostris,Coraciiformes,NT,False,1.0
Ceyx argentatus,Coraciiformes,NT,False,1.0
Ceyx flumenicola,Coraciiformes,NT,False,1.0
Ceyx azureus,Coraciiformes,LC,False,0.5
Ceyx websteri,Coraciiformes,VU,False,1.5
Ceyx pusillus,Coraciiformes,LC,False,0.5
Chloroceryle amazona,Coraciiformes,LC,False,0.5
Chloroceryle aenea,Coraciiformes,LC,False,0.5
Chloroceryle americana,Coraciiformes,LC,False,0.5
Chloroceryle inda,Coraciiformes,LC,False,0.5
Megaceryle lugubris,Coraciiformes,LC,False,0.5
Megaceryle maxima,Coraciiformes,LC,False,0.5
Megaceryle torquata,Coraciiformes,LC,True,2.0
Megaceryle alcyon,Coraciiformes,LC,False,0.5
Ceryle rudis,Coraciiformes,LC,False,0.5
Todus multicolor,Coraciiformes,LC,False,0.5
Todus subulatus,Coraciiformes,LC,False,0.5
Todus angustirostris,Coraciiformes,LC,False,0.5
Todus todus,Coraciiformes,LC,False,0.5
Todus mexicanus,Coraciiformes,LC,False,0.5
Hylomanes momotula,Coraciiformes,LC,False,0.5
Aspatha gularis,Coraciiformes,LC,False,0.5
Momotus mexicanus,Coraciiformes,LC,False,0.5
Momotus coeruliceps,Coraciiformes,LC,False,0.5
Momotus lessonii,Coraciiformes,LC,False,0.5
Momotus subrufescens,Coraciiformes,LC,False,0.5
Momotus bahamensis,Coraciiformes,LC,False,0.5
Momotus momota,Coraciiformes,LC,False,0.5
Momotus aequatorialis,Coraciiformes,LC,False,0.5
Baryphthengus martii,Coraciiformes,LC,False,0.5
Baryphthengus ruficapillus,Coraciiformes,LC,False,0.5
Electron carinatum,Coraciiformes,VU,False,1.5
Electron platyrhynchum,Coraciiformes,LC,False,0.5
Eumomota superciliosa,Coraciiformes,LC,True,2.0
Nyctyornis amictus,Coraciiformes,LC,False,0.5
Nyctyornis athertoni,Coraciiformes,LC,False,0.5
Meropogon forsteni,Coraciiformes,LC,False,0.5
Merops breweri,Coraciiformes,LC,False,0.5
Merops muelleri,Coraciiformes,LC,False,0.5
Merops mentalis,Coraciiformes,NT,False,1.0
Merops gularis,Coraciiformes,LC,False,0.5
Merops hirundineus,Coraciiformes,LC,False,0.5
Merops pusillus,Coraciiformes,LC,False,0.5
Merops variegatus,Coraciiformes,LC,False,0.5
Merops lafresnayii,Coraciiformes,LC,False,0.5
Merops oreobates,Coraciiformes,LC,False,0.5
Merops bulocki,Coraciiformes,LC,False,0.5
Merops bullockoides,Coraciiformes,LC,False,0.5
Merops revoilii,Coraciiformes,LC,False,0.5
Merops albicollis,Coraciiformes,LC,True,2.0
Merops boehmi,Coraciiformes,LC,False,0.5
Merops viridissimus,Coraciiformes,LC,False,0.5
Merops cyanophrys,Coraciiformes,LC,False,0.5
Merops orientalis,Coraciiformes,LC,True,2.0
Merops persicus,Coraciiformes,LC,True,2.0
Merops superciliosus,Coraciiformes,LC,False,0.5
Merops philippinus,Coraciiformes,LC,True,2.0
Merops ornatus,Coraciiformes,LC,True,2.0
Merops viridis,Coraciiformes,LC,True,2.0
Merops americanus,Coraciiformes,LC,False,0.5
Merops leschenaulti,Coraciiformes,LC,False,0.5
Merops apiaster,Coraciiformes,LC,True,2.0
Merops malimbicus,Coraciiformes,LC,True,2.0
Merops nubicus,Coraciiformes,LC,True,2.0
Merops nubicoides,Coraciiformes,LC,True,2.0
Galbalcyrhynchus leucotis,Piciformes,LC,False,0.5
Galbalcyrhynchus purusianus,Piciformes,LC,False,0.5
Brachygalba salmoni,Piciformes,LC,False,0.5
Brachygalba goeringi,Piciformes,LC,False,0.5
Brachygalba lugubris,Piciformes,LC,False,0.5
Brachygalba albogularis,Piciformes,LC,False,0.5
Jacamaralcyon tridactyla,Piciformes,NT,False,1.0
Galbula albirostris,Piciformes,LC,False,0.5
Galbula chalcocephala,Piciformes,LC,False,0.5
Galbula cyanicollis,Piciformes,LC,False,0.5
Galbula ruficauda,Piciformes,LC,False,0.5
Galbula galbula,Piciformes,LC,False,0.5
Galbula pastazae,Piciformes,LC,False,0.5
