species,order,iucn,migratory,weight
Pterorhinus delesserti,Passeriformes,LC,False,0.5
Pterorhinus gularis,Passeriformes,LC,False,0.5
Pterorhinus vassali,Passeriformes,LC,False,0.5
Pterorhinus galbanus,Passeriformes,LC,False,0.5
Pterorhinus courtoisi,Passeriformes,CR,True,10.0
Pterorhinus mitratus,Passeriformes,NT,False,1.0
Pterorhinus treacheri,Passeriformes,LC,False,0.5
Pterorhinus ruficollis,Passeriformes,LC,False,0.5
Pterorhinus nuchalis,Passeriformes,NT,False,1.0
Pterorhinus chinensis,Passeriformes,LC,False,0.5
Pterorhinus sannio,Passeriformes,LC,False,0.5
Pterorhinus perspicillatus,Passeriformes,LC,False,0.5
Pterorhinus pectoralis,Passeriformes,LC,False,0.5
Pterorhinus davidi,Passeriformes,LC,False,0.5
Pterorhinus woodi,Passeriformes,LC,False,0.5
Pterorhinus lanceolatus,Passeriformes,LC,False,0.5
Pterorhinus waddelli,Passeriformes,LC,False,0.5
Pterorhinus koslowi,Passeriformes,LC,False,0.5
Pterorhinus albogularis,Passeriformes,LC,False,0.5
Pterorhinus ruficeps,Passeriformes,LC,False,0.5
Pterorhinus caerulatus,Passeriformes,LC,False,0.5
Pterorhinus berthemyi,Passeriformes,LC,False,0.5
Pterorhinus poecilorhynchus,Passeriformes,LC,False,0.5
Modulatrix stictigula,Passeriformes,LC,False,0.5
Arcanator orostruthus,Passeriformes,NT,False,1.0
Kakamega poliothorax,Passeriformes,LC,False,0.5
Promerops cafer,Passeriformes,LC,False,0.5
Promerops gurneyi,Passeriformes,NT,False,1.0
Irena puella,Passeriformes,LC,False,0.5
Irena tweeddalii,Passeriformes,NT,False,1.0
Irena cyanogastra,Passeriformes,NT,False,1.0
Corthylio calendula,Passeriformes,LC,True,2.0
Regulus ignicapilla,Passeriformes,LC,True,2.0
Regulus madeirensis,Passeriformes,LC,False,0.5
Regulus satrapa,Passeriformes,LC,True,2.0
Regulus goodfellowi,Passeriformes,LC,False,0.5
Regulus regulus,Passeriformes,LC,True,2.0
Elachura formosa,Passeriformes,LC,False,0.5
Hyliota flavigaster,Passeriformes,LC,False,0.5
Hyliota australis,Passeriformes,LC,False,0.5
Hyliota usambara,Passeriformes,EN,False,2.0
Hyliota violacea,Passeriformes,LC,False,0.5
Campylorhynchus albobrunneus,Passeriformes,LC,False,0.5
Campylorhynchus zonatus,Passeriformes,LC,False,0.5
Campylorhynchus megalopterus,Passeriformes,LC,False,0.5
Campylorhynchus nuchalis,Passeriformes,LC,False,0.5
Campylorhynchus fasciatus,Passeriformes,LC,False,0.5
Campylorhynchus chiapensis,Passeriformes,LC,False,0.5
Campylorhynchus griseus,Passeriformes,LC,False,0.5
Campylorhynchus rufinucha,Passeriformes,LC,False,0.5
Campylorhynchus humilis,Passeriformes,LC,False,0.5
Campylorhynchus capistratus,Passeriformes,LC,False,0.5
Campylorhynchus gularis,Passeriformes,LC,False,0.5
Campylorhynchus jocosus,Passeriformes,LC,False,0.5
Campylorhynchus yucatanicus,Passeriformes,NT,False,1.0
Campylorhynchus brunneicapillus,Passeriformes,LC,False,0.5
Campylorhynchus turdinus,Passeriformes,LC,False,0.5
Odontorchilus branickii,Passeriformes,LC,False,0.5
Odontorchilus cinereus,Passeriformes,LC,False,0.5
Salpinctes obsoletus,Passeriformes,LC,False,0.5
Catherpes mexicanus,Passeriformes,LC,False,0.5
Hylorchilus sumichrasti,Passeriformes,NT,False,1.0
Hylorchilus navai,Passeriformes,VU,False,1.5
Cinnycerthia unirufa,Passeriformes,LC,False,0.5
Cinnycerthia olivascens,Passeriformes,LC,False,0.5
Cinnycerthia peruana,Passeriformes,LC,False,0.5
Cinnycerthia fulva,Passeriformes,LC,False,0.5
Cistothorus stellaris,Passeriformes,LC,True,2.0
Cistothorus meridae,Passeriformes,LC,False,0.5
Cistothorus apolinari,Passeriformes,EN,False,2.0
Cistothorus platensis,Passeriformes,LC,False,0.5
Cistothorus palustris,Passeriformes,LC,True,2.0
Thryomanes bewickii,Passeriformes,LC,True,2.0
Ferminia cerverai,Passeriformes,EN,False,2.0
Pheugopedius atrogularis,Passeriformes,LC,False,0.5
Pheugopedius spadix,Passeriformes,LC,False,0.5
Pheugopedius fasciatoventris,Passeriformes,LC,False,0.5
Pheugopedius euophrys,Passeriformes,LC,False,0.5
Pheugopedius schulenbergi,Passeriformes,LC,False,0.5
Pheugopedius eisenmanni,Passeriformes,LC,False,0.5
Pheugopedius genibarbis,Passeriformes,LC,False,0.5
Pheugopedius mystacalis,Passeriformes,LC,False,0.5
Pheugopedius coraya,Passeriformes,LC,False,0.5
Pheugopedius felix,Passeriformes,LC,False,0.5
Pheugopedius maculipectus,Passeriformes,LC,False,0.5
Pheugopedius rutilus,Passeriformes,LC,False,0.5
Pheugopedius sclateri,Passeriformes,LC,False,0.5
Pheugopedius columbianus,Passeriformes,LC,False,0.5
Pheugopedius paucimaculatus,Passeriformes,LC,False,0.5
Thryophilus pleurostictus,Passeriformes,LC,False,0.5
Thryophilus rufalbus,Passeriformes,LC,False,0.5
Thryophilus sernai,Passeriformes,VU,False,1.5
Thryophilus nicefori,Passeriformes,CR,False,2.5
Thryophilus sinaloa,Passeriformes,LC,False,0.5
Cantorchilus modestus,Passeriformes,LC,False,0.5
Cantorchilus zeledoni,Passeriformes,LC,False,0.5
Cantorchilus elutus,Passeriformes,,False,0.25
Cantorchilus leucotis,Passeriformes,LC,False,0.5
Cantorchilus superciliaris,Passeriformes,LC,False,0.5
Cantorchilus guarayanus,Passeriformes,LC,False,0.5
Cantorchilus longirostris,Passeriformes,LC,False,0.5
Cantorchilus griseus,Passeriformes,LC,False,0.5
Cantorchilus semibadius,Passeriformes,LC,False,0.5
Cantorchilus nigricapillus,Passeriformes,LC,False,0.5
Cantorchilus thoracicus,Passeriformes,LC,False,0.5
Cantorchilus leucopogon,Passeriformes,LC,False,0.5
Thryothorus ludovicianus,Passeriformes,LC,False,0.5
Thryothorus albinucha,Passeriformes,LC,False,0.5
Troglodytes troglodytes,Passeriformes,LC,True,2.0
Troglodytes hiemalis,Passeriformes,LC,True,2.0
Troglodytes pacificus,Passeriformes,LC,True,2.0
Troglodytes tanneri,Passeriformes,VU,False,1.5
Troglodytes aedon,Passeriformes,LC,True,2.0
Troglodytes musculus,Passeriformes,,False,0.25
Troglodytes beani,Passeriformes,LC,False,0.5
Troglodytes martinicensis,Passeriformes,,False,0.25
Troglodytes mesoleucus,Passeriformes,,False,0.25
Troglodytes musicus,Passeriformes,,False,0.25
Troglodytes grenadensis,Passeriformes,,False,0.25
Troglodytes cobbi,Passeriformes,LC,False,0.5
Troglodytes sissonii,Passeriformes,NT,False,1.0
Troglodytes rufociliatus,Passeriformes,LC,False,0.5
Troglodytes ochraceus,Passeriformes,LC,False,0.5
Troglodytes solstitialis,Passeriformes,LC,False,0.5
Troglodytes monticola,Passeriformes,CR,False,2.5
Troglodytes rufulus,Passeriformes,LC,False,0.5
Thryorchilus browni,Passeriformes,LC,False,0.5
Uropsila leucogastra,Passeriformes,LC,False,0.5
Henicorhina leucosticta,Passeriformes,LC,False,0.5
Henicorhina leucophrys,Passeriformes,LC,False,0.5
Henicorhina anachoreta,Passeriformes,NT,False,1.0
Henicorhina leucoptera,Passeriformes,LC,False,0.5
Henicorhina negreti,Passeriformes,VU,False,1.5
Microcerculus philomela,Passeriformes,LC,False,0.5
Microcerculus marginatus,Passeriformes,LC,False,0.5
Microcerculus ustulatus,Passeriformes,LC,False,0.5
Microcerculus bambla,Passeriformes,LC,False,0.5
Cyphorhinus dichrous,Passeriformes,LC,False,0.5
Cyphorhinus thoracicus,Passeriformes,LC,False,0.5
Cyphorhinus arada,Passeriformes,LC,False,0.5
Cyphorhinus phaeocephalus,Passeriformes,LC,False,0.5
Ramphocaenus sticturus,Passeriformes,,False,0.25
Ramphocaenus melanurus,Passeriformes,LC,False,0.5
Microbates cinereiventris,Passeriformes,LC,False,0.5
Microbates collaris,Passeriformes,LC,False,0.5
Polioptila facilis,Passeriformes,,False,0.25
Polioptila guianensis,Passeriformes,LC,False,0.5
Polioptila schistaceigula,Passeriformes,LC,False,0.5
Polioptila paraensis,Passeriformes,,False,0.25
Polioptila clementsi,Passeriformes,,False,0.25
Polioptila attenboroughi,Passeriformes,,False,0.25
Polioptila plumbea,Passeriformes,LC,False,0.5
Polioptila maior,Passeriformes,LC,False,0.5
Polioptila lactea,Passeriformes,LC,False,0.5
Polioptila dumicola,Passeriformes,LC,False,0.5
Polioptila lembeyei,Passeriformes,LC,False,0.5
Polioptila albiventris,Passeriformes,,False,0.25
Polioptila bilineata,Passeriformes,,False,0.25
Polioptila caerulea,Passeriformes,LC,True,2.0
Polioptila melanura,Passeriformes,LC,False,0.5
Polioptila californica,Passeriformes,LC,False,0.5
Polioptila nigriceps,Passeriformes,LC,False,0.5
Polioptila albiloris,Passeriformes,LC,False,0.5
Sitta leucopsis,Passeriformes,LC,False,0.5
Sitta przewalskii,Passeriformes,LC,False,0.5
Sitta magna,Passeriformes,EN,False,2.0
Sitta carolinensis,Passeriformes,LC,False,0.5
Sitta formosa,Passeriformes,VU,False,1.5
Sitta azurea,Passeriformes,LC,False,0.5
Sitta frontalis,Passeriformes,LC,False,0.5
Sitta solangiae,Passeriformes,NT,False,1.0
Sitta oenochlamys,Passeriformes,LC,False,0.5
Sitta pygmaea,Passeriformes,LC,False,0.5
Sitta pusilla,Passeriformes,LC,False,0.5
Sitta insularis,Passeriformes,CR,False,2.5
Sitta yunnanensis,Passeriformes,LC,False,0.5
Sitta ledanti,Passeriformes,EN,False,2.0
Sitta krueperi,Passeriformes,LC,False,0.5
Sitta canadensis,Passeriformes,LC,False,0.5
Sitta whiteheadi,Passeriformes,VU,False,1.5
Sitta villosa,Passeriformes,LC,True,2.0
Sitta neumayer,Passeriformes,LC,False,0.5
Sitta tephronota,Passeriformes,LC,False,0.5
Sitta arctica,Passeriformes,LC,False,0.5
Sitta victoriae,Passeriformes,EN,False,2.0
Sitta himalayensis,Passeriformes,LC,False,0.5
Sitta europaea,Passeriformes,LC,False,0.5
Sitta nagaensis,Passeriformes,LC,False,0.5
Sitta cashmirensis,Passeriformes,LC,False,0.5
Sitta castanea,Passeriformes,LC,False,0.5
Sitta cinnamoventris,Passeriformes,LC,False,0.5
Sitta neglecta,Passeriformes,LC,False,0.5
Tichodroma muraria,Passeriformes,LC,False,0.5
Certhia familiaris,Passeriformes,LC,True,2.0
Certhia hodgsoni,Passeriformes,LC,False,0.5
Certhia americana,Passeriformes,LC,True,2.0
Certhia brachydactyla,Passeriformes,LC,False,0.5
Certhia himalayana,Passeriformes,LC,False,0.5
Certhia nipalensis,Passeriformes,LC,False,0.5
Certhia discolor,Passeriformes,LC,False,0.5
Certhia manipurensis,Passeriformes,LC,False,0.5
Certhia tianquanensis,Passeriformes,LC,False,0.5
Salpornis spilonota,Passeriformes,LC,False,0.5
Salpornis salvadori,Passeriformes,LC,False,0.5
Dumetella carolinensis,Passeriformes,LC,True,2.0
Melanoptila glabrirostris,Passeriformes,LC,False,0.5
Mimus polyglottos,Passeriformes,LC,False,0.5
Mimus gilvus,Passeriformes,LC,False,0.5
Mimus gundlachii,Passeriformes,LC,False,0.5
Mimus thenca,Passeriformes,LC,False,0.5
Mimus longicaudatus,Passeriformes,LC,False,0.5
Mimus saturninus,Passeriformes,LC,False,0.5
Mimus patagonicus,Passeriformes,LC,True,2.0
Mimus triurus,Passeriformes,LC,True,2.0
Mimus dorsalis,Passeriformes,LC,False,0.5
Mimus parvulus,Passeriformes,LC,False,0.5
Mimus trifasciatus,Passeriformes,EN,False,2.0
Mimus macdonaldi,Passeriformes,VU,False,1.5
Mimus melanotis,Passeriformes,NT,False,1.0
Mimus graysoni,Passeriformes,CR,False,2.5
Oreoscoptes montanus,Passeriformes,LC,True,2.0
Toxostoma rufum,Passeriformes,LC,False,0.5
Toxostoma longirostre,Passeriformes,LC,False,0.5
Toxostoma guttatum,Passeriformes,CR,False,2.5
Toxostoma cinereum,Passeriformes,LC,False,0.5
Toxostoma bendirei,Passeriformes,VU,True,6.0
Toxostoma ocellatum,Passeriformes,LC,False,0.5
Toxostoma curvirostre,Passeriformes,LC,False,0.5
Toxostoma redivivum,Passeriformes,LC,False,0.5
Toxostoma crissale,Passeriformes,LC,False,0.5
Toxostoma lecontei,Passeriformes,LC,False,0.5
Ramphocinclus brachyurus,Passeriformes,EN,False,2.0
Ramphocinclus sanctaeluciae,Passeriformes,,False,0.25
Melanotis caerulescens,Passeriformes,LC,False,0.5
Melanotis hypoleucus,Passeriformes,LC,False,0.5
Allenia fusca,Passeriformes,LC,False,0.5
Margarops fuscatus,Passeriformes,LC,False,0.5
Cinclocerthia ruficauda,Passeriformes,LC,False,0.5
Cinclocerthia gutturalis,Passeriformes,LC,False,0.5
Aplonis metallica,Passeriformes,LC,False,0.5
Aplonis circumscripta,Passeriformes,NT,False,1.0
Aplonis mystacea,Passeriformes,LC,False,0.5
Aplonis cantoroides,Passeriformes,LC,False,0.5
Aplonis crassa,Passeriformes,NT,False,1.0
Aplonis feadensis,Passeriformes,NT,False,1.0
Aplonis insularis,Passeriformes,LC,False,0.5
Aplonis magna,Passeriformes,LC,False,0.5
Aplonis brunneicapillus,Passeriformes,VU,False,1.5
Aplonis grandis,Passeriformes,LC,False,0.5
Aplonis dichroa,Passeriformes,LC,False,0.5
Aplonis zelandica,Passeriformes,LC,False,0.5
Aplonis striata,Passeriformes,LC,False,0.5
Aplonis fusca,Passeriformes,EX,False,0.25
Aplonis santovestris,Passeriformes,EN,False,2.0
Aplonis panayensis,Passeriformes,LC,False,0.5
Aplonis mysolensis,Passeriformes,LC,False,0.5
Aplonis minor,Passeriformes,LC,False,0.5
Aplonis opaca,Passeriformes,LC,False,0.5
Aplonis pelzelni,Passeriformes,CR,False,2.5
Aplonis tabuensis,Passeriformes,LC,False,0.5
Aplonis atrifusca,Passeriformes,LC,False,0.5
Aplonis corvina,Passeriformes,EX,False,0.25
Aplonis mavornata,Passeriformes,EX,False,0.25
Aplonis cinerascens,Passeriformes,NT,False,1.0
Mino dumontii,Passeriformes,LC,False,0.5
Mino kreffti,Passeriformes,LC,False,0.5
Mino anais,Passeriformes,LC,False,0.5
Basilornis celebensis,Passeriformes,LC,False,0.5
Basilornis galeatus,Passeriformes,NT,False,1.0
Basilornis corythaix,Passeriformes,LC,False,0.5
Goodfellowia miranda,Passeriformes,NT,False,1.0
Sarcops calvus,Passeriformes,LC,False,0.5
Streptocitta albicollis,Passeriformes,LC,False,0.5
Streptocitta torquata,Passeriformes,LC,False,0.5
Streptocitta albertinae,Passeriformes,NT,False,1.0
Enodes erythrophris,Passeriformes,LC,False,0.5
Scissirostrum dubium,Passeriformes,LC,False,0.5
Saroglossa spilopterus,Passeriformes,LC,True,2.0
Ampeliceps coronatus,Passeriformes,LC,False,0.5
Gracula ptilogenys,Passeriformes,NT,False,1.0
Gracula religiosa,Passeriformes,LC,False,0.5
Gracula robusta,Passeriformes,CR,False,2.5
Gracula venerata,Passeriformes,EN,False,2.0
Gracula indica,Passeriformes,LC,False,0.5
Acridotheres grandis,Passeriformes,LC,False,0.5
Acridotheres cristatellus,Passeriformes,LC,False,0.5
Acridotheres javanicus,Passeriformes,VU,False,1.5
Acridotheres cinereus,Passeriformes,VU,False,1.5
Acridotheres fuscus,Passeriformes,LC,False,0.5
Acridotheres albocinctus,Passeriformes,LC,False,0.5
Acridotheres ginginianus,Passeriformes,LC,False,0.5
Acridotheres tristis,Passeriformes,LC,False,0.5
Acridotheres burmannicus,Passeriformes,LC,False,0.5
Acridotheres leucocephalus,Passeriformes,LC,False,0.5
Acridotheres melanopterus,Passeriformes,EN,False,2.0
Spodiopsar sericeus,Passeriformes,LC,False,0.5
Spodiopsar cineraceus,Passeriformes,LC,True,2.0
Gracupica nigricollis,Passeriformes,LC,False,0.5
Gracupica contra,Passeriformes,LC,False,0.5
Gracupica floweri,Passeriformes,LC,False,0.5
Gracupica jalla,Passeriformes,CR,False,2.5
Agropsar sturninus,Passeriformes,LC,True,2.0
Agropsar philippensis,Passeriformes,LC,True,2.0
Sturnia sinensis,Passeriformes,LC,True,2.0
Sturnia malabarica,Passeriformes,LC,False,0.5
Sturnia erythropygia,Passeriformes,LC,False,0.5
Sturnia blythii,Passeriformes,,False,0.25
Sturnia pagodarum,Passeriformes,LC,True,2.0
Sturnornis albofrontatus,Passeriformes,VU,False,1.5
Leucopsar rothschildi,Passeriformes,CR,False,2.5
Fregilupus varius,Passeriformes,EX,False,0.25
Necropsar rodericanus,Passeriformes,EX,False,0.25
Pastor roseus,Passeriformes,LC,True,2.0
Sturnus vulgaris,Passeriformes,LC,True,2.0
Sturnus unicolor,Passeriformes,LC,False,0.5
Creatophora cinerea,Passeriformes,LC,False,0.5
Notopholia corusca,Passeriformes,LC,False,0.5
Hylopsar purpureiceps,Passeriformes,LC,False,0.5
Hylopsar cupreocauda,Passeriformes,NT,False,1.0
Lamprotornis nitens,Passeriformes,LC,False,0.5
Lamprotornis chalybaeus,Passeriformes,LC,False,0.5
Lamprotornis chloropterus,Passeriformes,LC,False,0.5
Lamprotornis chalcurus,Passeriformes,LC,False,0.5
Lamprotornis splendidus,Passeriformes,LC,False,0.5
Lamprotornis ornatus,Passeriformes,LC,False,0.5
Lamprotornis iris,Passeriformes,LC,False,0.5
Lamprotornis purpureus,Passeriformes,LC,False,0.5
Lamprotornis purpuroptera,Passeriformes,LC,False,0.5
Lamprotornis caudatus,Passeriformes,LC,False,0.5
Lamprotornis regius,Passeriformes,LC,False,0.5
Lamprotornis mevesii,Passeriformes,LC,False,0.5
Lamprotornis benguelensis,Passeriformes,LC,False,0.5
Lamprotornis violacior,Passeriformes,LC,False,0.5
Lamprotornis australis,Passeriformes,LC,False,0.5
Lamprotornis acuticaudus,Passeriformes,LC,False,0.5
Lamprotornis superbus,Passeriformes,LC,False,0.5
Lamprotornis hildebrandti,Passeriformes,LC,False,0.5
Lamprotornis shelleyi,Passeriformes,LC,True,2.0
Lamprotornis pulcher,Passeriformes,LC,False,0.5
Lamprotornis unicolor,Passeriformes,LC,False,0.5
Lamprotornis fischeri,Passeriformes,LC,False,0.5
Lamprotornis bicolor,Passeriformes,LC,False,0.5
Lamprotornis albicapillus,Passeriformes,LC,False,0.5
Hartlaubius auratus,Passeriformes,LC,False,0.5
Cinnyricinclus leucogaster,Passeriformes,LC,True,2.0
Onychognathus morio,Passeriformes,LC,False,0.5
Onychognathus tenuirostris,Passeriformes,LC,False,0.5
Onychognathus fulgidus,Passeriformes,LC,False,0.5
Onychognathus walleri,Passeriformes,LC,False,0.5
Onychognathus blythii,Passeriformes,LC,False,0.5
Onychognathus frater,Passeriformes,LC,False,0.5
Onychognathus tristramii,Passeriformes,LC,False,0.5
Onychognathus nabouroup,Passeriformes,LC,False,0.5
Onychognathus salvadorii,Passeriformes,LC,False,0.5
Onychognathus albirostris,Passeriformes,LC,False,0.5
Onychognathus neumanni,Passeriformes,LC,False,0.5
Poeoptera stuhlmanni,Passeriformes,LC,False,0.5
Poeoptera kenricki,Passeriformes,LC,False,0.5
Poeoptera lugubris,Passeriformes,LC,False,0.5
Pholia sharpii,Passeriformes,LC,False,0.5
Arizelopsar femoralis,Passeriformes,EN,False,2.0
Grafisia torquata,Passeriformes,LC,False,0.5
Speculipastor bicolor,Passeriformes,LC,False,0.5
Neocichla gutturalis,Passeriformes,LC,False,0.5
Rhabdornis mystacalis,Passeriformes,LC,False,0.5
Rhabdornis inornatus,Passeriformes,LC,False,0.5
Rhabdornis rabori,Passeriformes,LC,False,0.5
Rhabdornis grandis,Passeriformes,LC,False,0.5
Buphagus africanus,Passeriformes,LC,False,0.5
Buphagus erythrorynchus,Passeriformes,LC,False,0.5
Grandala coelicolor,Passeriformes,LC,False,0.5
Sialia currucoides,Passeriformes,LC,True,2.0
Sialia mexicana,Passeriformes,LC,False,0.5
Sialia sialis,Passeriformes,LC,False,0.5
Stizorhina finschi,Passeriformes,LC,False,0.5
Stizorhina fraseri,Passeriformes,LC,False,0.5
Neocossyphus poensis,Passeriformes,LC,False,0.5
Neocossyphus rufus,Passeriformes,LC,False,0.5
Pinarornis plumosus,Passeriformes,LC,False,0.5
Myadestes occidentalis,Passeriformes,LC,False,0.5
Myadestes unicolor,Passeriformes,LC,False,0.5
Myadestes townsendi,Passeriformes,LC,True,2.0
Myadestes myadestinus,Passeriformes,EX,False,0.25
Myadestes woahensis,Passeriformes,EX,False,0.25
Myadestes lanaiensis,Passeriformes,CR (PE),False,0.25
Myadestes obscurus,Passeriformes,NT,False,1.0
Myadestes palmeri,Passeriformes,CR,False,2.5
Myadestes elisabeth,Passeriformes,NT,False,1.0
Myadestes genibarbis,Passeriformes,LC,False,0.5
Myadestes melanops,Passeriformes,LC,False,0.5
Myadestes coloratus,Passeriformes,NT,False,1.0
Myadestes ralloides,Passeriformes,LC,False,0.5
Chlamydochaera jefferyi,Passeriformes,LC,False,0.5
Cochoa purpurea,Passeriformes,LC,False,0.5
Cochoa viridis,Passeriformes,LC,False,0.5
Cochoa beccarii,Passeriformes,LC,False,0.5
Cochoa azurea,Passeriformes,VU,False,1.5
Ixoreus naevius,Passeriformes,LC,False,0.5
Ridgwayia pinicola,Passeriformes,LC,False,0.5
Cichlopsis leucogenys,Passeriformes,EN,False,2.0
Cichlopsis gularis,Passeriformes,NT,False,1.0
Cichlopsis chubbi,Passeriformes,NT,False,1.0
Cichlopsis peruviana,Passeriformes,NT,False,1.0
Entomodestes coracinus,Passeriformes,LC,False,0.5
Entomodestes leucotis,Passeriformes,LC,False,0.5
Hylocichla mustelina,Passeriformes,LC,True,2.0
Catharus dryas,Passeriformes,LC,False,0.5
Catharus maculatus,Passeriformes,LC,False,0.5
Catharus aurantiirostris,Passeriformes,LC,False,0.5
Catharus mexicanus,Passeriformes,LC,False,0.5
Catharus fuscater,Passeriformes,LC,False,0.5
Catharus ustulatus,Passeriformes,LC,True,2.0
Catharus swainsoni,Passeriformes,LC,True,2.0
Catharus gracilirostris,Passeriformes,LC,False,0.5
Catharus guttatus,Passeriformes,LC,True,2.0
Catharus occidentalis,Passeriformes,LC,False,0.5
Catharus frantzii,Passeriformes,LC,False,0.5
Catharus minimus,Passeriformes,LC,True,2.0
Catharus bicknelli,Passeriformes,VU,True,6.0
Catharus fuscescens,Passeriformes,LC,True,2.0
Zoothera dixoni,Passeriformes,LC,False,0.5
Zoothera mollissima,Passeriformes,LC,False,0.5
Zoothera salimalii,Passeriformes,LC,True,2.0
Zoothera griseiceps,Passeriformes,LC,False,0.5
Zoothera monticola,Passeriformes,LC,False,0.5
Zoothera heinrichi,Passeriformes,LC,False,0.5
Zoothera marginata,Passeriformes,LC,False,0.5
Zoothera everetti,Passeriformes,NT,False,1.0
Zoothera andromedae,Passeriformes,LC,False,0.5
Zoothera aurea,Passeriformes,LC,True,2.0
Zoothera dauma,Passeriformes,LC,True,2.0
Zoothera neilgherriensis,Passeriformes,,False,0.25
Zoothera imbricata,Passeriformes,,False,0.25
Zoothera major,Passeriformes,LC,False,0.5
Zoothera terrestris,Passeriformes,EX,False,0.25
Zoothera turipavae,Passeriformes,NT,False,1.0
Zoothera margaretae,Passeriformes,NT,False,1.0
Zoothera heinei,Passeriformes,LC,False,0.5
Zoothera machiki,Passeriformes,NT,False,1.0
Zoothera lunulata,Passeriformes,LC,False,0.5
Zoothera talaseae,Passeriformes,LC,False,0.5
Zoothera atrigena,Passeriformes,NT,False,1.0
Geokichla sibirica,Passeriformes,LC,True,2.0
Geokichla wardii,Passeriformes,LC,True,2.0
Geokichla princei,Passeriformes,LC,False,0.5
Geokichla camaronensis,Passeriformes,LC,False,0.5
Geokichla guttata,Passeriformes,VU,True,6.0
Geokichla spiloptera,Passeriformes,NT,False,1.0
Geokichla crossleyi,Passeriformes,LC,False,0.5
Geokichla piaggiae,Passeriformes,LC,False,0.5
Geokichla oberlaenderi,Passeriformes,NT,False,1.0
Geokichla gurneyi,Passeriformes,LC,False,0.5
Geokichla citrina,Passeriformes,LC,True,2.0
Geokichla dumasi,Passeriformes,NT,False,1.0
Geokichla joiceyi,Passeriformes,NT,False,1.0
Geokichla peronii,Passeriformes,NT,False,1.0
Geokichla schistacea,Passeriformes,NT,False,1.0
Geokichla interpres,Passeriformes,EN,False,2.0
Geokichla leucolaema,Passeriformes,NT,False,1.0
Geokichla dohertyi,Passeriformes,NT,False,1.0
Geokichla cinerea,Passeriformes,VU,True,6.0
Geokichla erythronota,Passeriformes,NT,False,1.0
Geokichla mendeni,Passeriformes,NT,False,1.0
Psophocichla simensis,Passeriformes,LC,False,0.5
Psophocichla litsitsirupa,Passeriformes,LC,False,0.5
Otocichla mupinensis,Passeriformes,LC,False,0.5
Turdus philomelos,Passeriformes,LC,True,2.0
Turdus viscivorus,Passeriformes,LC,False,0.5
Turdus pelios,Passeriformes,LC,False,0.5
Turdus xanthorhynchus,Passeriformes,CR,False,2.5
Turdus olivaceofuscus,Passeriformes,LC,False,0.5
Turdus abyssinicus,Passeriformes,LC,False,0.5
Turdus helleri,Passeriformes,EN,False,2.0
Turdus roehli,Passeriformes,NT,False,1.0
Turdus olivaceus,Passeriformes,LC,False,0.5
Turdus libonyana,Passeriformes,LC,False,0.5
Turdus bewsheri,Passeriformes,NT,False,1.0
Turdus tephronotus,Passeriformes,LC,False,0.5
Turdus smithi,Passeriformes,LC,False,0.5
Turdus ludoviciae,Passeriformes,LC,False,0.5
Turdus mandarinus,Passeriformes,LC,False,0.5
Turdus iliacus,Passeriformes,NT,True,4.0
Turdus merula,Passeriformes,LC,True,2.0
Turdus menachensis,Passeriformes,NT,False,1.0
Turdus niveiceps,Passeriformes,LC,False,0.5
Turdus boulboul,Passeriformes,LC,False,0.5
Turdus simillimus,Passeriformes,LC,False,0.5
Turdus unicolor,Passeriformes,LC,True,2.0
Turdus dissimilis,Passeriformes,LC,False,0.5
Turdus cardis,Passeriformes,LC,True,2.0
Turdus hortulorum,Passeriformes,LC,True,2.0
Turdus obscurus,Passeriformes,LC,True,2.0
Turdus pallidus,Passeriformes,LC,True,2.0
Turdus feae,Passeriformes,VU,True,6.0
Turdus chrysolaus,Passeriformes,LC,True,2.0
Turdus celaenops,Passeriformes,VU,False,1.5
Turdus mindorensis,Passeriformes,,False,0.25
Turdus thomassoni,Passeriformes,,False,0.25
Turdus nigrorum,Passeriformes,,False,0.25
Turdus schlegelii,Passeriformes,,False,0.25
Turdus erythropleurus,Passeriformes,,False,0.25
Turdus javanicus,Passeriformes,,False,0.25
Turdus deningeri,Passeriformes,,False,0.25
Turdus papuensis,Passeriformes,,False,0.25
Turdus heinrothi,Passeriformes,,False,0.25
Turdus bougainvillei,Passeriformes,,False,0.25
Turdus kulambangrae,Passeriformes,,False,0.25
Turdus vanikorensis,Passeriformes,,False,0.25
Turdus pritzbueri,Passeriformes,,False,0.25
Turdus xanthopus,Passeriformes,,False,0.25
Turdus poliocephalus,Passeriformes,EX,False,0.25
Turdus samoensis,Passeriformes,,False,0.25
Turdus ruficeps,Passeriformes,,False,0.25
Turdus maximus,Passeriformes,LC,False,0.5
Turdus kessleri,Passeriformes,LC,False,0.5
Turdus pilaris,Passeriformes,LC,True,2.0
Turdus torquatus,Passeriformes,LC,True,2.0
Turdus atrogularis,Passeriformes,LC,True,2.0
Turdus ruficollis,Passeriformes,LC,True,2.0
Turdus eunomus,Passeriformes,LC,True,2.0
Turdus naumanni,Passeriformes,LC,True,2.0
Turdus rubrocanus,Passeriformes,LC,False,0.5
Turdus albocinctus,Passeriformes,LC,False,0.5
Cataponera turdoides,Passeriformes,LC,False,0.5
Turdus migratorius,Passeriformes,LC,True,2.0
Turdus confinis,Passeriformes,LC,False,0.5
