farm_id,n_turbines,centroid_lat,centroid_lon,hub_height,rotor_diam,capacity_kw,hub_height_imputed,rotor_diam_imputed,capacity_imputed,pc1_angle,explained_var_ratio,aep_000,aep_010,aep_020,aep_030,aep_040,aep_050,aep_060,aep_070,aep_080,aep_090,aep_100,aep_110,aep_120,aep_130,aep_140,aep_150,aep_160,aep_170
1045.0,148,42.0615,-6.9307,60.7,80.0,850.0,False,False,False,24.05,0.7933,353915124.0,353344621.0,352975570.0,352238871.0,351839805.0,351184243.0,350742411.0,350957975.0,351234458.0,351942130.0,352266913.0,352881999.0,352666133.0,352262807.0,351563992.0,351556409.0,351915009.0,352251786.0
2298.0,146,38.9423,-2.4326,68.3,90.0,850.0,False,False,False,145.43,0.7661,436921576.0,438367508.0,438136762.0,437915429.0,434100788.0,424076156.0,415108695.0,410182626.0,405443749.0,400094545.0,398940392.0,402468105.0,406278580.0,409966319.0,415799491.0,421432441.0,425395588.0,430194879.0
1317.0,140,52.5573,5.5967,128.0,127.0,5600.0,False,False,False,25.25,0.7065,2148007736.0,2146546643.0,2142036239.0,2135744858.0,2133937912.0,2136142376.0,2137111653.0,2137662423.0,2140368256.0,2142034085.0,2141481490.0,2139992348.0,2138931809.0,2134955196.0,2131549045.0,2129889180.0,2127083768.0,2120555327.0
1385.0,140,50.3235,6.4406,85.0,71.0,1500.0,False,False,False,167.21,0.7582,569360472.0,568698218.0,568165670.0,567938980.0,567064882.0,566493009.0,565940755.0,565261267.0,564610641.0,563473241.0,562712740.0,562330297.0,561688921.0,561488605.0,561083275.0,561061467.0,561267508.0,560900507.0
1732.0,140,56.4774,8.2603,80.0,107.0,3075.0,False,False,False,51.48,0.5615,1431725144.0,1430216010.0,1428964884.0,1426937087.0,1424873441.0,1423372477.0,1421046300.0,1420117153.0,1419356818.0,1418436970.0,1417790784.0,1416906153.0,1417012876.0,1417172322.0,1416475113.0,1416073492.0,1415773481.0,1415885432.0
1036.0,136,40.6324,-4.4167,34.9,46.0,660.0,False,False,False,0.65,0.9982,144160049.0,143341486.0,141897887.0,140911935.0,139789572.0,138733682.0,137929755.0,137219919.0,136659716.0,136237023.0,137142248.0,139426838.0,140995173.0,142498903.0,143413678.0,143736536.0,143587721.0,143053351.0
2738.0,136,38.993,-0.9501,58.4,77.0,2000.0,False,False,False,33.83,0.9058,288220710.0,283969850.0,279579486.0,275970218.0,272432690.0,270875022.0,270948122.0,272439173.0,275393074.0,279017468.0,284244037.0,288203240.0,291271173.0,293660663.0,294671678.0,294474867.0,292803034.0,290409880.0
4068.0,134,55.3386,-4.0741,69.0,47.0,7200.0,False,False,False,153.21,0.8652,534335877.0,534546201.0,534316998.0,534903303.0,535085293.0,535121692.0,534959206.0,534619574.0,534592662.0,534729132.0,534541578.0,534102789.0,533949856.0,533943459.0,534146601.0,533883533.0,533964299.0,534289856.0
1030.0,132,42.5789,-3.7835,112.0,87.0,2000.0,False,False,False,4.94,0.9666,754346413.0,753363552.0,751839935.0,749376757.0,745110433.0,739728949.0,734850050.0,729114305.0,722530377.0,717878184.0,715424376.0,715804826.0,720129742.0,727434491.0,733855520.0,738506051.0,741710606.0,745057073.0
2309.0,131,40.7734,-0.8314,34.9,46.0,3000.0,False,False,False,166.77,0.9837,158508484.0,159277773.0,159932513.0,160348227.0,160477683.0,160451785.0,160123233.0,159328793.0,157842335.0,155374671.0,153103963.0,151685552.0,151732332.0,152636019.0,153707832.0,154825603.0,155853198.0,156841808.0
2287.0,129,38.8021,-1.7005,39.5,52.0,850.0,False,False,False,40.71,0.8923,122660973.0,122382589.0,121104229.0,119157645.0,115886218.0,112218861.0,108283271.0,103752986.0,100797429.0,99354911.0,101088433.0,105272872.0,110200370.0,114860739.0,117570348.0,119480389.0,121167245.0,122098405.0
5161.0,129,53.1794,0.4738,100.0,107.0,3600.0,False,False,False,69.27,0.6678,1209906884.0,1210651957.0,1207922042.0,1206782382.0,1206954051.0,1209101038.0,1207146009.0,1206637548.0,1207476245.0,1205857493.0,1204171728.0,1205329281.0,1205950738.0,1203750954.0,1202516939.0,1203312640.0,1202781957.0,1198821121.0
376.0,128,53.4687,13.8417,148.0,150.0,1900.0,False,False,False,99.34,0.6954,1438093114.0,1437238853.0,1435964716.0,1434900005.0,1432092121.0,1429801704.0,1426633314.0,1422385737.0,1419240689.0,1415461862.0,1411635603.0,1408270452.0,1405215274.0,1403118975.0,1399864309.0,1397721936.0,1397856300.0,1396837587.0
2293.0,127,38.7093,-2.3629,58.4,77.0,2000.0,False,False,True,160.05,0.8119,493233658.0,495234856.0,494676948.0,493220042.0,487241501.0,477852510.0,472746792.0,473184830.0,478543794.0,482469052.0,485369798.0,486600896.0,486230130.0,482821271.0,477549436.0,474650757.0,475596850.0,481455318.0
3837.0,127,41.9217,-0.5864,35.7,47.0,660.0,False,False,False,164.15,0.8892,112181478.0,111406875.0,110616257.0,109621392.0,108373642.0,106972730.0,105939329.0,105096883.0,104764265.0,105244250.0,106613843.0,108315972.0,109670485.0,110922014.0,111755375.0,112130003.0,112080746.0,111755989.0
179.0,125,54.6232,9.0737,113.5,115.7,2310.0,False,False,False,162.39,0.9303,1274545138.0,1273627401.0,1272569845.0,1270833020.0,1268813224.0,1266469199.0,1262842468.0,1260149564.0,1257671210.0,1255456579.0,1253714016.0,1251797603.0,1250962248.0,1250212453.0,1249476064.0,1248470393.0,1247997498.0,1248221067.0
494.0,123,37.4109,-2.5527,68.3,90.0,2000.0,False,False,False,37.77,0.7445,383009996.0,383317502.0,382943965.0,381750420.0,379826472.0,378772961.0,378678389.0,374884187.0,372606221.0,370836734.0,369681100.0,367316649.0,364214863.0,367029694.0,369314635.0,372335830.0,374470938.0,376604177.0
