ID,Country,Latitude,Longitude,Hub.height,turbine.rotorDiameter,turbine.capacity,Number.of.turbines,Total.power,Status
6041,Germany,49.234,9.836,70.0,54.0,1000.0,1.0,1000.0,Production
29578,Germany,49.234,9.836,70.0,54.0,1000.0,1.0,1000.0,Production
24824,Germany,48.94,10.285,139.0,120.0,2750.0,4.0,11000.0,Production
28257,Germany,48.944,10.273,149.0,136.0,3450.0,6.0,20700.0,Production
10799,Germany,48.617,8.462,125.0,90.0,2000.0,10.0,20000.0,Production
18407,Germany,48.617,8.462,100.0,80.0,2000.0,4.0,8000.0,Production
5763,Germany,47.863,10.444,78.0,40.0,600.0,2.0,1200.0,Production
5905,Germany,48.784,10.106,,,,,10000.0,Production
16594,Germany,48.296,8.572,139.0,100.0,2500.0,2.0,5000.0,Production
5772,Germany,47.941,10.742,64.5,85.0,2000.0,1.0,2000.0,Production
21215,Germany,49.546,9.659,135.0,101.0,3000.0,1.0,3000.0,Production
5631,Germany,48.761,10.174,141.0,117.0,2400.0,10.0,24000.0,Production
6305,Germany,48.761,10.174,141.0,117.0,2400.0,4.0,9600.0,Production
5952,Germany,48.795,10.365,139.0,120.0,2750.0,6.0,16500.0,Production
22942,Germany,48.718,10.317,139.0,120.0,2750.0,5.0,13750.0,Production
13278,Germany,47.869,8.201,,,,,3000.0,Production
3504,Germany,48.049,8.081,70.0,60.0,1000.0,3.0,3000.0,Production
21397,Germany,48.221,8.171,149.0,101.0,3000.0,3.0,9000.0,Production
30111,Germany,48.221,8.171,149.0,101.0,3000.0,3.0,9000.0,Production
13070,Germany,49.593,9.521,78.0,40.0,600.0,4.0,2400.0,Production
13071,Germany,49.593,9.521,78.0,40.0,600.0,2.0,1200.0,Production
13072,Germany,49.593,9.521,78.0,40.0,600.0,1.0,600.0,Production
13073,Germany,49.561,9.516,46.3,61.0,1300.0,7.0,9100.0,Production
13753,Germany,49.555,9.516,108.0,82.0,2300.0,2.0,4600.0,Production
17446,Germany,48.364,7.98,149.0,115.7,3000.0,4.0,12000.0,Production
16073,Germany,47.784,9.61,100.0,100.0,2500.0,1.0,2500.0,Production
22382,Germany,49.417,9.488,139.0,120.0,2500.0,4.0,10000.0,Production
3778,Germany,49.394,9.536,100.0,92.5,2000.0,1.0,2000.0,Production
3779,Germany,49.394,9.536,100.0,77.0,1500.0,1.0,1500.0,Production
17454,Germany,49.394,9.536,100.0,77.0,1500.0,2.0,3000.0,Production
29703,Germany,49.055,10.124,149.0,115.7,3000.0,3.0,9000.0,Production
3677,Germany,48.092,8.882,65.0,40.3,500.0,4.0,2000.0,Production
14312,Germany,47.714,7.934,149.0,115.7,3000.0,5.0,15000.0,Production
10739,Germany,48.132,8.161,65.0,70.0,1800.0,1.0,1800.0,Production
10738,Germany,48.012,7.904,98.0,70.0,1800.0,4.0,7200.0,Production
6315,Germany,49.406,9.8,100.0,82.0,2000.0,1.0,2000.0,Production
25219,Germany,49.085,9.64,149.0,136.0,3450.0,6.0,20700.0,Production
3783,Germany,49.193,9.895,80.0,92.5,2000.0,1.0,2000.0,Production
6380,Germany,49.183,9.902,85.0,77.0,1500.0,1.0,1500.0,Production
29756,Germany,49.195,9.892,149.0,101.0,3000.0,2.0,6000.0,Production
29796,Germany,49.24,10.056,73.0,52.9,800.0,2.0,1600.0,Production
29802,Germany,48.243,8.173,149.0,115.7,3000.0,1.0,3000.0,Production
3773,Germany,48.392,9.625,70.0,44.0,750.0,3.0,2250.0,Production
14066,Germany,48.392,9.625,34.6,45.6,700.0,2.0,1400.0,Production
11477,Germany,49.465,9.581,73.0,52.9,800.0,1.0,800.0,Production
24826,Germany,49.477,9.572,139.0,120.0,2750.0,4.0,11000.0,Production
24827,Germany,49.477,9.572,139.0,120.0,2750.0,1.0,2750.0,Production
24828,Germany,49.477,9.572,134.0,131.0,3300.0,1.0,3300.0,Production
11324,Germany,48.129,8.198,98.0,71.0,2000.0,2.0,4000.0,Production
14134,Germany,48.143,8.2,32.6,43.0,600.0,1.0,600.0,Production
12829,Germany,48.235,8.257,70.0,54.0,1000.0,2.0,2000.0,Production
14367,Germany,48.05,8.077,85.0,71.0,2000.0,2.0,4000.0,Production
29862,Germany,48.05,8.077,113.5,71.0,2300.0,1.0,2300.0,Production
29863,Germany,48.05,8.077,135.0,101.0,3000.0,2.0,6000.0,Production
14145,Germany,49.327,9.581,70.0,60.0,1000.0,2.0,2000.0,Production
6826,Germany,,,,,,,22000.0,Production
19010,Germany,48.404,8.559,138.0,82.0,2000.0,1.0,2000.0,Production
29865,Germany,48.25,8.172,149.0,115.7,3000.0,1.0,3000.0,Production
14176,Germany,48.269,7.957,56.9,75.0,650.0,1.0,650.0,Production
14180,Germany,49.145,9.789,65.0,40.3,500.0,2.0,1000.0,Production
19011,Germany,48.233,7.981,65.0,52.0,750.0,1.0,750.0,Production
14225,Germany,49.443,9.336,64.5,85.0,2000.0,2.0,4000.0,Production
11327,Germany,,,56.2,74.0,1500.0,1.0,1500.0,Production
14306,Germany,48.106,8.063,,,,,1000.0,Production
14364,Germany,48.123,8.333,,,,,3000.0,Production
16910,Germany,48.191,8.308,125.0,90.0,2000.0,1.0,2000.0,Production
27459,Germany,48.174,8.311,149.0,115.7,3000.0,2.0,6000.0,Production
23531,Germany,49.558,9.254,100.0,92.5,2050.0,3.0,6150.0,Production
15982,Germany,48.664,9.85,100.0,100.0,2700.0,1.0,2700.0,Production
29157,Germany,48.665,9.858,74.0,52.0,850.0,3.0,2550.0,Production
3415,Germany,48.883,9.835,100.0,80.0,2000.0,2.0,4000.0,Production
11246,Germany,48.883,9.835,98.0,82.0,2000.0,3.0,6000.0,Production
22403,Germany,,,60.0,54.0,1000.0,3.0,3000.0,Production
12060,Germany,48.255,7.927,139.0,120.0,2750.0,7.0,19250.0,Production
14482,Germany,48.362,8.632,32.6,43.0,600.0,2.0,1200.0,Production
28980,Germany,48.144,7.957,135.0,101.0,3000.0,1.0,3000.0,Production
14531,Germany,48.191,8.353,100.0,77.0,1500.0,2.0,3000.0,Production
14532,Germany,48.191,8.353,85.0,77.0,1500.0,1.0,1500.0,Production
18322,Germany,48.191,8.353,105.0,90.0,2000.0,1.0,2000.0,Production
28894,Germany,48.402,8.286,138.0,92.0,2350.0,1.0,2350.0,Production
28823,Germany,48.472,9.876,140.0,117.0,2400.0,3.0,7200.0,Production
28824,Germany,48.472,9.876,140.0,117.0,2400.0,3.0,7200.0,Production
14635,Germany,48.061,9.86,73.8,52.0,900.0,1.0,900.0,Production
14641,Germany,47.945,10.508,73.0,52.9,800.0,1.0,800.0,Production
14642,Germany,47.945,10.508,68.0,62.0,1250.0,1.0,1250.0,Production
14645,Germany,48.827,10.318,32.6,43.0,600.0,1.0,600.0,Production
14646,Germany,48.836,10.312,71.0,58.0,1000.0,1.0,1000.0,Production
28746,Germany,48.834,10.313,78.0,40.0,600.0,1.0,600.0,Production
14647,Germany,47.811,10.393,47.8,63.0,1200.0,1.0,1200.0,Production
14666,Germany,48.931,8.959,,,,,5000.0,Production
24786,Germany,47.772,8.634,134.0,131.0,3300.0,3.0,9900.0,Production
14698,Germany,48.055,8.46,42.5,56.0,1000.0,1.0,1000.0,Production
27750,Germany,48.837,10.21,100.0,82.0,2000.0,7.0,14000.0,Production
3788,Germany,48.263,8.508,74.0,52.0,900.0,4.0,3600.0,Production
14758,Germany,49.582,9.37,56.2,74.0,1500.0,3.0,4500.0,Production
14799,Germany,,,64.5,85.0,2000.0,1.0,2000.0,Production
27718,Germany,49.439,9.904,73.0,52.9,800.0,1.0,800.0,Production
27691,Germany,49.118,10.142,100.0,77.0,1500.0,1.0,1500.0,Production
14822,Germany,49.48,9.899,30.4,40.0,500.0,2.0,1000.0,Production
14823,Germany,49.48,9.899,42.5,56.0,1000.0,1.0,1000.0,Production
16317,Germany,49.476,9.962,138.0,92.0,2350.0,2.0,4700.0,Production
27670,Germany,49.481,9.97,98.0,71.0,2000.0,1.0,2000.0,Production
27671,Germany,49.481,9.97,108.0,82.0,2300.0,1.0,2300.0,Production
27672,Germany,49.481,9.97,100.0,92.5,2050.0,1.0,2050.0,Production
27673,Germany,49.481,9.97,123.0,114.0,3200.0,3.0,9600.0,Production
27674,Germany,49.481,9.97,138.0,82.0,2300.0,1.0,2300.0,Production
14824,Germany,49.465,9.97,56.9,75.0,1800.0,4.0,7200.0,Production
14825,Germany,49.465,9.97,19.0,25.0,200.0,3.0,600.0,Production
16962,Germany,49.482,9.969,100.0,92.5,2050.0,1.0,2050.0,Production
19007,Germany,48.796,10.351,100.0,92.5,2000.0,3.0,6000.0,Production
9896,Germany,48.136,10.285,53.0,44.0,600.0,1.0,600.0,Production
27662,Germany,49.333,9.606,137.0,126.0,3300.0,5.0,16500.0,Production
22956,Germany,48.234,7.98,135.0,101.0,3000.0,1.0,3000.0,Production
19015,Germany,48.469,8.806,60.0,43.0,600.0,1.0,600.0,Production
19016,Germany,48.893,9.659,70.0,54.0,1000.0,1.0,1000.0,Production
16953,Germany,49.67,9.639,62.2,82.0,2300.0,2.0,4600.0,Production
14891,Germany,49.714,9.687,95.0,80.0,2000.0,9.0,18000.0,Production
5635,Germany,48.54,9.63,62.0,77.0,1500.0,2.0,3000.0,Production
14944,Germany,48.535,9.632,70.0,48.0,600.0,1.0,600.0,Production
14945,Germany,48.536,9.63,65.0,70.0,1500.0,1.0,1500.0,Production
18051,Germany,49.36,9.442,95.0,90.0,2000.0,1.0,2000.0,Production
18510,Germany,,,87.8,115.7,3000.0,2.0,6000.0,Production
3502,Germany,48.553,9.622,70.0,48.0,750.0,6.0,4500.0,Production
18868,Germany,49.612,9.839,39.5,52.0,850.0,12.0,10200.0,Production
27476,Germany,47.969,9.868,68.0,62.0,1300.0,1.0,1300.0,Production
5469,Germany,49.16,9.86,70.0,48.0,600.0,2.0,1200.0,Production
9747,Germany,49.16,9.86,70.0,48.0,600.0,2.0,1200.0,Production
13495,Germany,48.18,8.557,70.0,50.0,800.0,1.0,800.0,Production
5958,Germany,49.446,10.19,105.0,90.0,2000.0,2.0,4000.0,Production
24360,Germany,49.973,11.364,141.0,117.0,2400.0,5.0,12000.0,Production
1639,Germany,49.42,11.444,100.0,77.0,1500.0,1.0,1500.0,Production
27627,Germany,50.231,10.214,141.0,117.0,2400.0,3.0,7200.0,Production
5624,Germany,48.442,12.49,63.0,40.3,500.0,1.0,500.0,Production
9776,Germany,48.442,12.49,63.0,40.3,500.0,1.0,500.0,Production
25169,Germany,49.241,10.636,119.0,112.0,3300.0,3.0,9900.0,Production
9794,Germany,50.071,12.174,70.0,48.0,600.0,2.0,1200.0,Production
18655,Germany,49.869,12.437,149.0,101.0,3000.0,2.0,6000.0,Production
27934,Germany,49.86,12.458,108.0,82.0,2300.0,2.0,4600.0,Production
27935,Germany,49.785,10.571,140.0,117.0,2400.0,2.0,4800.0,Production
20130,Germany,50.004,9.826,105.0,90.0,2000.0,2.0,4000.0,Production
20131,Germany,50.004,9.826,105.0,90.0,2000.0,3.0,6000.0,Production
11408,Germany,49.534,10.029,64.5,85.0,2000.0,1.0,2000.0,Production
16959,Germany,49.531,10.02,80.0,82.0,2050.0,1.0,2050.0,Production
9831,Germany,50.085,11.684,70.0,48.0,600.0,1.0,600.0,Production
18119,Germany,50.331,12.029,140.0,112.0,3000.0,1.0,3000.0,Production
21995,Germany,49.191,11.629,75.0,50.0,600.0,1.0,600.0,Production
9923,Germany,48.02,12.63,100.0,77.0,1500.0,2.0,3000.0,Production
16451,Germany,49.665,9.334,141.0,117.0,2400.0,5.0,12000.0,Production
11482,Germany,49.077,11.394,30.4,40.0,600.0,1.0,600.0,Production
11483,Germany,49.037,11.471,17.5,23.0,120.0,1.0,120.0,Production
11499,Germany,49.096,11.807,38.7,51.0,800.0,1.0,800.0,Production
11500,Germany,49.125,11.486,65.0,40.3,500.0,1.0,500.0,Production
11501,Germany,49.104,11.444,89.0,58.0,1000.0,3.0,3000.0,Production
20733,Germany,49.091,11.499,143.0,114.0,3200.0,1.0,3200.0,Production
20736,Germany,49.091,11.499,143.0,114.0,3200.0,4.0,12800.0,Production
20739,Germany,49.091,11.499,143.0,114.0,3200.0,1.0,3200.0,Production
28067,Germany,49.118,11.483,70.0,60.0,1000.0,1.0,1000.0,Production
28068,Germany,49.125,11.483,140.0,112.0,3000.0,1.0,3000.0,Production
6044,Germany,50.311,11.854,29.6,39.0,500.0,1.0,500.0,Production
12763,Germany,50.311,11.854,76.0,48.0,800.0,2.0,1600.0,Production
12764,Germany,50.311,11.854,15.2,20.0,100.0,2.0,200.0,Production
24698,Germany,50.311,11.854,138.0,92.0,2350.0,1.0,2350.0,Production
28083,Germany,49.253,10.571,120.0,117.0,2400.0,2.0,4800.0,Production
21281,Germany,49.334,10.137,135.0,101.0,3000.0,4.0,12000.0,Production
28092,Germany,49.695,11.442,141.0,117.0,2400.0,2.0,4800.0,Production
11560,Germany,47.837,10.701,98.0,70.0,1800.0,2.0,3600.0,Production
11561,Germany,49.492,10.017,56.2,74.0,1500.0,1.0,1500.0,Production
13478,Germany,48.322,12.86,63.0,40.0,600.0,1.0,600.0,Production
21574,Germany,49.403,11.952,140.0,112.0,3000.0,2.0,6000.0,Production
28112,Germany,49.724,10.764,149.0,126.0,3300.0,2.0,6600.0,Production
28115,Germany,49.372,10.542,140.0,112.5,2500.0,4.0,10000.0,Production
28116,Germany,49.378,11.479,140.0,112.0,3000.0,3.0,9000.0,Production
28117,Germany,49.376,11.485,138.0,82.0,2300.0,1.0,2300.0,Production
21573,Germany,50.048,12.217,141.0,117.0,2400.0,3.0,7200.0,Production
28123,Germany,48.394,11.111,141.0,117.0,2400.0,3.0,7200.0,Production
28124,Germany,48.412,11.128,141.0,117.0,2400.0,3.0,7200.0,Production
11634,Germany,47.885,10.294,78.0,40.0,600.0,1.0,600.0,Production
16921,Germany,49.599,10.042,105.0,90.0,2000.0,2.0,4000.0,Production
18121,Germany,,,140.0,112.0,3000.0,1.0,3000.0,Production
28221,Germany,50.223,11.539,73.0,52.9,800.0,1.0,800.0,Production
11718,Germany,48.704,13.794,,,,,4000.0,Production
18120,Germany,49.395,11.692,140.0,112.0,3000.0,1.0,3000.0,Production
18122,Germany,49.113,11.871,135.0,101.0,3000.0,3.0,9000.0,Production
19941,Germany,49.155,11.852,149.0,101.0,3000.0,2.0,6000.0,Production
27300,Germany,49.153,11.869,138.0,82.0,2300.0,2.0,4600.0,Production
14643,Germany,50.106,10.836,67.0,66.0,1500.0,1.0,1500.0,Production
14644,Germany,50.106,10.836,65.0,70.0,1500.0,1.0,1500.0,Production
21502,Germany,49.886,10.314,143.0,114.0,3200.0,3.0,9600.0,Production
28269,Germany,48.335,11.179,141.0,117.0,2400.0,5.0,12000.0,Production
21616,Germany,49.893,10.297,143.0,114.0,3200.0,3.0,9600.0,Production
14851,Germany,50.047,10.403,98.0,71.0,2000.0,2.0,4000.0,Production
23913,Germany,49.78,11.516,140.0,112.0,3300.0,3.0,9900.0,Production
24354,Germany,49.766,10.109,108.0,82.0,1500.0,2.0,3000.0,Production
23971,Germany,50.118,11.743,141.0,117.0,2400.0,4.0,9600.0,Production
19944,Germany,49.267,11.061,140.0,112.0,3000.0,4.0,12000.0,Production
16427,Germany,49.399,10.886,141.0,117.0,2400.0,1.0,2400.0,Production
3280,Germany,49.528,10.017,100.0,80.0,2000.0,1.0,2000.0,Production
18589,Germany,50.173,10.878,141.0,117.0,2400.0,4.0,9600.0,Production
11795,Germany,48.172,12.83,,,,,1100.0,Production
11798,Germany,48.7,11.017,42.5,56.0,1000.0,1.0,1000.0,Production
11799,Germany,50.141,11.252,,,,,6000.0,Production
11800,Germany,49.046,11.065,98.0,71.0,2000.0,2.0,4000.0,Production
28307,Germany,49.028,11.075,141.0,117.0,2400.0,2.0,4800.0,Production
28308,Germany,49.129,10.453,140.6,117.0,2400.0,2.0,4800.0,Production
11820,Germany,49.827,11.025,56.2,74.0,1500.0,5.0,7500.0,Production
11821,Germany,49.582,9.925,108.0,82.0,1500.0,4.0,6000.0,Production
11829,Germany,49.46,10.851,30.9,40.7,625.0,1.0,625.0,Production
11868,Germany,49.844,11.624,62.2,82.0,1500.0,3.0,4500.0,Production
23778,Germany,49.844,11.624,88.8,117.0,2400.0,6.0,14400.0,Production
6493,Germany,48.259,11.434,,,,,3500.0,Production
28373,Germany,49.567,12.234,141.0,117.0,2400.0,2.0,4800.0,Production
5704,Germany,49.245,11.573,58.0,75.0,600.0,2.0,1200.0,Production
14282,Germany,49.221,11.584,143.0,114.0,3200.0,1.0,3200.0,Production
17105,Germany,49.221,11.584,143.0,114.0,3200.0,1.0,3200.0,Production
23458,Germany,49.221,11.584,143.0,114.0,3200.0,1.0,3200.0,Production
23459,Germany,49.221,11.584,143.0,114.0,3200.0,1.0,3200.0,Production
23917,Germany,49.221,11.584,137.0,122.0,3000.0,1.0,3000.0,Production
23918,Germany,49.237,11.492,143.0,113.0,3000.0,1.0,3000.0,Production
28374,Germany,49.245,11.573,58.0,75.0,600.0,1.0,600.0,Production
11883,Germany,48.925,11.428,56.2,74.0,1500.0,1.0,1500.0,Production
21643,Germany,48.925,11.428,69.8,92.0,2350.0,5.0,11750.0,Production
28377,Germany,48.928,11.421,141.0,117.0,2400.0,2.0,4800.0,Production
11884,Germany,47.905,10.828,100.0,80.0,2000.0,1.0,2000.0,Production
11885,Germany,47.905,10.828,105.0,90.0,2000.0,1.0,2000.0,Production
11896,Germany,49.803,10.16,62.2,82.0,1500.0,4.0,6000.0,Production
11897,Germany,49.803,10.16,64.5,85.0,2000.0,1.0,2000.0,Production
11925,Germany,49.589,10.696,105.0,90.0,2000.0,2.0,4000.0,Production
11904,Germany,48.354,10.776,32.6,43.0,600.0,1.0,600.0,Production
28396,Germany,49.424,10.663,140.0,112.0,3000.0,2.0,6000.0,Production
14709,Germany,48.615,11.854,78.0,40.0,600.0,1.0,600.0,Production
28407,Germany,49.899,10.146,138.0,82.0,2000.0,3.0,6000.0,Production
28408,Germany,49.899,10.146,138.0,82.0,2000.0,1.0,2000.0,Production
28409,Germany,49.899,10.146,138.0,82.0,2300.0,3.0,6900.0,Production
28410,Germany,49.899,10.146,138.0,92.0,2350.0,2.0,4700.0,Production
18475,Germany,50.421,11.913,138.0,82.0,2300.0,4.0,9200.0,Production
24829,Germany,50.103,11.974,139.0,120.0,2750.0,3.0,8250.0,Production
12046,Germany,49.111,10.388,,,,,5000.0,Production
13483,Germany,49.914,9.708,105.0,90.0,2000.0,1.0,2000.0,Production
12796,Germany,49.564,11.689,138.0,82.0,2300.0,2.0,4600.0,Production
14122,Germany,48.089,12.435,70.0,54.0,1000.0,1.0,1000.0,Production
5501,Germany,49.52,10.72,100.0,92.5,2000.0,1.0,2000.0,Production
13677,Germany,49.52,10.72,100.0,92.5,2000.0,2.0,4000.0,Production
13243,Germany,47.853,10.164,78.0,40.0,600.0,1.0,600.0,Production
22353,Germany,49.042,10.392,137.0,126.0,3300.0,4.0,13200.0,Production
21996,Germany,49.404,11.437,56.2,74.0,1500.0,2.0,3000.0,Production
13880,Germany,49.423,11.437,93.6,82.0,1500.0,1.0,1500.0,Production
5689,Germany,49.841,12.432,50.0,40.3,500.0,2.0,1000.0,Production
28520,Germany,49.843,12.436,108.0,82.0,2300.0,2.0,4600.0,Production
23415,Germany,49.531,10.721,100.0,92.5,2000.0,3.0,6000.0,Production
5843,Germany,47.922,10.379,70.5,58.0,1000.0,1.0,1000.0,Production
28556,Germany,48.548,11.375,135.0,101.0,3000.0,4.0,12000.0,Production
28558,Germany,49.685,10.39,139.0,92.0,2350.0,4.0,9400.0,Production
11281,Germany,49.839,12.048,71.0,48.0,850.0,3.0,2550.0,Production
6073,Germany,49.717,10.049,108.0,82.0,2000.0,4.0,8000.0,Production
28571,Germany,49.717,10.049,138.0,82.0,2000.0,1.0,2000.0,Production
28572,Germany,49.717,10.049,138.0,82.0,2300.0,1.0,2300.0,Production
28573,Germany,49.717,10.049,135.0,101.0,3000.0,1.0,3000.0,Production
28574,Germany,48.314,11.026,141.0,117.0,2400.0,3.0,7200.0,Production
16914,Germany,49.495,10.256,105.0,90.0,2000.0,2.0,4000.0,Production
28577,Germany,49.495,10.256,105.0,90.0,2000.0,1.0,2000.0,Production
12914,Germany,47.976,10.713,100.0,80.0,2000.0,1.0,2000.0,Production
12213,Germany,49.993,9.847,68.3,90.0,2000.0,1.0,2000.0,Production
12214,Germany,49.993,9.847,68.3,90.0,2000.0,4.0,8000.0,Production
16970,Germany,50.326,12.032,138.0,82.0,2000.0,5.0,10000.0,Production
20890,Germany,48.564,10.782,141.0,117.0,2400.0,1.0,2400.0,Production
12259,Germany,49.168,10.331,30.3,39.9,612.0,2.0,1225.0,Production
16972,Germany,49.493,12.022,138.0,82.0,2300.0,2.0,4600.0,Production
28652,Germany,49.5,12.021,140.0,112.0,3450.0,1.0,3450.0,Production
28653,Germany,49.119,10.338,138.0,82.0,2300.0,3.0,6900.0,Production
12350,Germany,47.858,10.521,38.7,51.0,800.0,1.0,800.0,Production
28672,Germany,48.214,11.63,67.0,66.0,1500.0,1.0,1500.0,Production
25223,Germany,50.093,9.935,165.0,144.0,3700.0,3.0,11100.0,Production
28678,Germany,48.191,11.175,135.0,101.0,3000.0,1.0,3000.0,Production
28679,Germany,48.198,11.19,135.0,101.0,3000.0,1.0,3000.0,Production
14403,Germany,49.42,10.214,65.0,40.3,500.0,3.0,1500.0,Production
28702,Germany,49.42,10.214,65.0,44.0,600.0,1.0,600.0,Production
28703,Germany,49.429,10.18,138.0,82.0,2300.0,1.0,2300.0,Production
16928,Germany,50.048,9.929,105.0,100.0,2000.0,3.0,6000.0,Production
12386,Germany,50.338,11.595,56.2,74.0,1500.0,2.0,3000.0,Production
12387,Germany,50.338,11.595,56.2,74.0,1500.0,1.0,1500.0,Production
28732,Germany,49.276,10.841,141.0,117.0,2400.0,5.0,12000.0,Production
12437,Germany,48.495,10.467,73.0,52.9,800.0,1.0,800.0,Production
3874,Germany,49.216,11.204,76.0,40.0,600.0,1.0,600.0,Production
28769,Germany,49.55,10.158,141.0,117.0,2400.0,3.0,7200.0,Production
16908,Germany,49.58,10.163,138.0,82.0,2300.0,6.0,13800.0,Production
28772,Germany,49.587,10.167,138.0,82.0,2300.0,1.0,2300.0,Production
13642,Germany,50.206,11.768,90.0,77.0,1500.0,2.0,3000.0,Production
13643,Germany,50.206,11.768,90.0,77.0,1500.0,1.0,1500.0,Production
20982,Germany,49.493,12.072,139.0,100.0,2750.0,1.0,2750.0,Production
12485,Germany,47.779,12.451,54.4,71.7,1100.0,1.0,1100.0,Production
28797,Germany,48.514,11.327,141.0,117.0,2400.0,3.0,7200.0,Production
18466,Germany,50.238,10.372,140.0,112.0,3300.0,1.0,3300.0,Production
23972,Germany,49.482,12.293,141.0,117.0,2400.0,5.0,12000.0,Production
14558,Germany,49.045,11.237,98.0,71.0,2000.0,2.0,4000.0,Production
28846,Germany,49.048,11.235,140.0,112.0,3300.0,2.0,6600.0,Production
20125,Germany,49.646,9.402,105.0,90.0,2000.0,2.0,4000.0,Production
28868,Germany,49.65,9.398,100.0,77.0,1500.0,3.0,4500.0,Production
28869,Germany,49.649,9.404,141.0,117.0,2400.0,2.0,4800.0,Production
12589,Germany,49.89,9.885,105.0,90.0,2000.0,1.0,2000.0,Production
11633,Germany,47.875,10.353,78.0,40.0,600.0,3.0,1800.0,Production
12660,Germany,49.003,10.767,65.0,40.3,500.0,2.0,1000.0,Production
12661,Germany,49.003,10.767,98.0,66.0,1500.0,2.0,3000.0,Production
28907,Germany,49.002,10.763,113.5,71.0,2000.0,3.0,6000.0,Production
3252,Germany,50.248,11.947,105.0,90.0,2000.0,3.0,6000.0,Production
5838,Germany,49.515,10.673,105.0,90.0,2000.0,1.0,2000.0,Production
9765,Germany,47.802,10.369,90.0,74.0,1500.0,1.0,1500.0,Production
6299,Germany,48.126,12.676,,,,,11000.0,Production
28931,Germany,48.011,11.952,138.0,82.0,2300.0,1.0,2300.0,Production
14146,Germany,50.046,10.352,91.0,58.0,1000.0,2.0,2000.0,Production
28945,Germany,50.048,10.347,98.0,82.0,2300.0,1.0,2300.0,Production
28946,Germany,50.048,10.347,108.0,82.0,2300.0,5.0,11500.0,Production
19511,Germany,49.234,11.59,108.0,82.0,2000.0,1.0,2000.0,Production
5836,Germany,50.029,11.566,56.2,74.0,1500.0,1.0,1500.0,Production
13613,Germany,48.86,11.04,41.1,54.2,1000.0,1.0,1000.0,Production
28982,Germany,49.22,11.263,135.0,101.0,3000.0,1.0,3000.0,Production
28996,Germany,50.15,12.04,140.0,112.5,2500.0,5.0,12500.0,Production
21997,Germany,49.252,11.51,117.0,117.0,2400.0,2.0,4800.0,Production
19881,Germany,49.742,9.707,140.0,100.0,2500.0,5.0,12500.0,Production
29032,Germany,49.597,10.179,135.0,101.0,3000.0,2.0,6000.0,Production
29035,Germany,50.108,10.303,108.0,82.0,1500.0,1.0,1500.0,Production
20128,Germany,49.983,9.856,105.0,90.0,2000.0,4.0,8000.0,Production
20129,Germany,49.983,9.856,105.0,90.0,2000.0,2.0,4000.0,Production
14393,Germany,50.404,11.332,70.0,54.2,1000.0,1.0,1000.0,Production
11284,Germany,49.22,10.354,96.5,77.0,1500.0,1.0,1500.0,Production
12756,Germany,49.944,10.186,38.0,50.0,733.0,3.0,2200.0,Production
18471,Germany,50.378,11.959,138.0,82.0,2300.0,5.0,11500.0,Production
20253,Germany,50.387,11.973,135.0,101.0,3000.0,5.0,15000.0,Production
13239,Germany,48.278,11.433,138.0,82.0,2300.0,1.0,2300.0,Production
29091,Germany,47.819,10.748,149.0,115.7,3000.0,1.0,3000.0,Production
29092,Germany,49.047,11.045,138.0,82.0,2300.0,2.0,4600.0,Production
29095,Germany,48.646,12.126,139.0,120.0,2750.0,1.0,2750.0,Production
21892,Germany,50.239,11.843,141.0,117.0,2400.0,8.0,19200.0,Production
29096,Germany,49.734,11.648,141.0,117.0,2400.0,1.0,2400.0,Production
29097,Germany,49.734,11.648,141.0,117.0,2400.0,1.0,2400.0,Production
12808,Germany,49.937,11.29,30.4,40.0,500.0,1.0,500.0,Production
24359,Germany,48.139,11.234,57.7,76.0,2000.0,1.0,2000.0,Production
29132,Germany,49.602,10.042,125.0,90.0,2000.0,2.0,4000.0,Production
21992,Germany,49.412,11.677,141.0,117.0,2400.0,4.0,9600.0,Production
29171,Germany,49.412,11.677,120.0,117.0,2400.0,1.0,2400.0,Production
14837,Germany,49.039,11.06,80.0,77.0,1500.0,1.0,1500.0,Production
14840,Germany,49.035,11.064,98.0,70.0,1800.0,1.0,1800.0,Production
29180,Germany,49.052,11.064,135.0,101.0,3000.0,2.0,6000.0,Production
29181,Germany,49.298,10.135,141.0,117.0,2400.0,2.0,4800.0,Production
29182,Germany,49.298,10.135,141.0,117.0,2400.0,3.0,7200.0,Production
16464,Germany,49.173,11.265,139.0,120.0,2750.0,2.0,5500.0,Production
12902,Germany,48.73,13.688,19.0,25.0,200.0,1.0,200.0,Production
20124,Germany,50.032,10.087,105.0,90.0,2000.0,4.0,8000.0,Production
6389,Germany,49.16,11.959,15.2,20.0,100.0,1.0,100.0,Production
5340,Germany,49.143,12.553,74.5,51.5,750.0,1.0,750.0,Production
12480,Germany,49.644,11.244,50.1,66.0,1500.0,1.0,1500.0,Production
29249,Germany,50.045,11.298,139.0,120.0,2500.0,7.0,17500.0,Production
21684,Germany,,,95.6,126.0,3300.0,1.0,3300.0,Production
21685,Germany,,,95.6,126.0,3300.0,1.0,3300.0,Production
29254,Germany,47.858,10.521,137.0,126.0,3300.0,2.0,6600.0,Production
5454,Germany,48.914,11.913,,,,,4000.0,Production
5814,Germany,48.791,10.984,138.0,82.0,2000.0,1.0,2000.0,Production
