ID,Country,Latitude,Longitude,Hub.height,turbine.rotorDiameter,turbine.capacity,Number.of.turbines,Total.power,Status
24608,Germany,54.742,9.278,108.0,82.0,2300.0,1.0,2300.0,Production
13583,Germany,54.669,9.692,32.6,43.0,600.0,1.0,600.0,Production
29557,Germany,54.689,9.727,32.6,43.0,600.0,1.0,600.0,Production
29558,Germany,54.689,9.727,35.6,46.9,720.0,1.0,720.0,Production
10844,Germany,53.949,9.397,68.0,64.0,1500.0,15.0,22500.0,Production
13606,Germany,53.959,9.383,48.6,64.0,1500.0,11.0,16500.0,Production
20010,Germany,53.959,9.383,48.6,64.0,1500.0,3.0,4500.0,Production
13616,Germany,54.489,8.901,21.3,28.0,225.0,6.0,1350.0,Production
13681,Germany,,,56.2,74.0,1500.0,6.0,9000.0,Production
13682,Germany,,,38.7,51.0,800.0,3.0,2400.0,Production
13683,Germany,,,64.5,85.0,2000.0,4.0,8000.0,Production
29588,Germany,53.85,9.55,67.0,66.0,1650.0,4.0,6600.0,Production
29589,Germany,53.85,9.55,62.0,77.0,1500.0,3.0,4500.0,Production
29590,Germany,53.85,9.55,93.0,114.0,3400.0,3.0,10200.0,Production
13698,Germany,53.908,10.401,65.0,70.0,1500.0,6.0,9000.0,Production
29593,Germany,53.908,10.401,93.0,114.0,3400.0,6.0,20400.0,Production
6579,Germany,53.921,9.005,50.0,41.0,500.0,12.0,6000.0,Production
13710,Germany,53.921,9.005,27.3,36.0,450.0,3.0,1350.0,Production
29595,Germany,53.923,9.004,78.0,82.0,2300.0,6.0,13800.0,Production
29596,Germany,53.923,9.004,62.2,82.0,2300.0,1.0,2300.0,Production
13711,Germany,53.907,8.969,19.0,25.0,200.0,2.0,400.0,Production
18063,Germany,53.907,8.969,33.4,44.0,500.0,4.0,2000.0,Production
20804,Germany,53.906,8.99,59.0,92.5,2050.0,1.0,2050.0,Production
6578,Germany,53.906,8.979,29.6,39.0,500.0,2.0,1000.0,Production
29601,Germany,54.451,11.086,25.0,20.0,100.0,1.0,100.0,Production
6465,Germany,54.108,10.805,35.7,47.0,660.0,6.0,3960.0,Production
9748,Germany,54.108,10.805,55.0,41.0,500.0,1.0,500.0,Production
13731,Germany,54.108,10.805,30.4,40.0,500.0,14.0,7000.0,Production
13732,Germany,54.108,10.805,21.3,28.0,250.0,1.0,250.0,Production
13733,Germany,54.108,10.805,36.4,48.0,900.0,1.0,900.0,Production
13734,Germany,54.108,10.805,38.7,51.0,800.0,7.0,5600.0,Production
13736,Germany,54.108,10.805,39.5,52.0,850.0,2.0,1700.0,Production
13738,Germany,54.108,10.805,64.5,85.0,2000.0,1.0,2000.0,Production
13739,Germany,54.108,10.805,64.5,85.0,2000.0,2.0,4000.0,Production
13740,Germany,54.108,10.805,42.5,56.0,1000.0,5.0,5000.0,Production
13746,Germany,54.107,10.815,19.0,25.0,200.0,1.0,200.0,Production
5829,Germany,54.79,8.81,19.0,25.0,200.0,1.0,200.0,Production
5831,Germany,54.79,8.79,15.2,20.0,100.0,2.0,200.0,Production
18170,Germany,54.799,8.777,94.0,112.0,3000.0,5.0,15000.0,Production
3474,Germany,54.413,9.586,65.0,70.0,1500.0,8.0,12000.0,Production
13798,Germany,54.232,8.91,21.3,28.0,250.0,2.0,500.0,Production
13799,Germany,54.226,8.914,53.9,71.0,2300.0,1.0,2300.0,Production
29626,Germany,54.232,8.91,64.0,71.0,2300.0,2.0,4600.0,Production
29627,Germany,54.232,8.91,53.9,71.0,2300.0,1.0,2300.0,Production
29628,Germany,54.232,8.91,64.0,71.0,2300.0,5.0,11500.0,Production
29629,Germany,54.232,8.91,104.0,92.0,2350.0,5.0,11750.0,Production
29630,Germany,54.232,8.91,104.0,92.0,2350.0,3.0,7050.0,Production
6515,Germany,54.799,8.744,80.0,93.0,2300.0,7.0,16100.0,Production
9762,Germany,54.794,8.756,89.5,120.0,3600.0,6.0,21600.0,Production
13819,Germany,54.131,8.994,23.5,31.0,300.0,1.0,300.0,Production
13820,Germany,53.982,9.068,32.6,43.0,600.0,2.0,1200.0,Production
13821,Germany,53.982,9.068,53.9,71.0,2300.0,1.0,2300.0,Production
13822,Germany,53.982,9.068,54.7,72.0,1500.0,2.0,3000.0,Production
13823,Germany,54.166,8.998,64.5,85.0,2000.0,1.0,2000.0,Production
13824,Germany,54.166,8.998,62.2,82.0,1150.0,6.0,6900.0,Production
7250,Germany,54.166,8.998,65.0,52.0,850.0,3.0,2550.0,Production
7256,Germany,54.166,8.998,65.0,52.0,850.0,1.0,850.0,Production
6665,Germany,54.732,9.19,33.4,44.0,600.0,2.0,1200.0,Production
9777,Germany,54.742,9.189,53.1,70.0,1500.0,1.0,1500.0,Production
9798,Germany,54.742,9.189,58.4,77.0,1500.0,1.0,1500.0,Production
13825,Germany,54.742,9.189,32.6,43.0,600.0,4.0,2400.0,Production
13826,Germany,54.742,9.189,31.1,41.0,500.0,3.0,1500.0,Production
13835,Germany,54.732,9.19,32.6,43.0,600.0,1.0,600.0,Production
20740,Germany,54.742,9.189,59.0,92.5,2050.0,1.0,2050.0,Production
22215,Germany,54.733,9.167,78.9,104.0,3400.0,1.0,3400.0,Production
18172,Germany,54.492,8.865,53.9,71.0,2300.0,2.0,4600.0,Production
6779,Germany,54.603,9.144,65.0,70.0,2000.0,5.0,10000.0,Production
13844,Germany,54.603,9.144,80.0,82.0,2000.0,2.0,4000.0,Production
18594,Germany,54.603,9.144,93.0,114.0,3200.0,6.0,19200.0,Production
24160,Germany,54.603,9.144,93.0,114.0,3200.0,1.0,3200.0,Production
13845,Germany,53.93,9.326,48.6,64.0,1500.0,3.0,4500.0,Production
13846,Germany,53.926,9.291,19.0,25.0,150.0,1.0,150.0,Production
15423,Germany,53.93,9.326,64.0,71.0,2300.0,1.0,2300.0,Production
18168,Germany,53.93,9.326,64.0,71.0,2300.0,2.0,4600.0,Production
18173,Germany,53.93,9.326,48.6,64.0,1500.0,2.0,3000.0,Production
20009,Germany,53.93,9.326,48.6,64.0,1500.0,2.0,3000.0,Production
9951,Germany,53.93,9.326,93.0,114.0,3200.0,2.0,6400.0,Production
6274,Germany,54.667,8.817,21.3,28.0,250.0,1.0,250.0,Production
20763,Germany,54.661,8.855,98.0,104.0,3400.0,1.0,3400.0,Production
20764,Germany,54.661,8.855,98.0,104.0,3400.0,1.0,3400.0,Production
6534,Germany,54.172,8.883,53.9,71.0,2000.0,1.0,2000.0,Production
13566,Germany,54.169,8.885,21.3,28.0,225.0,1.0,225.0,Production
14068,Germany,54.169,8.885,21.3,28.0,225.0,2.0,450.0,Production
14394,Germany,54.762,9.81,32.6,43.0,600.0,3.0,1800.0,Production
3664,Germany,54.191,8.963,65.0,48.0,600.0,1.0,600.0,Production
11364,Germany,54.191,8.963,76.7,101.0,3000.0,1.0,3000.0,Production
13874,Germany,54.191,8.963,64.5,85.0,2000.0,1.0,2000.0,Production
13875,Germany,54.191,8.963,38.7,51.0,800.0,1.0,800.0,Production
13876,Germany,54.191,8.963,40.2,53.0,850.0,1.0,850.0,Production
14711,Germany,54.191,8.963,53.9,71.0,2300.0,1.0,2300.0,Production
16583,Germany,54.191,8.963,76.7,101.0,3000.0,1.0,3000.0,Production
22729,Germany,54.191,8.963,76.7,101.0,3000.0,1.0,3000.0,Production
23440,Germany,54.191,8.963,53.9,71.0,2300.0,1.0,2300.0,Production
23497,Germany,54.191,8.963,53.9,71.0,2300.0,1.0,2300.0,Production
13852,Germany,54.746,8.574,21.3,28.0,250.0,4.0,1000.0,Production
16783,Germany,54.746,8.574,64.0,71.0,2300.0,3.0,6900.0,Production
6225,Germany,54.063,9.529,143.0,114.0,3200.0,2.0,6400.0,Production
12243,Germany,54.401,8.946,85.0,82.0,2300.0,5.0,11500.0,Production
13887,Germany,54.401,8.946,60.0,80.0,2000.0,6.0,12000.0,Production
3787,Germany,54.528,9.098,64.0,71.0,2300.0,1.0,2300.0,Production
5802,Germany,54.527,9.093,91.5,117.0,3450.0,1.0,3450.0,Production
6019,Germany,54.53,9.106,64.0,71.0,2300.0,1.0,2300.0,Production
13889,Germany,54.538,9.112,64.5,85.0,2000.0,3.0,6000.0,Production
13890,Germany,54.538,9.112,56.9,75.0,1800.0,3.0,5400.0,Production
13891,Germany,54.538,9.112,49.0,82.0,2050.0,1.0,2050.0,Production
22226,Germany,54.538,9.112,29.6,39.0,500.0,4.0,2000.0,Production
20769,Germany,54.539,9.111,59.0,92.5,2050.0,1.0,2050.0,Production
13895,Germany,54.662,9.992,32.6,43.0,600.0,1.0,600.0,Production
5603,Germany,54.45,9.21,54.7,72.0,1500.0,5.0,7500.0,Production
12083,Germany,54.45,9.21,53.9,71.0,2300.0,1.0,2300.0,Production
22216,Germany,54.45,9.21,53.9,71.0,2300.0,1.0,2300.0,Production
16833,Germany,53.926,9.114,100.0,100.0,3300.0,4.0,13200.0,Production
13931,Germany,54.159,8.899,21.3,28.0,225.0,3.0,675.0,Production
18159,Germany,54.728,9.118,59.0,82.0,2050.0,1.0,2050.0,Production
18160,Germany,54.728,9.118,78.0,104.0,3400.0,2.0,6800.0,Production
13130,Germany,54.503,9.251,64.0,71.0,2300.0,4.0,9200.0,Production
13925,Germany,54.515,9.243,53.1,70.0,1800.0,6.0,10800.0,Production
13926,Germany,54.515,9.243,53.1,70.0,1800.0,3.0,5400.0,Production
12082,Germany,54.35,9.851,105.0,90.0,2000.0,3.0,6000.0,Production
13939,Germany,54.351,9.855,67.0,66.0,1650.0,7.0,11550.0,Production
14622,Germany,54.349,9.858,100.0,100.0,2000.0,10.0,20000.0,Production
7060,Germany,54.119,9.591,91.0,116.8,3000.0,4.0,12000.0,Production
6034,Germany,54.469,9.29,55.6,48.0,800.0,1.0,800.0,Production
3651,Germany,54.05,9.26,32.6,43.0,600.0,1.0,600.0,Production
13983,Germany,54.414,9.587,64.7,70.5,1500.0,4.0,6000.0,Production
6640,Germany,54.049,9.917,53.9,71.0,2300.0,3.0,6900.0,Production
6549,Germany,54.516,8.645,23.5,31.0,300.0,1.0,300.0,Production
22902,Germany,54.542,8.698,53.9,71.0,2300.0,3.0,6900.0,Production
3639,Germany,54.2,8.86,23.5,31.0,400.0,1.0,400.0,Production
14039,Germany,54.472,11.072,33.0,32.0,300.0,3.0,900.0,Production
3633,Germany,53.98,8.98,21.3,28.0,250.0,1.0,250.0,Production
5932,Germany,53.896,9.305,142.0,116.0,3000.0,1.0,3000.0,Production
6317,Germany,54.484,11.226,64.0,71.0,2300.0,13.0,29900.0,Production
6319,Germany,54.484,11.226,64.0,71.0,2300.0,4.0,9200.0,Production
7242,Germany,54.071,9.533,67.0,66.0,1650.0,10.0,16500.0,Production
15345,Germany,54.071,9.533,79.0,92.5,2050.0,1.0,2050.0,Production
14231,Germany,53.953,8.969,92.0,115.7,3000.0,1.0,3000.0,Production
18972,Germany,53.953,8.969,84.6,92.0,2350.0,1.0,2350.0,Production
6393,Germany,54.231,10.966,35.7,47.0,660.0,2.0,1320.0,Production
14153,Germany,54.322,9.993,93.5,113.0,3200.0,3.0,9600.0,Production
10713,Germany,53.97,9.768,68.0,62.0,1300.0,11.0,14300.0,Production
12584,Germany,53.97,9.768,100.0,80.0,2000.0,2.0,4000.0,Production
20673,Germany,53.97,9.768,105.0,90.0,2000.0,3.0,6000.0,Production
6400,Germany,53.74,9.599,80.0,92.5,2050.0,4.0,8200.0,Production
7232,Germany,54.46,9.158,60.0,66.0,1650.0,6.0,9900.0,Production
11812,Germany,54.46,9.158,93.0,114.0,3200.0,6.0,19200.0,Production
11813,Germany,54.46,9.158,65.0,70.0,2000.0,3.0,6000.0,Production
20730,Germany,54.46,9.158,59.0,92.5,2050.0,1.0,2050.0,Production
25382,Germany,54.46,9.158,98.0,104.0,3400.0,1.0,3400.0,Production
6214,Germany,53.943,10.798,53.0,44.0,600.0,13.0,7800.0,Production
6215,Germany,53.943,10.798,67.0,66.0,1650.0,1.0,1650.0,Production
5715,Germany,54.358,10.403,50.1,66.0,1750.0,2.0,3500.0,Production
6220,Germany,54.358,10.403,59.0,82.0,2000.0,1.0,2000.0,Production
18983,Germany,54.358,10.403,53.1,70.0,1500.0,1.0,1500.0,Production
5995,Germany,54.052,9.571,61.5,77.0,1500.0,1.0,1500.0,Production
16920,Germany,54.052,9.571,64.0,71.0,2000.0,8.0,16000.0,Production
29708,Germany,54.052,9.571,53.1,70.0,1800.0,2.0,3600.0,Production
29709,Germany,54.052,9.571,91.0,116.8,3000.0,2.0,6000.0,Production
3659,Germany,53.891,10.46,64.0,72.0,1500.0,5.0,7500.0,Production
5815,Germany,54.3,10.98,35.7,47.0,660.0,6.0,3960.0,Production
5840,Germany,53.782,10.444,56.2,74.0,1500.0,3.0,4500.0,Production
14984,Germany,53.87,9.608,144.0,112.0,3300.0,13.0,42900.0,Production
17418,Germany,53.87,9.608,144.0,112.0,3450.0,3.0,10350.0,Production
20117,Germany,54.24,10.324,60.0,43.0,600.0,8.0,4800.0,Production
5854,Germany,54.677,9.186,60.7,80.0,2000.0,7.0,14000.0,Production
5857,Germany,54.677,9.186,53.1,70.0,2000.0,9.0,18000.0,Production
13977,Germany,54.646,8.877,94.0,112.0,3450.0,8.0,27600.0,Production
14802,Germany,54.646,8.877,94.0,112.0,3300.0,10.0,33000.0,Production
14946,Germany,54.646,8.877,94.0,112.0,3300.0,21.0,69300.0,Production
15089,Germany,54.646,8.877,94.0,112.0,3300.0,8.0,26400.0,Production
15370,Germany,54.677,9.186,59.0,82.0,2000.0,1.0,2000.0,Production
15371,Germany,54.677,9.186,59.0,82.0,2000.0,1.0,2000.0,Production
15372,Germany,54.677,9.186,65.0,70.0,2000.0,2.0,4000.0,Production
15373,Germany,54.677,9.186,59.0,82.0,2000.0,7.0,14000.0,Production
15374,Germany,54.677,9.186,59.0,82.0,2000.0,1.0,2000.0,Production
15375,Germany,54.603,8.905,59.0,82.0,2050.0,4.0,8200.0,Production
15376,Germany,54.603,8.905,59.0,82.0,2050.0,5.0,10250.0,Production
15377,Germany,54.603,8.905,59.0,82.0,2050.0,14.0,28700.0,Production
15378,Germany,54.677,9.186,59.0,82.0,2000.0,1.0,2000.0,Production
5626,Germany,54.224,10.948,65.0,70.0,1800.0,2.0,3600.0,Production
5634,Germany,54.224,10.948,68.0,64.0,1500.0,4.0,6000.0,Production
9650,Germany,54.224,10.948,65.0,70.0,1500.0,9.0,13500.0,Production
12520,Germany,54.224,10.948,65.0,70.0,1800.0,1.0,1800.0,Production
29733,Germany,54.224,10.948,65.0,47.0,660.0,14.0,9240.0,Production
29734,Germany,54.224,10.948,65.0,70.0,1500.0,4.0,6000.0,Production
5640,Germany,54.707,9.125,32.6,43.0,600.0,2.0,1200.0,Production
5687,Germany,54.725,8.81,21.3,28.0,250.0,2.0,500.0,Production
5733,Germany,54.888,8.702,30.4,40.0,500.0,2.0,1000.0,Production
16484,Germany,54.1,10.771,53.1,70.0,1800.0,8.0,14400.0,Production
3636,Germany,54.19,9.02,30.4,40.0,500.0,2.0,1000.0,Production
5740,Germany,54.186,8.927,60.0,47.0,660.0,2.0,1320.0,Production
7239,Germany,54.186,8.927,60.0,47.0,660.0,4.0,2640.0,Production
13980,Germany,53.8,10.6,32.6,43.0,600.0,1.0,600.0,Production
6714,Germany,54.014,8.914,85.0,82.0,2300.0,1.0,2300.0,Production
19939,Germany,54.014,8.914,85.0,82.0,2300.0,2.0,4600.0,Production
29755,Germany,54.014,8.914,85.0,82.0,2300.0,4.0,9200.0,Production
13832,Germany,54.312,11.067,30.0,23.8,150.0,1.0,150.0,Production
18161,Germany,54.719,8.97,90.0,120.0,3600.0,1.0,3600.0,Production
18162,Germany,54.719,8.97,79.0,101.0,3000.0,1.0,3000.0,Production
28555,Germany,54.719,8.97,115.0,130.0,3600.0,2.0,7200.0,Production
15422,Germany,53.991,9.084,33.4,44.0,600.0,2.0,1200.0,Production
18830,Germany,53.991,9.084,80.0,92.5,2000.0,1.0,2000.0,Production
18831,Germany,53.991,9.084,80.0,82.0,2000.0,1.0,2000.0,Production
20737,Germany,53.991,9.084,98.0,104.0,3400.0,2.0,6800.0,Production
20743,Germany,53.991,9.084,93.0,114.0,3200.0,1.0,3200.0,Production
20745,Germany,53.991,9.084,80.0,92.5,2050.0,1.0,2050.0,Production
20746,Germany,53.991,9.084,93.0,114.0,3200.0,1.0,3200.0,Production
29779,Germany,53.991,9.084,80.0,92.5,2000.0,1.0,2000.0,Production
29780,Germany,53.991,9.084,80.0,82.0,2000.0,1.0,2000.0,Production
29781,Germany,53.991,9.084,80.0,82.0,2000.0,1.0,2000.0,Production
29782,Germany,53.991,9.084,93.0,114.0,3200.0,1.0,3200.0,Production
29783,Germany,53.991,9.084,94.0,112.0,3000.0,1.0,3000.0,Production
29784,Germany,53.991,9.084,93.0,114.0,3200.0,1.0,3200.0,Production
29785,Germany,53.991,9.084,104.0,92.0,2350.0,3.0,7050.0,Production
29786,Germany,53.991,9.084,93.0,114.0,3400.0,1.0,3400.0,Production
14031,Germany,53.991,10.667,50.9,67.0,1650.0,2.0,3300.0,Production
14055,Germany,54.779,9.135,53.9,71.0,2000.0,3.0,6000.0,Production
14058,Germany,54.779,9.135,19.0,25.0,200.0,2.0,400.0,Production
18595,Germany,54.782,9.137,93.0,114.0,3200.0,5.0,16000.0,Production
29793,Germany,54.779,9.135,53.5,70.5,1500.0,1.0,1500.0,Production
14999,Germany,54.779,9.135,93.0,114.0,3400.0,6.0,20400.0,Production
14062,Germany,54.144,10.891,65.0,70.0,1800.0,4.0,7200.0,Production
30484,Germany,54.144,10.891,70.2,92.5,2050.0,3.0,6150.0,Production
14084,Germany,53.718,10.449,45.5,60.0,1000.0,4.0,4000.0,Production
14100,Germany,54.537,9.551,21.3,28.0,250.0,1.0,250.0,Production
14101,Germany,54.537,9.551,20.5,27.0,225.0,2.0,450.0,Production
15059,Germany,54.765,8.934,92.0,115.7,3000.0,7.0,21000.0,Production
29849,Germany,54.765,8.934,92.0,115.7,3000.0,2.0,6000.0,Production
29850,Germany,54.765,8.934,78.0,82.0,2300.0,1.0,2300.0,Production
29858,Germany,54.681,9.278,98.0,71.0,2300.0,1.0,2300.0,Production
29859,Germany,54.681,9.278,108.0,82.0,2300.0,1.0,2300.0,Production
29860,Germany,54.681,9.278,91.0,116.8,3000.0,1.0,3000.0,Production
18086,Germany,54.681,9.278,62.2,82.0,2000.0,4.0,8000.0,Production
24838,Germany,54.169,10.829,93.0,114.0,3400.0,5.0,17000.0,Production
10767,Germany,54.53,9.413,73.0,52.9,800.0,1.0,800.0,Production
11325,Germany,54.53,9.413,47.1,62.0,1200.0,17.0,20400.0,Production
12031,Germany,54.53,9.413,23.5,31.0,300.0,1.0,300.0,Production
12288,Germany,54.53,9.413,22.0,29.0,250.0,1.0,250.0,Production
14170,Germany,54.53,9.413,32.6,43.0,600.0,3.0,1800.0,Production
16057,Germany,54.53,9.413,59.0,82.0,2000.0,1.0,2000.0,Production
14172,Germany,53.474,10.561,50.9,67.0,1650.0,1.0,1650.0,Production
3641,Germany,54.24,8.93,28.1,37.0,500.0,7.0,3500.0,Production
3642,Germany,54.24,8.93,32.6,43.0,600.0,3.0,1800.0,Production
16580,Germany,54.24,8.93,53.9,71.0,2300.0,1.0,2300.0,Production
3658,Germany,54.24,8.93,36.4,48.0,750.0,6.0,4500.0,Production
24605,Germany,54.24,8.93,53.9,71.0,2300.0,1.0,2300.0,Production
3786,Germany,54.24,8.93,53.9,71.0,2300.0,1.0,2300.0,Production
16585,Germany,54.24,8.93,53.9,71.0,2300.0,4.0,9200.0,Production
14173,Germany,54.23,8.932,53.9,71.0,2300.0,1.0,2300.0,Production
14199,Germany,54.459,10.046,30.4,40.0,500.0,1.0,500.0,Production
29882,Germany,54.458,10.099,68.0,64.0,1500.0,3.0,4500.0,Production
14215,Germany,54.496,9.166,60.0,57.0,1000.0,5.0,5000.0,Production
14216,Germany,54.496,9.166,60.0,57.0,1000.0,2.0,2000.0,Production
15332,Germany,54.496,9.166,60.0,57.0,1000.0,1.0,1000.0,Production
15333,Germany,54.496,9.166,60.0,57.0,1000.0,3.0,3000.0,Production
25166,Germany,54.515,9.106,,,,,6800.0,Production
25167,Germany,54.496,9.166,98.0,104.0,3400.0,4.0,13600.0,Production
14221,Germany,54.227,10.933,56.2,74.0,1500.0,4.0,6000.0,Production
11184,Germany,54.004,10.648,67.0,66.0,1650.0,7.0,11550.0,Production
14223,Germany,54.004,10.648,67.0,66.0,1650.0,5.0,8250.0,Production
14224,Germany,54.004,10.648,74.0,52.0,850.0,2.0,1700.0,Production
14227,Germany,54.313,10.954,46.3,61.0,1300.0,4.0,5200.0,Production
14228,Germany,54.313,10.954,64.5,85.0,2000.0,1.0,2000.0,Production
22314,Germany,54.378,9.812,120.0,116.8,3000.0,4.0,12000.0,Production
22706,Germany,53.759,10.557,119.0,112.0,3075.0,2.0,6150.0,Production
14094,Germany,54.644,9.437,94.0,112.0,3300.0,6.0,19800.0,Production
6500,Germany,54.526,9.399,92.0,115.7,3000.0,4.0,12000.0,Production
14283,Germany,54.526,9.399,31.1,41.0,500.0,4.0,2000.0,Production
14284,Germany,54.518,9.378,32.6,43.0,600.0,7.0,4200.0,Production
14285,Germany,54.518,9.378,32.6,43.0,600.0,1.0,600.0,Production
14286,Germany,54.518,9.378,19.0,25.0,200.0,1.0,200.0,Production
14287,Germany,54.526,9.399,31.1,41.0,500.0,1.0,500.0,Production
14289,Germany,54.686,9.173,108.0,82.0,2300.0,3.0,6900.0,Production
23441,Germany,54.686,9.173,86.5,114.0,3200.0,1.0,3200.0,Production
6528,Germany,54.445,8.981,84.0,112.0,3000.0,4.0,12000.0,Production
14305,Germany,54.445,8.981,85.0,80.0,2000.0,2.0,4000.0,Production
14079,Germany,54.603,9.233,98.0,104.0,3400.0,4.0,13600.0,Production
14334,Germany,53.794,9.525,50.1,66.0,1500.0,4.0,6000.0,Production
18998,Germany,53.794,9.525,100.0,100.0,2000.0,3.0,6000.0,Production
19003,Germany,53.794,9.525,100.0,100.0,2000.0,4.0,8000.0,Production
24784,Germany,53.794,9.525,75.9,100.0,2000.0,1.0,2000.0,Production
14335,Germany,54.631,8.996,60.0,54.0,1000.0,7.0,7000.0,Production
14336,Germany,54.631,8.996,59.0,82.0,2050.0,2.0,4100.0,Production
14337,Germany,54.631,8.996,60.0,80.0,2500.0,1.0,2500.0,Production
15334,Germany,54.631,8.996,59.0,82.0,2000.0,1.0,2000.0,Production
7240,Germany,54.736,9.669,67.0,66.0,1650.0,2.0,3300.0,Production
7241,Germany,54.736,9.669,67.0,80.0,2000.0,1.0,2000.0,Production
22904,Germany,54.736,9.669,80.0,92.5,2050.0,5.0,10250.0,Production
14347,Germany,54.776,9.077,50.9,67.0,1650.0,5.0,8250.0,Production
18163,Germany,54.78,9.095,91.0,117.0,2400.0,1.0,2400.0,Production
18164,Germany,54.78,9.095,100.0,100.0,2500.0,1.0,2500.0,Production
18165,Germany,54.78,9.095,100.0,100.0,2500.0,1.0,2500.0,Production
18588,Germany,54.779,9.094,94.0,112.0,3000.0,5.0,15000.0,Production
19009,Germany,54.762,9.08,91.0,116.8,3000.0,1.0,3000.0,Production
14381,Germany,54.383,10.435,30.6,40.3,500.0,2.0,1000.0,Production
12719,Germany,54.25,9.043,119.0,112.0,3300.0,3.0,9900.0,Production
13850,Germany,54.25,9.043,119.0,112.0,3300.0,3.0,9900.0,Production
14407,Germany,,,64.5,85.0,2000.0,1.0,2000.0,Production
14408,Germany,,,61.5,81.0,2300.0,2.0,4600.0,Production
14409,Germany,,,64.5,85.0,2000.0,1.0,2000.0,Production
12923,Germany,54.644,9.227,32.6,43.0,600.0,1.0,600.0,Production
29406,Germany,53.935,10.544,99.0,101.0,3000.0,20.0,60000.0,Production
29412,Germany,54.761,9.141,93.0,114.0,3200.0,3.0,9600.0,Production
5916,Germany,54.26,8.96,31.9,42.0,600.0,2.0,1200.0,Production
29167,Germany,54.264,8.947,93.0,114.0,3400.0,4.0,13600.0,Production
14443,Germany,54.581,8.972,65.0,70.0,1800.0,9.0,16200.0,Production
14444,Germany,54.586,8.966,64.0,71.0,2000.0,1.0,2000.0,Production
14445,Germany,54.581,8.969,64.0,71.0,2300.0,1.0,2300.0,Production
14446,Germany,54.586,8.966,59.0,82.0,2050.0,4.0,8200.0,Production
14447,Germany,54.577,8.976,64.0,71.0,2300.0,1.0,2300.0,Production
27324,Germany,54.586,8.966,64.0,71.0,2300.0,2.0,4600.0,Production
29168,Germany,54.586,8.966,64.0,71.0,2300.0,2.0,4600.0,Production
29169,Germany,54.586,8.966,64.0,71.0,2300.0,4.0,9200.0,Production
22213,Germany,54.598,9.565,62.2,82.0,2300.0,1.0,2300.0,Production
14459,Germany,53.831,9.572,60.0,43.0,600.0,6.0,3600.0,Production
14460,Germany,53.836,9.579,65.0,48.0,600.0,3.0,1800.0,Production
29046,Germany,53.831,9.569,93.0,114.0,3400.0,3.0,10200.0,Production
29047,Germany,53.825,9.561,92.5,113.0,3000.0,4.0,12000.0,Production
14461,Germany,54.636,9.78,32.6,43.0,600.0,4.0,2400.0,Production
29048,Germany,54.627,9.745,61.5,77.0,1500.0,2.0,3000.0,Production
7235,Germany,54.2,8.909,55.0,47.0,660.0,4.0,2640.0,Production
14462,Germany,54.186,8.892,39.5,52.0,850.0,1.0,850.0,Production
14463,Germany,54.2,8.909,29.6,39.0,450.0,1.0,450.0,Production
14465,Germany,54.2,8.909,32.6,43.0,600.0,1.0,600.0,Production
14981,Germany,54.2,8.909,53.9,71.0,2300.0,4.0,9200.0,Production
14467,Germany,54.05,9.21,64.5,85.0,2000.0,1.0,2000.0,Production
3565,Germany,,,53.9,71.0,2300.0,10.0,23000.0,Production
3566,Germany,54.671,9.192,36.4,48.0,800.0,1.0,800.0,Production
29022,Germany,54.669,9.207,85.4,112.5,2500.0,1.0,2500.0,Production
29023,Germany,54.893,8.903,99.0,101.0,3000.0,1.0,3000.0,Production
29024,Germany,54.893,8.903,92.5,113.0,3000.0,12.0,36000.0,Production
29025,Germany,54.661,9.443,26.6,35.0,500.0,2.0,1000.0,Production
29027,Germany,54.801,8.667,53.9,71.0,2300.0,2.0,4600.0,Production
14498,Germany,54.277,11.068,42.0,31.0,300.0,1.0,300.0,Production
5901,Germany,54.339,11.051,30.0,25.0,200.0,1.0,200.0,Production
5902,Germany,54.339,11.051,53.0,44.0,600.0,1.0,600.0,Production
14517,Germany,54.34,8.71,40.0,39.0,500.0,4.0,2000.0,Production
14518,Germany,54.34,8.71,40.0,39.0,500.0,2.0,1000.0,Production
14519,Germany,54.323,8.717,23.5,31.0,300.0,1.0,300.0,Production
14520,Germany,54.34,8.71,40.0,39.0,500.0,2.0,1000.0,Production
28943,Germany,54.34,8.71,64.0,71.0,2300.0,9.0,20700.0,Production
24966,Germany,54.11,9.267,119.0,112.0,3300.0,2.0,6600.0,Production
28939,Germany,54.11,9.267,119.0,112.0,3300.0,3.0,9900.0,Production
3632,Germany,53.9,8.98,35.7,47.0,750.0,3.0,2250.0,Production
14556,Germany,54.134,9.865,69.0,60.0,1300.0,10.0,13000.0,Production
28822,Germany,54.844,8.657,65.0,70.0,1500.0,1.0,1500.0,Production
14572,Germany,53.837,10.273,60.0,80.0,2000.0,4.0,8000.0,Production
28818,Germany,54.544,9.31,93.0,114.0,3200.0,4.0,12800.0,Production
14581,Germany,53.992,9.008,53.9,71.0,2300.0,1.0,2300.0,Production
14582,Germany,53.992,9.008,67.0,66.0,1650.0,5.0,8250.0,Production
14786,Germany,53.992,9.008,60.0,80.0,2000.0,2.0,4000.0,Production
21874,Germany,53.992,9.008,53.9,71.0,2300.0,1.0,2300.0,Production
28819,Germany,53.992,9.008,67.0,66.0,1650.0,2.0,3300.0,Production
