farm_id,budget,theta_econ,theta_eco,aep_cost_pct,risk_reduction,risk_reduction_pct,country,capacity_kW
122,0.005,70.0,50.0,0.4907,0.7389,73.89,United Kingdom,300000
122,0.01,70.0,40.0,0.9832,0.9415,94.15,United Kingdom,300000
122,0.02,70.0,30.0,1.3703,0.9953,99.53,United Kingdom,300000
122,0.05,70.0,30.0,1.3703,0.9953,99.53,United Kingdom,300000
123,0.005,130.0,120.0,0.1694,0.0511,5.11,United Kingdom,300000
123,0.01,130.0,110.0,0.6211,0.1471,14.71,United Kingdom,300000
123,0.02,130.0,50.0,1.8734,0.8473,84.73,United Kingdom,300000
123,0.05,130.0,50.0,1.8734,0.8473,84.73,United Kingdom,300000
124,0.005,40.0,50.0,0.0203,0.3027,30.27,China,290000
124,0.01,40.0,50.0,0.0203,0.3027,30.27,China,290000
124,0.02,40.0,60.0,1.1661,0.4078,40.78,China,290000
124,0.05,40.0,60.0,1.1661,0.4078,40.78,China,290000
125,0.005,140.0,60.0,0.4127,0.851,85.1,China,280000
125,0.01,140.0,60.0,0.4127,0.851,85.1,China,280000
125,0.02,140.0,60.0,0.4127,0.851,85.1,China,280000
125,0.05,140.0,60.0,0.4127,0.851,85.1,China,280000
126,0.005,140.0,140.0,0.0,0.0,0.0,Vietnam,280000
126,0.01,140.0,30.0,0.5819,0.6316,63.16,Vietnam,280000
126,0.02,140.0,40.0,1.3173,0.7483,74.83,Vietnam,280000
126,0.05,140.0,40.0,1.3173,0.7483,74.83,Vietnam,280000
127,0.005,110.0,90.0,0.4944,0.4479,44.79,Sweden,270000
127,0.01,110.0,80.0,0.8483,0.6506,65.06,Sweden,270000
127,0.02,110.0,50.0,1.79,0.9058,90.58,Sweden,270000
127,0.05,110.0,50.0,1.79,0.9058,90.58,Sweden,270000
128,0.005,170.0,10.0,0.448,0.4067,40.67,United Kingdom,270000
128,0.01,170.0,20.0,0.8021,0.5856,58.56,United Kingdom,270000
128,0.02,170.0,20.0,0.8021,0.5856,58.56,United Kingdom,270000
128,0.05,170.0,40.0,3.897,0.7889,78.89,United Kingdom,270000
129,0.005,40.0,80.0,0.0507,0.6838,68.38,United Kingdom,270000
129,0.01,40.0,80.0,0.0507,0.6838,68.38,United Kingdom,270000
129,0.02,40.0,80.0,0.0507,0.6838,68.38,United Kingdom,270000
129,0.05,40.0,80.0,0.0507,0.6838,68.38,United Kingdom,270000
130,0.005,20.0,20.0,0.0,0.0,0.0,Vietnam,260000
130,0.01,20.0,30.0,0.8904,0.2799,27.99,Vietnam,260000
130,0.02,20.0,30.0,0.8904,0.2799,27.99,Vietnam,260000
130,0.05,20.0,30.0,0.8904,0.2799,27.99,Vietnam,260000
131,0.005,40.0,40.0,0.0,0.0,0.0,China,250000
131,0.01,40.0,50.0,0.6436,0.3027,30.27,China,250000
131,0.02,40.0,60.0,1.5478,0.4078,40.78,China,250000
131,0.05,40.0,60.0,1.5478,0.4078,40.78,China,250000
132,0.005,30.0,40.0,0.0779,0.3168,31.68,China,240000
132,0.01,30.0,50.0,0.7134,0.5236,52.36,China,240000
132,0.02,30.0,60.0,1.427,0.5954,59.54,China,240000
132,0.05,30.0,60.0,1.427,0.5954,59.54,China,240000
133,0.005,10.0,20.0,0.1838,0.2295,22.95,Vietnam,240000
133,0.01,10.0,20.0,0.1838,0.2295,22.95,Vietnam,240000
133,0.02,10.0,20.0,0.1838,0.2295,22.95,Vietnam,240000
133,0.05,10.0,30.0,3.6345,0.4451,44.51,Vietnam,240000
134,0.005,90.0,80.0,0.2581,0.1763,17.63,Netherlands,240000
134,0.01,90.0,80.0,0.2581,0.1763,17.63,Netherlands,240000
134,0.02,90.0,80.0,0.2581,0.1763,17.63,Netherlands,240000
134,0.05,90.0,80.0,0.2581,0.1763,17.63,Netherlands,240000
135,0.005,160.0,10.0,0.4269,0.4967,49.67,Japan,230000
135,0.01,160.0,10.0,0.4269,0.4967,49.67,Japan,230000
135,0.02,160.0,20.0,1.2703,0.6485,64.85,Japan,230000
135,0.05,160.0,40.0,3.7296,0.821,82.1,Japan,230000
136,0.005,20.0,30.0,0.3394,0.2693,26.93,Denmark,210000
136,0.01,20.0,30.0,0.3394,0.2693,26.93,Denmark,210000
136,0.02,20.0,40.0,1.2338,0.5204,52.04,Denmark,210000
136,0.05,20.0,70.0,3.4139,0.894,89.4,Denmark,210000
137,0.005,50.0,50.0,0.0,0.0,0.0,Germany,210000
137,0.01,50.0,50.0,0.0,0.0,0.0,Germany,210000
137,0.02,50.0,50.0,0.0,0.0,0.0,Germany,210000
137,0.05,50.0,50.0,0.0,0.0,0.0,Germany,210000
138,0.005,100.0,40.0,0.2529,0.7889,78.89,United States of America,200000
138,0.01,100.0,40.0,0.2529,0.7889,78.89,United States of America,200000
138,0.02,100.0,40.0,0.2529,0.7889,78.89,United States of America,200000
138,0.05,100.0,40.0,0.2529,0.7889,78.89,United States of America,200000
139,0.005,0.0,20.0,0.4804,0.4798,47.98,South Korea,200000
139,0.01,0.0,20.0,0.4804,0.4798,47.98,South Korea,200000
139,0.02,0.0,40.0,1.8853,0.7351,73.51,South Korea,200000
139,0.05,0.0,40.0,1.8853,0.7351,73.51,South Korea,200000
140,0.005,10.0,20.0,0.1534,0.2032,20.32,Denmark,200000
140,0.01,10.0,30.0,0.8161,0.4177,41.77,Denmark,200000
140,0.02,10.0,40.0,1.5539,0.6178,61.78,Denmark,200000
140,0.05,10.0,70.0,2.8783,0.9155,91.55,Denmark,200000
141,0.005,150.0,160.0,0.1883,0.0258,2.58,Vietnam,180000
141,0.01,150.0,160.0,0.1883,0.0258,2.58,Vietnam,180000
141,0.02,150.0,170.0,1.1728,0.1,10.0,Vietnam,180000
141,0.05,150.0,0.0,2.9522,0.2137,21.37,Vietnam,180000
142,0.005,170.0,140.0,0.1446,0.194,19.4,Germany,180000
142,0.01,170.0,130.0,0.6393,0.3298,32.98,Germany,180000
142,0.02,170.0,80.0,1.6054,0.8475,84.75,Germany,180000
142,0.05,170.0,80.0,1.6054,0.8475,84.75,Germany,180000
143,0.005,20.0,40.0,0.4453,0.508,50.8,Vietnam,160000
143,0.01,20.0,40.0,0.4453,0.508,50.8,Vietnam,160000
143,0.02,20.0,50.0,1.4835,0.6569,65.69,Vietnam,160000
143,0.05,20.0,60.0,3.8779,0.7086,70.86,Vietnam,160000
144,0.005,30.0,40.0,0.2133,0.2507,25.07,Sweden,160000
144,0.01,30.0,40.0,0.2133,0.2507,25.07,Sweden,160000
144,0.02,30.0,40.0,0.2133,0.2507,25.07,Sweden,160000
144,0.05,30.0,40.0,0.2133,0.2507,25.07,Sweden,160000
145,0.005,10.0,20.0,0.1983,0.3015,30.15,Japan,140000
145,0.01,10.0,40.0,0.6507,0.6443,64.43,Japan,140000
145,0.02,10.0,40.0,0.6507,0.6443,64.43,Japan,140000
145,0.05,10.0,40.0,0.6507,0.6443,64.43,Japan,140000
146,0.005,100.0,40.0,0.4191,0.7889,78.89,United States of America,120000
146,0.01,100.0,40.0,0.4191,0.7889,78.89,United States of America,120000
146,0.02,100.0,40.0,0.4191,0.7889,78.89,United States of America,120000
146,0.05,100.0,40.0,0.4191,0.7889,78.89,United States of America,120000
147,0.005,30.0,40.0,0.1394,0.3168,31.68,China,120000
147,0.01,30.0,50.0,0.9601,0.5236,52.36,China,120000
147,0.02,30.0,50.0,0.9601,0.5236,52.36,China,120000
147,0.05,30.0,60.0,2.6863,0.5954,59.54,China,120000
148,0.005,70.0,50.0,0.4012,0.4907,49.07,Finland,110000
148,0.01,70.0,50.0,0.4012,0.4907,49.07,Finland,110000
148,0.02,70.0,50.0,0.4012,0.4907,49.07,Finland,110000
148,0.05,70.0,50.0,0.4012,0.4907,49.07,Finland,110000
149,0.005,0.0,10.0,0.1271,0.2381,23.81,Sweden,110000
149,0.01,0.0,10.0,0.1271,0.2381,23.81,Sweden,110000
149,0.02,0.0,20.0,1.1264,0.4732,47.32,Sweden,110000
149,0.05,0.0,30.0,2.7684,0.6771,67.71,Sweden,110000
150,0.005,120.0,100.0,0.4608,0.2376,23.76,United Kingdom,110000
150,0.01,120.0,90.0,0.8919,0.3926,39.26,United Kingdom,110000
150,0.02,120.0,50.0,1.8227,0.8391,83.91,United Kingdom,110000
150,0.05,120.0,50.0,1.8227,0.8391,83.91,United Kingdom,110000
151,0.005,0.0,30.0,0.3222,0.6464,64.64,South Korea,100000
151,0.01,0.0,40.0,0.5111,0.7351,73.51,South Korea,100000
151,0.02,0.0,40.0,0.5111,0.7351,73.51,South Korea,100000
151,0.05,0.0,40.0,0.5111,0.7351,73.51,South Korea,100000
152,0.005,0.0,10.0,0.053,0.1433,14.33,Denmark,100000
152,0.01,0.0,20.0,0.6819,0.3173,31.73,Denmark,100000
152,0.02,0.0,30.0,1.9063,0.5012,50.12,Denmark,100000
152,0.05,0.0,70.0,4.9491,0.9276,92.76,Denmark,100000
153,0.005,20.0,20.0,0.0,0.0,0.0,Denmark,100000
153,0.01,20.0,30.0,0.6811,0.2809,28.09,Denmark,100000
153,0.02,20.0,30.0,0.6811,0.2809,28.09,Denmark,100000
153,0.05,20.0,50.0,4.098,0.7389,73.89,Denmark,100000
154,0.005,20.0,30.0,0.462,0.3066,30.66,Denmark,100000
154,0.01,20.0,30.0,0.462,0.3066,30.66,Denmark,100000
154,0.02,20.0,40.0,1.8471,0.5738,57.38,Denmark,100000
154,0.05,20.0,50.0,3.7178,0.7693,76.93,Denmark,100000
155,0.005,90.0,90.0,0.0,0.0,0.0,Italy,90000
155,0.01,90.0,90.0,0.0,0.0,0.0,Italy,90000
155,0.02,90.0,80.0,1.9135,0.2553,25.53,Italy,90000
155,0.05,90.0,80.0,1.9135,0.2553,25.53,Italy,90000
156,0.005,100.0,40.0,0.1912,0.7889,78.89,United States of America,80000
156,0.01,100.0,40.0,0.1912,0.7889,78.89,United States of America,80000
156,0.02,100.0,40.0,0.1912,0.7889,78.89,United States of America,80000
156,0.05,100.0,40.0,0.1912,0.7889,78.89,United States of America,80000
157,0.005,100.0,80.0,0.4878,0.6568,65.68,Denmark,70000
157,0.01,100.0,70.0,0.9623,0.812,81.2,Denmark,70000
157,0.02,100.0,60.0,1.5777,0.8217,82.17,Denmark,70000
157,0.05,100.0,60.0,1.5777,0.8217,82.17,Denmark,70000
158,0.005,60.0,50.0,0.1803,0.2507,25.07,Ireland,70000
158,0.01,60.0,50.0,0.1803,0.2507,25.07,Ireland,70000
158,0.02,60.0,50.0,0.1803,0.2507,25.07,Ireland,70000
158,0.05,60.0,50.0,0.1803,0.2507,25.07,Ireland,70000
159,0.005,20.0,30.0,0.4498,0.2799,27.99,Vietnam,70000
159,0.01,20.0,30.0,0.4498,0.2799,27.99,Vietnam,70000
159,0.02,20.0,30.0,0.4498,0.2799,27.99,Vietnam,70000
159,0.05,20.0,40.0,2.6067,0.508,50.8,Vietnam,70000
160,0.005,60.0,50.0,0.122,0.2507,25.07,United States of America,50000
160,0.01,60.0,50.0,0.122,0.2507,25.07,United States of America,50000
160,0.02,60.0,50.0,0.122,0.2507,25.07,United States of America,50000
160,0.05,60.0,50.0,0.122,0.2507,25.07,United States of America,50000
161,0.005,70.0,50.0,0.0903,0.4907,49.07,United Kingdom,50000
161,0.01,70.0,50.0,0.0903,0.4907,49.07,United Kingdom,50000
161,0.02,70.0,50.0,0.0903,0.4907,49.07,United Kingdom,50000
161,0.05,70.0,50.0,0.0903,0.4907,49.07,United Kingdom,50000
162,0.005,50.0,50.0,0.0,0.0,0.0,United Kingdom,50000
162,0.01,50.0,50.0,0.0,0.0,0.0,United Kingdom,50000
162,0.02,50.0,50.0,0.0,0.0,0.0,United Kingdom,50000
162,0.05,50.0,50.0,0.0,0.0,0.0,United Kingdom,50000
163,0.005,60.0,50.0,0.409,0.2507,25.07,Sweden,50000
163,0.01,60.0,50.0,0.409,0.2507,25.07,Sweden,50000
163,0.02,60.0,50.0,0.409,0.2507,25.07,Sweden,50000
163,0.05,60.0,50.0,0.409,0.2507,25.07,Sweden,50000
164,0.005,30.0,50.0,0.0589,0.2507,25.07,United Kingdom,50000
164,0.01,30.0,50.0,0.0589,0.2507,25.07,United Kingdom,50000
164,0.02,30.0,50.0,0.0589,0.2507,25.07,United Kingdom,50000
164,0.05,30.0,50.0,0.0589,0.2507,25.07,United Kingdom,50000
165,0.005,80.0,70.0,0.3821,0.3027,30.27,China,40000
165,0.01,80.0,70.0,0.3821,0.3027,30.27,China,40000
165,0.02,80.0,60.0,1.2795,0.4078,40.78,China,40000
165,0.05,80.0,60.0,1.2795,0.4078,40.78,China,40000
166,0.005,90.0,80.0,0.3356,0.2553,25.53,Japan,40000
166,0.01,90.0,80.0,0.3356,0.2553,25.53,Japan,40000
166,0.02,90.0,50.0,1.0461,0.7351,73.51,Japan,40000
166,0.05,90.0,50.0,1.0461,0.7351,73.51,Japan,40000
167,0.005,0.0,20.0,0.2687,0.4867,48.67,France,30000
167,0.01,0.0,30.0,0.769,0.6889,68.89,France,30000
167,0.02,0.0,40.0,1.7621,0.8295,82.95,France,30000
167,0.05,0.0,50.0,3.0646,0.8916,89.16,France,30000
168,0.005,10.0,90.0,0.4407,0.4451,44.51,China,30000
168,0.01,10.0,80.0,0.8263,0.6209,62.09,China,30000
168,0.02,10.0,70.0,1.9207,0.7357,73.57,China,30000
168,0.05,10.0,60.0,3.0241,0.7755,77.55,China,30000
169,0.005,100.0,40.0,0.3776,0.508,50.8,China,30000
169,0.01,100.0,50.0,0.9486,0.6569,65.69,China,30000
169,0.02,100.0,60.0,1.6579,0.7086,70.86,China,30000
169,0.05,100.0,60.0,1.6579,0.7086,70.86,China,30000
170,0.005,10.0,30.0,0.4129,0.5252,52.52,Portugal,30000
170,0.01,10.0,40.0,0.5687,0.6443,64.43,Portugal,30000
170,0.02,10.0,40.0,0.5687,0.6443,64.43,Portugal,30000
170,0.05,10.0,40.0,0.5687,0.6443,64.43,Portugal,30000
