farm_id,n_turbines,pc1_angle,explained_var_ratio,centroid_lat,centroid_lon,lat_range_km,lon_range_km,med_hub_height,med_rotor_diam,med_capacity_kw,med_start_year,n_hub_height,n_rotor,n_capacity,n_start_year
6926,8,160.37,0.8271,42.0965,-0.53,2.15,2.76,120.9,158.0,6100.0,,8,8,8,0
6889,8,118.46,0.677,48.2735,1.334,1.29,0.66,86.0,126.0,3000.0,2024.0,8,8,8,8
3593,8,137.61,0.9822,50.3035,7.1923,3.73,2.51,114.0,120.0,2.9,2021.0,8,7,8,6
792,8,145.04,0.9973,55.4971,9.8169,2.14,1.64,50.0,48.2,0.8,1998.5,8,8,8,8
794,8,160.08,0.954,55.4655,9.9295,3.82,4.34,50.0,48.0,750.0,,0,0,0,0
3230,8,2.36,0.6231,54.2023,-3.326,0.8,0.56,56.0,52.0,850.0,,0,0,0,0
3429,8,6.67,0.9023,55.473,14.1522,2.64,4.2,68.5,53.0,800.0,2008.5,8,8,8,8
2763,8,165.88,0.8846,58.6036,-3.686,0.58,0.79,50.0,52.0,1000.0,2025.0,0,0,0,2
1546,8,170.42,0.9238,57.1815,10.0092,2.07,3.82,45.0,42.0,600.0,,0,0,0,0
1527,8,118.18,0.9109,57.2727,9.7568,3.16,1.21,45.0,48.0,0.8,2000.0,6,6,6,6
498,8,78.4,0.6637,52.1756,11.5519,0.88,0.32,53.5,70.5,1.5,,0,0,8,0
4626,8,14.41,0.996,38.6437,-1.8727,0.65,1.76,66.0,87.0,2000.0,,0,0,0,0
4630,8,23.16,0.9689,44.7401,4.0302,1.24,1.63,78.0,82.0,2350.0,2017.0,8,8,8,8
4616,8,177.86,0.7231,58.1466,12.1533,1.68,1.38,98.0,82.0,2000.0,2010.0,8,8,8,8
4618,8,56.66,0.6543,49.9946,3.1083,1.53,0.87,85.0,82.0,2300.0,2014.0,8,8,8,8
2135,8,93.88,0.9224,54.8361,11.3625,2.67,0.61,46.0,48.0,600.0,,0,0,0,0
2689,8,130.75,1.0,49.9339,3.2141,2.82,1.56,85.0,82.0,2000.0,,0,0,8,0
4662,8,166.77,0.7731,51.9159,12.8679,1.18,1.27,139.0,120.0,2750.0,,0,0,8,0
6974,8,29.43,0.7888,48.3394,-1.7942,1.63,1.7,153.2,108.5,2500.0,2024.5,8,8,8,8
900,8,77.45,0.7539,50.1686,8.0367,1.83,0.86,138.0,101.0,2.5,2012.0,8,8,8,8
3343,8,74.49,0.9809,39.1673,-1.1799,1.27,0.33,53.9,71.0,2300.0,,0,0,0,0
1740,8,117.2,0.9701,56.2521,8.6234,3.97,1.36,48.0,54.2,1000.0,,0,0,0,0
1744,8,105.29,0.9697,56.4559,8.1475,3.54,0.65,95.0,116.0,2.0,2017.0,7,7,7,7
6804,8,170.83,1.0,49.8547,2.6099,0.76,3.01,105.0,90.0,3600.0,,0,0,8,0
3372,8,8.24,0.8949,56.2016,15.1602,1.17,1.68,105.0,90.0,2000.0,2012.0,8,8,8,8
1581,8,77.51,1.0,54.8458,11.6439,1.32,0.17,40.0,39.0,500.0,,0,0,0,0
3305,8,27.96,0.7874,49.9891,5.6681,1.65,1.66,108.0,82.0,2000.0,2020.0,1,0,7,1
945,8,49.24,0.9135,51.3108,7.7784,4.44,2.49,149.0,30.0,3000.0,,5,0,6,0
3382,8,153.28,0.9698,51.6573,-3.4629,0.97,1.15,50.0,48.0,800.0,,0,0,0,0
5461,8,126.34,0.8604,49.7526,1.5746,3.24,2.11,80.0,90.0,2000.0,2018.0,8,8,8,5
5452,8,163.43,0.8894,49.438,6.0,0.94,1.17,95.0,100.0,2000.0,2018.0,8,8,8,8
5457,8,4.99,0.9862,48.2982,0.2205,0.98,3.94,102.0,97.0,2000.0,2018.0,8,8,8,8
2354,8,122.64,0.7655,53.2005,5.6381,3.37,2.24,32.6,43.0,600.0,,0,0,0,0
2333,8,87.84,0.8576,57.2097,10.1974,5.85,1.25,25.0,24.6,150.0,,0,0,0,0
831,8,167.76,0.9766,53.1216,9.1632,1.05,1.96,85.0,77.0,1500.0,,0,0,0,0
813,8,52.83,0.9595,46.9535,-2.0461,2.05,1.09,60.0,80.0,2400.0,2003.0,8,8,8,5
815,8,4.78,0.9829,54.1672,11.9968,0.69,2.27,35.0,29.0,0.4,,5,0,5,0
816,8,153.6,0.9312,54.7818,8.7041,1.15,1.06,80.0,107.0,3600.0,,0,0,8,0
817,8,109.9,0.7613,49.435,10.1916,2.93,1.57,150.0,90.0,1171.0,,1,0,2,0
3468,8,47.58,0.7844,41.0114,-2.5084,1.33,1.25,80.0,90.0,2000.0,,7,7,0,0
3476,8,37.08,0.9916,44.6752,4.8746,1.05,0.98,107.0,90.0,2000.0,,8,0,8,0
1702,8,108.75,0.6915,55.7522,8.5535,2.57,1.26,46.0,44.0,750.0,,0,0,0,0
7126,8,2.19,0.8953,45.2257,3.0352,0.81,1.81,80.0,90.0,2300.0,,0,0,8,0
7220,8,147.65,0.7269,50.8678,11.3911,1.59,1.03,,,,,0,0,0,0
7222,8,126.02,0.9747,48.5673,8.4247,2.48,1.22,164.0,80.0,5700.0,,8,0,8,0
1705,8,154.47,0.7923,53.0476,9.7562,1.11,0.87,120.0,97.0,2000.0,,6,0,6,0
3326,8,57.52,0.7737,57.3764,18.1822,1.69,0.93,67.0,80.0,2000.0,2009.0,8,8,8,8
7117,8,103.61,0.9468,40.5628,-1.5187,2.4,0.68,114.0,93.0,2000.0,2025.0,8,8,8,8
7174,8,53.81,0.8994,52.1387,14.5669,2.21,1.27,169.0,150.0,6000.0,,8,8,8,0
7148,8,118.69,0.8234,50.3204,7.0832,2.08,1.28,160.0,138.0,4200.0,2024.0,8,8,8,8
7152,7,7.57,0.7956,54.073,10.5617,0.72,0.89,69.0,62.0,6000.0,,0,0,7,0
7192,7,147.34,0.8594,51.5033,-0.2535,0.1,0.08,15.2,20.0,100.0,,0,0,0,0
27,7,3.59,0.9264,53.396,9.9,0.34,0.7,166.6,70.0,1800.0,,1,0,6,0
2562,7,133.14,0.9909,55.3312,12.2053,2.19,1.15,45.0,47.0,0.7,,4,3,4,0
1678,7,64.35,0.9494,52.9395,9.7777,2.46,1.06,65.0,70.0,1300.0,2006.0,0,0,2,2
1681,7,56.44,0.7588,50.0762,6.9043,2.72,1.58,119.9,160.0,5560.0,2026.0,7,5,7,5
37,7,170.1,0.9966,53.1197,8.8098,0.77,2.5,100.0,82.0,2000.0,,4,0,4,0
43,7,127.69,0.8053,51.2633,12.2556,0.97,0.45,71.0,58.0,850.0,,0,0,0,0
46,7,176.8,0.9538,51.503,12.3933,0.47,1.39,86.0,70.0,1800.0,,0,0,0,0
7008,7,63.28,0.7379,51.0254,8.2267,1.51,0.79,162.0,40.3,6300.0,,7,0,7,0
7134,7,19.76,0.8353,57.4141,-3.0287,1.08,1.2,70.6,149.0,6600.0,,0,5,7,0
7136,7,172.04,0.872,57.771,-4.2932,1.05,1.27,50.1,66.0,5700.0,,0,0,7,0
7137,7,166.32,0.6495,55.3431,-2.7258,1.12,0.82,80.0,82.5,4800.0,,0,0,7,0
2559,7,11.01,0.9879,50.5291,4.942,1.32,3.31,94.0,112.0,2300.0,,0,0,4,0
7178,7,142.91,0.805,54.5464,9.9662,1.41,1.14,105.0,114.0,5700.0,,7,0,7,0
58,7,154.13,0.9927,53.4577,10.096,1.07,1.4,92.0,48.0,2400.0,,7,2,7,0
7024,7,167.83,0.8696,52.8239,10.5547,1.15,1.63,132.0,136.0,3.6,,7,7,7,0
1450,7,178.89,0.9468,54.8769,10.0497,0.24,0.7,50.0,44.0,600.0,,0,0,0,0
7050,7,51.68,0.8908,54.9564,-6.6461,4.31,1.78,21.3,28.0,225.0,,0,0,0,0
3336,7,99.52,0.9975,42.1178,-0.4621,2.84,0.38,44.0,58.0,850.0,,0,0,0,0
3338,7,33.68,0.9345,53.0631,15.4474,2.15,1.87,100.0,90.0,2000.0,2012.0,0,0,7,1
885,7,97.37,0.9446,51.7353,7.1333,4.09,0.58,220.0,114.0,5500.0,,4,0,3,0
889,7,173.55,0.9281,52.7162,13.5994,0.48,1.04,89.0,48.0,1.5,2004.0,6,5,7,7
894,7,143.62,0.6792,53.6333,8.6701,0.99,0.58,120.0,54.0,4500.0,,7,3,7,0
1717,7,177.04,0.9943,55.7834,8.8624,0.48,2.4,50.0,60.0,1.0,2000.0,7,7,7,7
848,7,102.59,0.6901,49.5253,10.1942,2.59,1.46,140.0,112.0,1.6,,0,0,1,0
930,7,161.55,0.9444,49.0824,8.153,0.62,0.79,100.0,77.0,1.5,2004.0,7,7,7,7
3471,7,129.76,0.9751,41.0741,-1.8515,1.45,0.9,80.0,90.0,2000.0,,7,7,7,0
802,7,47.68,0.7621,55.3659,9.4138,4.07,2.81,46.0,60.0,1300.0,,0,0,0,0
920,7,46.86,0.9374,51.8098,7.0681,3.58,2.11,30.4,40.0,500.0,,0,0,0,0
6933,7,106.68,0.9598,51.3,8.4695,2.34,0.57,137.0,80.0,3450.0,,7,0,7,0
6919,7,96.56,0.9741,50.3987,4.1211,3.38,0.5,135.0,127.0,7500.0,,0,0,0,0
6965,7,139.56,0.7708,50.3924,2.5395,0.99,0.7,105.0,90.0,2200.0,2025.0,7,7,7,7
4244,7,111.37,0.6955,50.0546,5.7882,2.39,1.22,78.9,104.0,2500.0,,0,0,0,0
5047,7,86.43,0.8326,46.1199,0.0448,1.83,0.57,99.0,101.0,3050.0,,7,7,7,0
2526,7,34.12,0.955,54.8614,10.7014,5.65,4.48,66.1,15.6,0.6,2000.0,7,1,7,7
4923,7,19.39,0.9176,57.5682,-2.2372,2.27,2.57,61.5,81.0,2300.0,,0,0,0,0
5094,7,141.51,1.0,56.5631,10.1603,1.38,0.96,106.5,90.0,2.0,2014.0,7,7,7,7
1326,7,31.16,0.7866,52.4877,8.9898,1.33,1.01,70.0,60.0,0.1,,0,0,1,0
446,7,32.2,0.775,50.8447,12.8358,0.74,0.57,108.0,82.0,2000.0,,0,0,0,0
3519,7,59.31,0.9936,52.837,12.5553,1.11,0.39,65.0,40.3,500.0,,0,0,0,0
2451,7,18.39,0.9898,56.5798,8.2438,0.82,1.3,31.0,27.0,225.0,,0,0,0,0
5145,7,167.06,0.835,50.6687,6.1808,1.37,1.61,140.0,70.0,3300.0,,7,0,7,0
2585,7,168.04,0.9555,55.2489,11.8942,1.65,2.86,45.0,48.0,750.0,,0,0,0,0
6973,7,178.81,0.728,47.1444,-1.8115,1.06,1.26,91.0,117.0,2830.0,2025.0,7,7,7,7
3244,7,177.01,0.9159,54.8722,-3.0704,0.64,1.19,45.0,47.0,660.0,,0,0,0,0
3487,7,29.09,0.8129,55.2488,-1.8658,1.61,1.2,70.0,90.0,2500.0,,0,0,0,0
823,7,19.67,0.5157,51.1685,14.1979,0.68,0.42,98.0,80.0,2000.0,2009.0,7,7,7,7
4331,7,81.89,0.9682,50.3084,8.1305,5.34,0.91,141.0,117.0,2.4,2016.0,7,7,7,7
5737,7,166.45,0.9485,50.1612,11.377,0.66,1.54,141.0,117.0,2400.0,,7,0,7,0
5740,7,21.51,0.9297,54.564,17.0695,1.02,1.22,49.3,65.0,1550.0,,0,0,0,0
1454,7,160.03,0.9956,56.1389,9.7667,1.63,2.74,44.0,52.0,900.0,,0,0,0,0
606,7,133.57,0.9861,51.8894,7.3768,4.41,2.49,100.0,77.0,1500.0,,0,0,0,0
4311,7,165.53,0.8903,54.2444,9.5146,0.83,1.14,149.0,124.0,3.6,,7,2,1,0
4325,7,134.89,0.8747,50.7381,8.9068,1.7,1.28,139.0,159.0,2.5,,5,5,5,0
5820,7,8.03,0.9689,50.4823,3.8769,0.89,2.46,83.5,110.0,2000.0,2024.0,0,0,0,6
4305,7,33.57,0.9424,49.5833,7.0345,1.49,1.21,140.0,112.0,2.5,2016.0,7,5,7,5
4306,7,172.93,0.5582,52.769,18.2219,0.85,0.62,40.2,53.0,850.0,,0,0,0,0
4287,7,175.62,0.9107,49.7204,10.7588,1.03,1.84,176.5,117.0,2400.0,2017.0,4,2,5,2
2146,7,3.14,0.7043,53.6691,0.1004,0.82,0.69,49.0,62.0,1300.0,,0,0,0,0
217,7,53.57,0.9029,50.8117,12.6293,1.43,0.65,166.0,52.0,4200.0,2025.0,2,0,7,1
4182,7,4.82,0.7172,58.73,11.266,0.8,0.63,50.0,44.0,600.0,1997.0,6,6,6,6
4152,7,36.88,0.8673,51.3121,18.9319,2.41,1.83,105.0,90.0,2000.0,,0,0,0,0
4203,7,155.46,0.7858,49.2364,9.8204,2.58,2.33,207.0,115.7,3.0,2016.0,5,0,7,5
4210,7,41.61,0.8974,50.827,8.1852,1.66,1.05,169.0,150.0,6000.0,2026.0,7,7,7,7
4173,7,121.95,0.9729,50.5583,4.23,2.13,0.84,94.0,92.5,2.0,2014.0,7,0,7,7
5856,7,7.28,0.8007,58.9418,14.6855,1.53,1.45,130.0,130.0,3600.0,2019.0,7,7,7,7
2143,7,166.92,0.839,51.3135,10.5396,1.15,1.41,145.5,43.0,4200.0,2019.0,2,0,6,2
1095,7,163.89,0.6065,53.5526,8.6276,1.72,1.1,102.0,116.0,3400.0,,1,2,7,0
5861,7,153.8,0.9304,60.3901,13.9107,2.57,1.96,119.0,112.0,3000.0,2014.0,7,7,7,7
4229,7,5.16,0.9902,50.0449,18.1364,1.05,4.85,75.1,99.0,2500.0,,0,0,0,0
4230,7,93.73,0.9049,50.3205,7.1378,3.53,0.7,149.0,101.0,3.0,2015.0,7,7,7,7
5224,7,30.8,0.994,50.4129,5.1116,1.82,1.84,92.5,113.0,3200.0,2018.0,6,6,6,6
6864,7,122.73,0.8288,51.8058,9.204,3.24,2.06,165.0,40.0,6000.0,2025.0,7,0,7,4
6898,7,157.37,0.7432,52.3169,12.8658,1.55,1.35,169.0,150.0,6000.0,2024.0,7,7,7,1
6886,7,175.21,0.7468,54.0456,15.5212,1.16,1.26,100.0,92.5,2050.0,,0,0,0,0
3285,7,136.21,0.8844,50.1188,7.4466,1.14,0.83,138.0,82.0,2.3,2010.0,7,7,7,7
5192,7,158.25,0.893,50.695,8.7625,1.38,1.71,134.0,131.0,3000.0,2017.0,1,1,7,7
5207,7,14.35,0.9512,53.0081,8.1062,1.47,2.61,186.0,40.3,3.0,2014.0,6,0,7,6
5181,7,41.19,0.7916,51.3258,10.6234,1.12,0.86,141.0,117.0,2400.0,2016.0,7,0,7,7
2417,7,134.05,0.9314,56.2528,9.6963,2.72,1.59,35.7,47.0,660.0,,0,0,0,0
4837,7,12.0,0.8688,48.8805,3.575,0.98,1.32,80.0,90.0,2000.0,2015.0,7,7,7,7
4856,7,131.38,0.9347,44.858,2.1105,1.96,1.19,150.0,110.0,2000.0,2016.0,7,0,7,7
1335,7,128.94,0.7837,54.5693,9.577,4.62,2.32,18.7,24.6,0.2,1990.0,0,0,1,1
4857,7,39.91,0.999,44.7639,3.1878,1.11,0.94,70.0,74.0,1670.0,2014.0,7,7,7,7
5713,7,59.27,0.8394,62.4637,13.281,2.97,0.98,84.0,71.0,2000.0,2005.0,6,6,6,6
5973,7,38.51,0.823,46.7419,0.7134,1.35,1.11,101.0,100.0,2000.0,2020.0,7,7,7,7
2082,7,30.74,0.7484,52.9791,7.9238,0.84,0.58,60.0,80.0,2000.0,,0,0,0,0
5676,7,44.63,0.9514,52.4082,1.0934,2.32,1.26,82.7,109.0,3400.0,,0,0,0,0
5677,7,123.96,0.6138,52.4501,-0.7565,0.95,0.48,95.0,82.0,2050.0,,0,0,0,0
2245,7,36.37,0.8569,56.4186,8.8612,1.68,1.24,49.0,52.0,900.0,,0,0,0,0
2246,7,69.28,0.8714,43.9808,2.8874,2.86,1.02,125.0,82.0,2300.0,2019.0,6,0,6,6
538,7,161.69,0.6823,53.1317,7.8714,0.37,0.34,53.9,71.0,2000.0,,0,0,0,0
546,7,163.08,0.714,56.5362,10.7133,0.27,0.18,45.0,43.0,0.6,1997.0,0,7,7,7
5571,7,99.08,0.9897,48.0618,4.8699,2.15,0.3,100.0,116.0,2000.0,2018.0,7,7,7,7
5896,7,138.26,0.8356,59.7796,12.9571,2.19,1.25,129.0,142.0,4100.0,2020.0,7,7,7,7
5903,7,164.01,0.7871,54.3128,16.4352,1.08,1.0,,,2750.0,2020.0,0,0,7,7
2121,7,60.8,0.8998,54.954,11.228,1.91,0.74,35.0,39.0,500.0,,0,0,0,0
5638,7,166.05,0.8481,54.1523,13.0452,0.96,1.04,127.5,37.0,3200.0,,5,0,5,0
2225,7,8.41,0.8729,51.5679,11.4601,0.58,0.95,70.0,60.0,2000.0,,0,0,2,0
5577,7,154.64,0.9964,47.619,4.2308,0.75,1.07,100.0,100.0,2200.0,2019.0,7,7,7,7
5592,7,51.27,0.8814,54.1352,-0.5206,5.37,2.72,80.0,90.0,2500.0,,0,0,0,0
5987,7,31.5,0.9698,57.4826,-2.5565,4.53,4.21,55.0,48.0,800.0,,0,0,0,0
4401,7,162.7,0.9976,47.8116,-1.4467,0.91,2.04,90.0,100.0,2000.0,2015.0,7,7,7,7
4404,7,131.85,0.9983,47.6886,3.5165,1.65,0.96,80.0,92.5,2050.0,2014.0,0,0,7,7
1501,7,176.54,0.8297,51.6193,13.5985,0.59,0.74,105.0,90.0,2000.0,,0,0,0,0
6822,7,147.35,0.8694,47.2017,-1.2029,3.12,2.57,98.0,110.0,2200.0,2024.0,7,6,7,7
3524,7,89.56,0.8991,52.8044,18.068,4.13,0.8,40.2,52.9,800.0,,0,0,0,0
6805,7,1.49,0.983,53.5,19.2631,0.51,2.69,119.0,112.0,3000.0,,0,0,0,0
1787,7,148.73,0.8414,55.815,8.9943,0.87,0.68,50.0,60.0,1.3,2001.0,6,6,6,6
1792,7,1.83,0.9503,52.7844,9.0633,0.78,1.66,64.8,70.0,1800.0,,0,0,0,0
1751,7,152.7,0.9519,54.5091,8.8924,1.61,1.57,23.5,31.0,300.0,,0,0,0,0
6809,7,172.77,0.9977,42.9192,9.4119,0.34,1.9,59.0,54.0,1000.0,,7,7,7,0
829,7,27.11,0.9663,52.2338,4.6535,1.19,1.35,80.0,90.0,2.3,,0,0,7,0
6837,7,130.98,0.6953,48.0651,2.5077,1.36,0.93,108.0,117.0,3000.0,2024.0,7,7,7,7
1763,7,11.15,0.9581,53.0186,10.6193,0.57,1.36,100.0,80.0,2.0,,0,7,7,0
6734,7,164.62,0.6992,54.25,10.8531,0.98,0.79,122.5,71.0,6600.0,,7,0,7,0
3295,7,36.7,1.0,56.9337,16.8167,1.86,1.36,78.0,82.0,2000.0,2002.0,7,7,7,7
2812,7,10.92,0.9776,43.6786,3.2139,0.41,1.24,56.0,74.0,1670.0,2006.0,7,7,7,7
4474,7,56.72,0.7468,51.4741,6.2688,2.91,1.33,142.0,117.0,2400.0,2017.0,7,5,7,5
1416,7,1.92,0.9406,52.4814,9.9755,0.53,1.27,74.0,60.0,0.9,,7,0,7,0
2104,7,96.59,0.9287,56.8566,8.6676,5.51,0.9,32.0,27.0,225.0,,0,0,0,0
1170,7,169.87,0.8258,52.4422,14.0391,0.77,0.82,80.0,70.5,1500.0,2002.0,0,0,6,7
4142,7,98.87,0.7828,52.2977,14.4369,1.0,0.26,30.4,40.0,2000.0,2007.0,0,0,7,7
640,7,11.25,0.9965,50.8229,3.3187,0.87,2.39,108.0,82.0,2000.0,,0,0,0,0
4067,7,102.92,0.6103,48.9681,10.0534,2.28,1.19,207.0,115.7,3.0,2016.0,5,0,5,3
6062,7,21.37,0.7516,58.9391,-3.1221,3.62,2.9,53.9,71.0,2000.0,,0,0,0,0
6033,7,42.41,0.7742,54.3347,-7.8952,2.42,1.53,78.2,103.0,2.8,,0,0,6,0
528,7,177.9,0.9703,52.9328,11.0213,0.62,2.13,100.0,77.0,1500.0,,0,0,0,0
4495,7,121.59,0.8541,50.959,9.0165,3.2,1.25,141.0,117.0,2400.0,,0,0,7,0
2999,7,118.35,0.7339,48.1034,-3.7024,1.11,0.47,60.0,53.0,800.0,2008.0,7,7,7,7
4499,7,149.2,0.9848,43.3164,1.6314,1.8,2.28,80.0,92.0,2050.0,2015.0,7,7,7,7
4504,7,141.88,0.9795,55.9929,-3.6279,0.96,0.73,30.4,40.0,0.0,,0,0,6,0
2060,7,108.53,0.7041,56.6149,9.8763,2.69,1.27,45.0,48.0,0.8,2000.0,5,5,5,5
2988,7,165.31,0.8164,53.4767,13.539,0.73,0.82,105.0,90.0,2000.0,,0,0,0,0
6088,7,146.22,0.9704,56.8963,15.7293,2.27,1.91,119.0,112.0,3000.0,2012.0,7,7,7,7
4063,7,127.18,0.8662,52.2047,18.7088,2.49,1.33,30.6,40.3,500.0,,0,0,0,0
3002,7,77.7,0.9483,48.4043,-3.3692,1.51,0.33,60.0,48.0,810.0,2007.0,7,7,7,7
3005,7,88.3,0.7116,48.4163,-3.2756,0.99,0.29,65.0,48.0,800.0,2006.0,7,7,7,7
1370,7,112.67,0.742,50.987,8.713,1.76,0.76,105.0,90.0,2000.0,,0,0,7,0
1347,7,167.15,0.7419,53.1796,13.636,1.1,1.11,74.0,52.0,850.0,2004.0,0,0,7,7
2645,7,136.74,0.9071,49.1183,10.329,5.13,3.28,138.0,42.0,3.3,,4,3,3,0
2660,7,158.8,0.8989,50.8001,9.8565,1.0,1.3,165.0,155.0,6600.0,2024.0,7,7,7,7
2629,7,150.79,0.7159,49.651,7.7063,1.3,1.01,128.0,101.0,3.0,2012.0,7,7,7,7
1736,7,84.57,0.8726,55.8693,9.2885,6.26,1.64,40.0,44.0,600.0,,0,0,0,0
3613,7,162.22,0.9662,53.2359,11.6359,0.95,1.47,100.0,77.0,1500.0,,0,0,0,0
3603,7,135.85,0.6967,51.5779,12.1053,1.18,0.62,59.0,82.0,2350.0,,2,0,2,0
3606,7,177.5,0.9373,49.1351,9.964,1.34,4.01,160.0,82.0,3500.0,,6,0,6,0
6693,7,168.73,0.8978,52.9124,10.7458,1.02,1.5,99.0,100.0,2200.0,,0,0,0,0
6111,7,1.12,0.9226,60.5375,16.0801,1.11,2.37,119.0,162.0,5600.0,2022.0,7,7,7,7
194,7,5.79,0.8438,47.8862,8.5999,1.03,2.31,164.0,163.0,5700.0,,6,6,7,0
3036,7,162.36,0.9956,48.1912,-2.8901,1.74,3.33,66.5,71.0,2300.0,2011.0,7,7,7,7
209,7,32.55,0.9128,53.6134,13.5429,1.05,0.83,85.0,70.0,1.5,,0,0,7,0
210,7,174.25,0.8954,53.6909,13.4565,0.63,0.94,85.0,71.0,1.5,,0,0,4,0
6141,7,152.51,0.7875,54.7618,-7.4849,3.35,2.91,21.3,28.0,225.0,,0,0,0,0
6118,7,73.33,0.839,55.5307,14.1893,4.4,1.26,80.0,90.0,2000.0,2010.0,7,7,7,7
1068,7,144.81,0.9858,45.9888,0.7917,1.15,1.28,105.0,90.0,2000.0,,7,7,7,0
2789,7,3.36,0.839,54.1977,15.8696,0.9,1.16,,,2000.0,,0,0,7,0
2255,7,86.05,0.9999,56.1086,8.8881,1.2,0.05,50.0,48.0,0.8,1999.0,7,7,7,7
287,7,75.36,0.8,50.8182,10.0025,1.27,0.34,63.0,47.0,0.6,2000.0,7,7,7,7
6205,7,123.23,0.9866,46.0828,3.8067,1.79,0.9,107.0,90.0,2000.0,2015.0,7,7,7,7
1387,7,5.45,0.9857,52.803,7.9796,0.65,2.62,98.0,82.0,2300.0,,0,0,0,0
4021,7,84.75,0.6938,53.1137,-1.1432,2.11,0.79,80.0,90.0,1800.0,,0,0,0,0
4559,7,7.32,0.977,57.4484,-2.1753,0.79,2.03,57.0,70.0,2300.0,,3,3,3,0
2294,7,100.44,0.9932,38.7066,-2.459,1.37,0.21,58.4,77.0,1500.0,,0,0,0,0
1378,7,171.42,0.712,53.8303,11.2469,0.51,0.43,36.4,48.0,600.0,,0,0,0,0
3965,7,167.33,0.9044,53.5778,16.8928,1.12,1.46,,,,,0,0,0,0
290,7,109.36,0.8177,52.6623,10.2726,2.88,1.08,115.0,113.0,3000.0,,7,0,7,0
297,7,156.0,0.9047,50.4416,6.7122,0.82,0.93,160.0,82.0,4200.0,,4,0,7,0
4629,7,14.47,0.9124,57.4903,14.9572,1.0,1.25,105.0,90.0,2000.0,2013.0,7,7,7,7
4600,7,66.48,0.8925,50.8712,6.7838,1.96,0.66,78.0,103.0,2300.0,,4,0,7,0
4028,7,104.22,0.5937,49.9284,9.9048,1.58,1.0,85.0,112.0,3000.0,2014.0,0,0,0,5
4034,7,4.15,0.7756,54.668,9.3476,0.61,0.66,93.0,114.0,3200.0,,0,0,7,0
1081,7,174.01,0.8066,55.6135,13.2588,2.11,2.02,78.0,82.0,2000.0,2011.0,7,7,7,7
3021,7,39.34,0.759,49.8338,7.1126,1.59,1.02,159.0,141.0,4.2,2019.0,7,7,7,7
5321,7,121.67,0.8441,54.8304,-6.7126,4.23,1.9,21.3,28.0,250.0,,0,0,0,0
771,7,150.02,0.6209,52.3568,9.4226,1.3,0.84,100.0,70.5,1800.0,,1,1,7,0
1287,7,170.42,0.9743,51.4655,13.1292,0.31,0.91,30.6,40.3,500.0,,0,0,0,0
1293,7,176.47,0.7659,52.1297,-0.6587,0.73,0.76,80.0,90.0,2000.0,,0,0,6,0
5317,7,11.2,0.9656,38.8443,-3.1907,1.6,3.48,67.0,82.0,2000.0,,7,7,7,0
5271,7,80.89,0.7785,48.5947,10.9246,2.12,0.87,175.0,120.0,7200.0,2026.0,7,0,7,7
5281,7,11.68,0.8748,50.8298,6.3932,0.89,1.29,186.0,101.0,3000.0,2014.0,7,0,7,7
5319,7,45.53,0.6506,54.7396,-6.779,1.77,0.97,125.0,99.0,3000.0,,6,0,6,0
3635,7,29.45,0.9477,50.9485,5.7078,1.31,1.36,68.3,90.0,2000.0,,0,0,4,0
4781,7,167.15,0.865,54.6079,-5.7644,3.16,4.36,19.0,25.0,150.0,,0,0,0,0
4748,7,122.54,0.8577,53.0145,9.154,1.42,0.52,149.0,101.0,3050.0,,7,7,7,0
4757,7,83.84,0.786,47.8691,9.3025,1.64,0.5,162.0,120.0,7000.0,2017.0,7,3,7,3
2279,7,43.83,0.5291,56.9558,9.7762,2.58,1.38,45.0,48.0,750.0,,0,0,0,0
4621,7,29.03,0.7625,37.1622,-5.0831,2.12,2.31,80.0,77.0,2000.0,,0,0,7,0
4627,7,173.07,0.9984,50.7211,5.0217,0.9,4.48,75.9,100.0,2000.0,,0,0,7,0
6163,7,138.02,0.9483,50.8492,-4.5009,7.03,4.19,23.5,31.0,330.0,,0,0,0,0
6166,7,97.36,0.5865,45.9017,-0.3377,1.51,0.66,213.0,112.0,3000.0,,7,7,7,0
1445,7,149.5,0.9867,56.2186,9.9167,1.32,1.24,45.0,48.0,750.0,,0,0,0,0
2033,7,48.0,0.9733,42.3439,-4.1003,2.75,2.11,60.7,80.0,1600.0,,0,7,7,0
1210,7,13.97,0.9659,53.2309,13.6412,0.61,1.06,108.0,82.0,800.0,2006.0,0,0,7,7
6177,7,85.68,0.9228,14.8616,-61.1685,1.4,0.44,80.0,100.0,2000.0,,0,0,7,0
6309,7,29.95,0.9338,41.1357,-1.1438,2.85,3.37,66.0,137.0,4030.0,,0,7,7,0
2042,7,177.52,0.9629,48.7011,5.5007,0.43,1.42,85.0,77.0,1500.0,2007.0,7,7,7,7
2017,7,32.76,0.7438,55.2038,10.7386,1.73,1.31,48.0,48.0,0.8,2001.0,7,7,7,7
3669,7,17.7,0.9338,53.0882,-1.6271,0.82,1.27,60.0,82.0,2050.0,,0,0,0,0
995,7,55.78,0.9284,53.3139,9.6812,1.62,0.75,100.0,82.0,2000.0,,0,0,0,0
1827,7,110.31,0.766,53.5168,-1.5789,6.61,2.98,53.9,71.0,2300.0,,0,0,0,0
1802,7,169.88,0.6889,51.362,10.2171,0.83,0.6,40.2,52.9,800.0,,0,0,7,0
