farm_id,n_turbines,pc1_angle,explained_var_ratio,centroid_lat,centroid_lon,lat_range_km,lon_range_km,med_hub_height,med_rotor_diam,med_capacity_kw,med_start_year,n_hub_height,n_rotor,n_capacity,n_start_year
3261,13,174.28,0.9863,49.1675,7.4815,1.23,4.25,138.0,82.0,2.3,2013.0,13,13,13,13
3538,13,178.64,0.8448,48.342,5.3814,1.9,2.5,100.0,92.5,2000.0,,0,0,13,0
3220,13,56.8,0.8647,58.2011,-6.4212,8.64,4.18,9.0,60.0,850.0,,2,0,3,0
381,13,146.37,0.7875,52.801,11.4068,2.41,2.24,85.0,77.0,1500.0,,0,0,13,0
5196,13,151.95,0.6847,53.226,14.6917,1.54,1.16,78.0,90.0,2000.0,,0,0,13,0
5147,13,177.63,0.5657,54.545,9.3057,2.69,1.87,81.0,114.0,3900.0,,2,0,4,0
6810,13,154.28,0.9859,42.9631,9.3887,1.81,2.47,45.0,44.0,0.9,,13,13,13,0
6814,13,39.53,0.974,39.9481,-6.2233,4.13,3.86,,,4500.0,,0,0,13,0
361,13,102.43,0.8863,52.3879,9.5021,2.6,0.78,128.2,62.0,0.7,2008.5,2,0,6,2
5109,13,9.82,0.842,51.2949,4.9251,1.41,2.17,150.0,100.0,2250.0,,5,4,8,0
5678,13,162.83,0.6576,53.6091,8.7908,1.95,1.47,119.0,114.0,3400.0,,12,0,13,0
5745,13,63.82,0.8638,54.6071,-6.0437,7.66,4.13,64.0,71.0,2300.0,,0,0,0,0
257,13,173.06,0.9844,53.3197,8.8192,1.01,3.06,65.0,43.0,0.7,2001.0,5,0,6,6
372,13,13.49,0.8484,54.3418,8.7204,4.55,4.24,40.0,39.0,0.5,,0,0,11,0
3747,13,148.44,0.785,51.9004,1.1137,3.35,2.86,59.0,92.5,2050.0,,0,0,0,0
3739,13,39.41,0.9414,58.6021,12.501,6.4,4.16,78.0,60.0,1400.0,2007.0,13,13,12,13
3109,13,29.23,0.8874,52.4279,-1.1529,2.96,2.16,80.0,90.0,2000.0,,0,0,0,0
1907,13,130.51,0.6283,54.6666,11.8883,4.79,2.07,49.0,52.0,0.9,2003.0,3,3,4,3
6578,13,85.54,0.6925,39.0193,-2.2689,3.15,1.56,120.0,131.0,3000.0,,13,0,13,0
2435,13,68.35,0.8349,56.1464,8.6822,6.08,1.97,47.9,54.2,1.0,2000.0,12,12,12,12
1140,13,94.08,0.8023,50.4085,4.0782,4.61,1.72,198.0,127.0,7500.0,,11,0,0,0
2884,13,112.98,0.947,43.2297,-7.788,2.91,0.96,62.2,82.0,2300.0,,0,0,0,0
4298,13,117.98,0.5724,41.8671,-0.5343,2.6,1.36,68.3,90.0,1800.0,,0,0,0,0
4347,13,175.53,0.6463,59.3597,12.0535,2.26,1.59,124.0,112.0,3000.0,2014.0,13,13,13,13
1192,13,4.14,0.8766,53.7255,-0.9282,1.79,2.13,59.0,82.0,2050.0,,0,0,0,0
174,13,15.34,0.9236,52.0885,8.8332,1.91,2.58,119.0,60.0,2975.0,,1,0,2,0
146,13,176.63,0.915,51.9579,11.3537,0.95,1.89,69.0,62.0,2300.0,2026.0,0,0,10,3
1948,13,133.74,0.7904,57.1072,8.6462,5.36,2.37,43.5,42.0,0.6,1998.0,11,11,11,11
607,13,125.93,0.836,51.6567,14.2828,3.06,1.63,169.0,126.0,5600.0,,4,0,4,0
4413,13,119.72,0.8274,51.5081,19.6314,5.34,3.09,50.1,66.0,1750.0,,0,0,0,0
4482,13,172.06,0.8985,57.5361,-1.9561,4.94,5.89,36.4,48.0,800.0,,0,0,0,0
4426,13,42.1,0.6338,52.7106,18.1894,4.43,2.18,40.2,53.0,850.0,,0,0,0,0
6254,13,107.33,0.8036,39.2457,-1.1355,3.38,1.35,53.9,71.0,3830.0,,0,0,13,0
2013,13,11.25,0.9394,49.433,6.988,2.17,3.48,119.0,115.0,3.0,2013.5,13,13,13,8
6242,13,1.39,0.9764,56.5404,13.2354,1.65,4.45,98.0,103.0,2500.0,2013.0,13,13,13,13
1994,13,115.78,0.8793,55.8605,11.6375,6.71,3.38,45.0,47.0,660.0,,0,0,0,0
2871,13,7.75,0.9817,37.0229,-2.2519,1.16,4.27,70.6,93.0,2300.0,,0,13,13,0
4408,13,154.6,0.7155,47.5722,3.9361,1.77,1.54,125.0,110.0,2200.0,2018.0,13,13,13,13
2934,13,155.28,0.9925,42.7235,-7.8848,1.71,2.19,56.2,74.0,1670.0,,0,0,0,0
4089,13,51.81,0.757,54.1232,9.4992,2.32,1.05,149.0,101.0,3000.0,,12,0,0,0
2968,13,21.37,0.8859,36.6867,-6.2288,1.02,1.75,60.7,80.0,1670.0,,0,13,13,0
1119,13,101.76,0.8726,51.7859,8.0991,3.9,1.29,125.0,43.0,5700.0,,5,0,5,0
4160,13,177.61,0.8945,51.1851,15.0748,1.22,2.39,105.0,100.0,2000.0,,0,0,13,0
2965,13,19.87,0.9914,37.1699,-4.8446,1.24,2.73,67.0,90.0,2000.0,,0,0,13,0
6322,13,11.62,0.9389,57.9829,12.517,2.77,3.7,122.0,155.0,5800.0,2022.0,13,13,13,13
6324,13,1.88,0.9506,51.8865,17.5616,2.45,5.62,40.2,52.9,800.0,,0,0,0,0
641,13,55.7,0.6694,49.9346,11.0965,1.94,0.99,140.0,100.0,2500.0,,0,0,13,0
4510,13,20.93,0.7572,56.1691,12.7626,1.58,1.25,75.0,103.0,2850.0,2016.0,13,13,13,13
4489,13,16.31,0.6882,57.9939,-4.3552,1.89,1.4,60.0,80.0,2500.0,2026.0,0,0,3,10
517,13,6.13,0.6913,51.1532,6.6161,1.54,1.24,165.0,82.0,4175.0,,3,0,6,0
2014,13,177.37,0.8174,49.436,7.2061,1.59,2.04,139.0,120.0,2.8,2025.0,13,13,13,5
1588,13,16.59,0.8052,56.6656,8.2288,2.65,2.35,78.8,82.4,2.3,2003.0,12,12,12,12
2823,13,116.87,0.7334,46.5041,-1.1513,1.63,0.86,55.0,58.0,850.0,2010.0,13,13,13,13
3673,13,179.68,0.8944,52.6068,13.7825,1.04,1.9,105.0,90.0,2000.0,2004.0,0,0,13,13
3696,13,23.18,0.9517,51.7433,18.9512,2.64,2.91,55.0,48.0,600.0,,0,0,0,0
3679,13,126.66,0.7729,49.8589,11.5242,3.68,1.59,140.0,101.0,3000.0,,3,0,2,0
3125,13,1.85,0.9797,53.14,8.3999,1.25,3.93,138.0,82.0,2300.0,,0,0,0,0
1044,13,72.52,0.7606,52.7602,10.5555,2.41,1.18,98.3,100.0,2850.0,,0,0,0,0
424,13,26.06,0.7411,54.729,8.7518,1.95,1.56,82.0,104.0,3600.0,,3,0,13,0
6710,13,178.98,0.9044,57.3479,-2.501,3.47,5.2,38.7,51.0,800.0,,0,0,0,0
1633,13,131.83,0.821,51.4634,9.2314,1.84,1.44,139.0,120.0,1500.0,2019.5,0,0,13,2
5019,13,118.19,0.942,52.6415,-0.0319,2.69,1.18,60.0,80.0,2000.0,,0,0,0,0
5007,13,21.87,0.8785,53.7157,-2.3855,2.09,1.93,80.0,82.0,2050.0,,0,0,0,0
5037,13,113.36,0.8212,55.2631,-1.616,2.78,1.06,79.0,92.5,2050.0,,0,0,0,0
1460,13,137.45,0.6926,57.3404,9.8295,4.44,2.25,45.0,48.0,0.8,1999.0,8,8,8,8
1462,13,5.96,0.9725,54.2781,10.8132,0.86,2.33,93.0,71.0,3200.0,,8,0,8,0
2156,13,103.15,0.6115,55.0632,14.8795,6.86,2.56,60.0,60.0,1.3,2002.0,8,8,8,8
2687,13,45.66,0.877,51.0146,12.165,2.04,1.54,164.0,71.0,4800.0,,7,0,8,0
3930,13,71.84,0.9768,58.7974,11.2693,5.94,1.3,55.0,48.0,800.0,2007.0,13,13,13,13
4005,13,22.28,0.6867,52.8052,9.613,1.93,1.68,108.0,82.0,2.0,,0,0,1,0
1603,13,155.7,0.8142,56.3048,10.1749,3.92,3.09,46.0,48.0,600.0,,0,0,0,0
6025,13,43.47,0.9848,41.2134,-0.9136,4.12,2.99,85.0,130.0,3800.0,,13,13,13,0
1528,13,7.21,0.9952,36.8663,-4.8311,0.35,1.7,66.0,87.0,2000.0,,0,0,13,0
1544,13,17.27,0.7734,49.5303,7.6003,2.17,2.09,149.0,101.0,3.0,2014.0,13,13,13,13
1267,13,5.52,0.9749,53.191,10.3761,1.11,3.13,65.0,70.0,2.8,2004.0,13,13,13,11
2109,13,3.94,0.9868,54.9065,9.3694,1.18,3.18,45.0,47.0,660.0,,0,0,0,0
6045,13,62.94,0.9219,57.4247,-2.1318,5.82,1.92,61.5,81.0,2300.0,,0,0,0,0
6247,13,153.24,0.7818,54.9293,-6.8287,1.76,1.46,80.0,81.0,2500.0,,13,0,13,0
1255,13,5.97,0.8053,48.3359,1.9659,1.48,2.13,78.0,82.0,2300.0,2011.0,8,8,13,8
716,13,165.76,0.9346,51.8689,9.8942,2.57,3.1,103.2,58.0,1000.0,,2,0,13,0
717,13,174.88,0.9658,50.7889,8.1427,1.66,5.33,122.5,113.0,2300.0,2013.0,8,7,11,8
3907,13,92.63,0.9494,58.1163,13.706,7.7,1.17,105.0,90.0,2000.0,2010.0,13,13,13,13
6661,13,172.32,0.9718,50.9278,22.8451,2.08,4.09,,,,,0,0,0,0
3760,13,85.97,0.8611,49.3113,10.1345,4.83,1.59,200.0,126.0,3.3,2016.0,3,0,3,3
3801,13,93.42,0.6424,55.8565,8.3281,3.02,1.2,83.5,108.0,3300.0,2013.5,12,12,12,12
3854,13,113.19,0.9637,51.0054,5.234,6.29,1.88,84.0,70.0,3000.0,2012.0,1,1,5,1
4884,13,5.54,0.983,53.6549,8.7384,1.31,4.37,135.0,101.0,5000.0,,0,0,7,0
4918,13,6.36,0.9907,50.6164,3.3228,0.88,3.14,75.9,100.0,2200.0,,0,0,0,0
4919,13,152.07,0.8458,55.7602,-4.4735,4.09,4.03,80.0,90.0,2300.0,,0,0,0,0
4836,13,172.5,0.946,49.2804,4.424,1.11,2.64,94.0,112.0,3300.0,2015.0,13,13,13,13
453,13,168.06,0.5697,52.611,13.7054,1.79,1.15,160.0,138.0,1500.0,2004.0,2,2,13,13
232,13,178.61,0.9332,52.6918,9.5217,0.88,1.82,105.0,90.0,2.0,,10,10,11,0
4730,13,47.68,0.709,52.506,18.4246,5.01,3.54,22.8,30.0,300.0,,0,0,0,0
469,13,78.31,0.7414,51.2537,6.5877,3.88,2.29,62.0,80.0,2000.0,,2,0,13,0
473,13,69.51,0.6922,50.7608,12.6832,1.59,0.77,87.0,54.0,2.4,2005.0,8,0,13,6
497,13,95.17,0.7515,54.4555,9.0376,6.12,1.89,15.0,104.0,3.4,,1,0,9,0
2615,13,109.86,0.6058,53.5565,-1.7903,6.41,2.74,59.0,82.0,2050.0,,0,0,0,0
3034,13,174.97,0.9484,48.148,-2.9516,1.77,3.57,105.0,136.0,2000.0,2024.0,5,5,13,5
1505,13,115.9,0.8397,51.7124,11.9111,3.52,1.47,67.0,66.0,3600.0,,0,0,6,0
1488,13,7.68,0.9391,53.6311,9.0469,1.45,2.57,64.0,71.0,2000.0,,0,0,0,0
2069,13,160.66,0.6096,50.4062,9.3153,2.19,1.78,175.0,172.0,7200.0,,12,12,13,0
1245,13,109.94,0.6263,52.99,11.1862,1.33,0.72,64.0,71.0,2000.0,,0,0,0,0
6455,13,1.08,0.6129,55.4943,-3.9689,2.31,1.69,68.3,90.0,4800.0,,0,0,13,0
1892,13,37.57,0.9988,44.157,2.8896,2.51,2.35,64.0,70.0,2300.0,2007.0,13,13,13,13
6517,13,169.68,0.7573,57.2209,15.196,2.48,2.29,99.0,101.0,2300.0,2012.0,13,13,13,13
5349,13,167.16,0.6383,57.3917,-3.8958,1.77,1.22,75.0,100.0,3000.0,,0,0,13,0
2391,13,9.01,0.6169,55.0845,8.868,2.93,2.55,46.0,44.0,750.0,,0,0,0,0
5379,13,21.35,0.9074,52.9453,6.9423,2.8,3.06,145.0,82.0,3900.0,2021.0,13,0,13,13
3461,13,103.76,0.9609,52.5872,7.6593,5.05,1.22,90.0,82.4,3.2,,0,0,4,0
6913,13,142.64,0.8926,53.1895,17.1736,5.71,4.68,100.0,90.0,5500.0,,0,0,9,0
5631,13,29.22,0.9755,41.1901,0.666,1.11,1.25,56.2,74.0,1670.0,,0,0,0,0
2223,13,151.05,0.572,51.6935,18.9942,4.11,3.05,100.0,90.0,2000.0,,0,0,0,0
2210,13,149.84,0.6341,50.4995,2.1011,2.73,3.01,91.5,117.0,3000.0,2022.0,13,12,13,12
5657,13,129.53,0.8341,53.8328,15.9693,5.49,2.94,100.0,100.0,3600.0,,0,0,11,0
5337,13,16.13,0.8862,58.5793,-3.1377,1.69,1.89,74.5,71.0,2300.0,,13,13,0,0
5556,13,18.32,0.936,54.2918,20.0227,2.99,4.31,,,,,0,0,0,0
5580,13,11.26,0.912,49.1037,0.8043,1.8,3.3,86.0,136.0,3000.0,2020.0,7,7,13,7
5552,13,142.83,0.9128,49.5781,2.6472,3.52,2.93,114.4,136.0,3000.0,2024.0,13,13,13,13
1818,13,26.84,0.9762,39.9934,-0.727,0.63,1.01,39.5,52.0,850.0,,0,0,0,0
5463,13,165.53,0.8387,54.8261,9.0132,2.79,3.49,112.0,101.0,3.0,2023.0,4,0,13,4
2034,13,12.09,0.9845,52.6713,8.9352,1.39,3.05,146.0,71.0,2.0,2013.0,2,0,2,1
2306,13,112.94,0.9447,57.0015,9.6937,3.71,1.2,45.0,44.0,750.0,,0,0,0,0
284,13,1.0,0.9837,52.7897,13.4486,0.75,2.93,135.0,47.0,1800.0,2003.0,0,1,10,13
5533,13,48.3,0.6284,52.3114,19.0653,4.67,2.65,105.0,90.0,2000.0,2015.0,0,0,0,13
293,13,178.0,0.8242,52.6204,8.1505,2.12,3.08,80.0,76.0,2000.0,,0,0,8,0
2358,13,174.3,0.9102,52.4727,4.5947,2.88,3.6,80.5,106.0,3450.0,,0,0,9,0
2336,13,53.32,0.628,52.9336,-0.2263,1.75,0.88,59.0,82.0,2000.0,,0,0,0,0
3492,13,160.51,0.9383,52.8811,12.5913,1.67,2.31,95.0,90.0,2300.0,,0,0,11,0
73,13,5.15,0.8225,52.1911,9.7416,1.13,1.55,137.0,76.0,3450.0,,2,0,2,0
5427,13,160.07,0.7284,50.1618,3.5211,2.44,2.24,72.5,105.0,3230.0,2019.0,13,13,13,8
2329,13,170.89,0.7493,52.6458,6.8074,1.66,1.87,149.0,116.0,3450.0,2020.0,9,6,7,13
6874,13,67.63,0.7656,57.8487,14.3683,4.09,1.63,31.0,29.0,225.0,,0,0,0,0
806,13,179.0,0.9934,47.3542,6.6588,0.54,4.02,125.0,90.0,2000.0,2007.0,13,13,13,13
3472,13,58.98,0.8757,56.1827,-3.0887,6.9,3.13,56.2,90.0,2000.0,,0,8,9,0
3489,13,64.76,0.8486,55.8788,13.039,7.97,3.72,65.0,66.0,1800.0,2011.0,12,11,12,12
3491,13,84.79,0.6733,53.8834,-0.3631,3.86,1.27,59.0,82.0,2050.0,,0,0,0,0
6891,12,163.91,0.969,43.8332,3.0828,1.11,2.46,64.0,82.0,2350.0,2024.0,12,12,12,6
6928,12,164.08,0.9158,42.946,-7.6645,2.22,3.84,82.0,136.0,3.3,,12,12,12,0
3506,12,15.44,0.8131,53.9725,19.0343,2.03,1.98,58.4,77.0,1500.0,,0,0,12,0
3249,12,174.28,0.8107,51.7603,-4.5316,1.4,1.62,36.4,48.0,750.0,,0,0,0,0
3510,12,8.0,0.7852,55.8524,12.8205,0.77,0.77,40.0,42.0,600.0,1996.0,12,12,12,12
76,12,11.39,0.9563,53.3889,7.8549,0.93,1.75,98.0,70.0,1800.0,,0,0,0,0
1404,12,170.63,0.9449,52.6119,8.9566,0.92,1.56,64.8,70.0,1800.0,,0,0,0,0
2304,12,99.19,0.8039,57.046,10.2172,3.8,1.25,46.0,48.0,0.6,1997.0,8,8,8,8
1433,12,7.21,0.942,54.2423,-3.1431,0.93,1.42,32.0,34.0,400.0,,0,0,0,0
5458,12,177.28,0.8992,49.8455,3.6083,2.37,3.9,81.0,100.0,2200.0,2018.5,12,12,12,12
5504,12,42.88,0.9131,46.3449,0.0779,4.07,3.13,120.0,117.0,2850.0,2022.0,11,11,11,11
5515,12,8.02,0.9945,47.5926,5.0169,1.19,5.62,153.2,134.0,2750.0,2023.0,12,12,12,6
3344,12,48.77,0.9047,43.3048,-7.2527,3.24,2.04,66.0,87.0,2000.0,,0,0,0,0
556,12,15.01,0.9295,52.117,7.9937,2.6,3.74,169.5,70.0,751.4,2010.0,8,0,8,6
2036,12,177.5,0.9053,48.6231,6.8233,1.32,2.36,80.0,82.0,2000.0,2005.0,12,12,12,12
3221,12,154.07,0.9909,57.4422,-6.4728,1.66,1.83,64.0,71.0,2300.0,,0,0,0,0
3207,12,17.76,0.9578,52.3793,12.021,1.4,2.22,103.9,80.0,2350.0,2005.0,0,5,12,5
3229,12,130.07,0.6929,54.0025,-0.2795,1.43,0.77,80.0,90.0,2500.0,,0,0,0,0
3630,12,110.4,0.7894,56.0743,14.6754,2.55,0.88,73.0,53.0,800.0,2010.0,12,12,12,12
3600,12,176.65,0.7247,49.6453,2.8919,1.59,1.59,95.0,110.0,2000.0,,0,0,12,0
3639,12,126.0,0.9879,36.0535,-5.5133,0.75,0.4,68.3,90.0,0.5,,0,0,12,0
6692,12,16.45,0.9161,51.038,8.4363,1.74,2.32,36.4,48.0,800.0,,0,0,0,0
6665,12,3.49,0.976,57.3857,13.4691,1.62,4.02,119.0,162.0,5600.0,2022.0,12,12,12,12
6668,12,167.3,0.7173,62.2594,15.8714,2.68,1.71,135.0,170.0,6250.0,2023.0,12,12,12,12
1791,12,164.62,0.8369,53.6688,8.5065,0.73,0.84,40.6,39.0,0.5,,12,12,12,0
5540,12,24.02,0.8995,46.0013,-0.4829,2.39,2.51,91.0,100.0,2000.0,2019.0,12,12,12,12
5561,12,132.13,0.9691,47.0847,-0.5379,4.91,3.75,94.0,126.5,2600.0,2024.0,12,12,12,6
2228,12,103.16,0.7128,53.1296,-3.7217,1.39,0.54,50.0,62.0,1300.0,,0,0,0,0
2219,12,49.55,0.9476,51.5485,19.0049,4.5,2.29,100.0,90.0,2000.0,,0,0,0,0
5345,12,20.01,0.7533,57.5111,-3.6107,1.1,0.89,44.0,30.0,2300.0,,0,0,12,0
5358,12,27.08,0.8592,55.0131,-5.0012,2.96,2.72,68.3,90.0,2000.0,,0,0,11,0
5419,12,43.83,0.9036,36.2953,-6.0353,1.67,1.15,68.3,90.0,2000.0,,0,0,12,0
3392,12,73.57,0.9212,51.914,-4.5873,3.64,0.91,35.0,37.0,500.0,,0,0,0,0
6460,12,2.16,0.9507,56.4778,13.4204,1.75,3.24,98.0,103.0,2500.0,2013.0,12,12,12,12
6438,12,142.16,0.9133,63.7289,18.844,3.94,2.23,134.0,131.0,,2020.0,12,12,0,12
134,12,45.36,0.8942,51.4316,9.1689,2.71,1.48,65.0,40.3,1300.0,,0,0,12,0
6465,12,0.4,0.9964,56.6636,16.0699,0.75,6.14,125.0,149.0,4500.0,2021.0,12,12,12,12
1895,12,25.44,0.9879,51.5286,8.4567,3.24,4.93,100.0,100.0,2000.0,2016.0,12,12,12,9
6493,12,17.45,0.8858,62.7811,17.32,2.64,2.55,145.0,149.0,4000.0,2020.5,12,12,12,12
4020,12,19.12,0.7958,52.7595,11.7136,1.53,1.53,138.0,82.0,2.7,,0,0,12,0
1231,12,40.79,0.7338,50.4595,9.2846,2.2,1.74,108.0,82.0,1050.0,1995.0,0,0,12,3
467,12,16.33,0.8139,49.0015,10.762,0.82,1.0,113.5,71.0,2.3,2011.0,0,0,11,12
474,12,176.26,0.8542,51.795,9.8187,1.06,1.61,161.0,158.0,5500.0,2023.0,9,9,9,9
2619,12,4.95,0.9559,38.6633,-1.9167,0.83,2.7,66.0,87.0,2000.0,,0,0,0,0
2622,12,21.16,0.7269,42.7656,-3.9368,1.02,1.11,80.0,90.0,2.0,,0,12,12,0
4791,12,6.36,0.7069,51.1515,12.0663,0.99,0.89,123.0,92.0,2200.0,,0,0,0,0
2659,12,41.9,0.9231,53.1037,10.1789,2.63,2.02,139.0,120.0,2750.0,2017.0,0,0,12,5
5868,12,12.95,0.9013,49.6909,2.1167,1.66,2.15,80.0,100.0,2200.0,2020.0,12,12,12,12
5857,12,123.77,0.9578,42.9855,-7.2579,3.71,1.93,84.0,132.0,3300.0,,12,0,12,0
2171,12,74.25,0.9924,42.6677,-6.2766,3.54,0.72,68.3,90.0,2000.0,,0,0,0,0
228,12,44.64,0.9459,52.3192,7.0759,3.58,2.08,135.0,70.5,3000.0,,3,0,5,0
238,12,70.4,0.7742,52.4926,8.2493,2.5,0.94,135.0,130.0,3300.0,,0,0,12,0
4834,12,150.66,0.7479,48.7752,4.3675,1.32,1.07,92.5,113.0,3200.0,2017.0,12,12,12,12
4817,12,140.82,0.9935,50.3975,1.8411,2.84,2.52,102.0,113.0,3000.0,2017.0,12,12,12,8
4819,12,144.26,0.7823,57.1641,-7.3667,6.75,3.6,53.9,71.0,2300.0,,0,0,0,0
450,12,133.26,0.6286,53.2755,8.1893,1.33,0.75,70.0,58.0,6200.0,,0,0,3,0
4874,12,166.36,0.9609,57.0173,-2.2755,0.81,1.32,30.4,40.0,500.0,,0,0,0,0
4882,12,6.6,0.9745,53.2871,15.2597,1.26,3.21,108.0,90.0,2000.0,,0,0,12,0
4915,12,108.68,0.8689,52.1072,10.4788,2.76,0.94,164.0,117.0,6150.0,,12,0,12,0
6630,12,163.52,0.9669,57.8016,14.6175,2.8,3.82,130.0,150.0,4300.0,2022.0,12,12,12,12
6591,12,103.4,0.9186,43.0835,-7.3608,5.44,1.77,114.0,132.0,3465.0,,12,0,12,0
6569,12,113.2,0.6888,54.2203,9.6506,4.34,1.95,32.6,43.0,4200.0,,0,0,11,0
3764,12,168.95,0.8575,49.5349,4.3297,1.62,2.15,84.5,82.0,2200.0,2010.0,9,9,12,9
709,12,175.23,0.9446,48.8377,10.2168,1.08,2.44,100.0,92.5,2000.0,2007.0,12,12,12,12
3788,12,14.68,0.7063,52.9622,13.2568,1.28,1.11,78.0,80.0,2000.0,2007.5,0,0,12,12
3849,12,139.33,0.8701,58.3914,11.7047,4.48,2.65,100.0,90.0,2000.0,2013.0,11,11,11,11
699,12,52.02,0.8702,52.8527,9.1621,3.24,1.43,149.0,52.0,3300.0,,2,0,2,0
3875,12,49.09,0.8623,56.1204,8.6154,5.15,3.01,91.8,106.5,3.0,2013.0,8,8,8,8
3862,12,170.18,0.9542,52.2309,17.4416,3.12,6.21,150.0,90.0,2000.0,,2,0,0,0
3895,12,20.67,0.8329,54.0302,16.0202,1.78,1.64,100.0,100.0,2500.0,,0,0,0,0
3085,12,58.75,0.9263,47.12,2.0212,3.15,1.87,95.0,100.0,2000.0,,0,0,12,0
4155,12,59.33,0.7042,41.8651,-1.9624,1.68,1.34,58.4,77.0,1500.0,,0,12,12,0
4159,12,179.47,0.833,51.0851,15.024,2.02,2.36,100.0,90.0,2000.0,,0,0,12,0
2901,12,16.6,0.9589,50.3703,9.2267,1.98,3.25,137.5,92.0,2350.0,,8,0,12,0
6248,12,89.63,0.8868,36.3701,-5.3541,2.82,0.95,35.7,47.0,2200.0,,0,0,12,0
1217,12,17.87,0.9761,52.8392,11.234,1.49,2.63,65.0,70.5,3450.0,,0,0,2,0
1258,12,176.86,0.9067,53.567,8.8877,1.03,1.61,36.4,48.0,800.0,,0,0,0,0
2748,12,153.34,0.972,49.7249,7.6015,2.48,3.54,105.5,98.5,2.2,2009.0,12,12,12,12
2720,12,94.71,0.7424,52.3845,7.6456,3.89,1.96,149.0,58.0,4200.0,,6,0,6,0
2727,12,168.27,0.8141,44.811,4.1328,0.7,1.02,81.0,52.0,0.8,,12,0,12,0
2093,12,157.78,0.887,56.8877,9.4921,2.93,2.91,82.0,136.0,4500.0,,6,6,6,0
6038,12,68.23,0.8953,41.96,-1.5558,4.28,1.97,120.0,132.0,3465.0,,12,12,12,0
2059,12,10.22,0.7087,52.4126,8.2285,1.27,1.16,114.5,70.0,1500.0,,0,0,0,0
2054,12,140.72,1.0,12.2623,-68.3264,1.41,1.69,23.5,31.0,0.9,,0,0,12,0
4637,12,57.49,0.9564,47.097,4.7392,3.83,1.41,80.0,100.0,2000.0,2015.0,12,12,12,12
4625,12,152.83,0.9829,49.4868,2.4734,1.99,2.59,53.9,71.0,2300.0,,0,0,12,0
2703,12,154.35,0.596,56.8818,16.8023,2.52,2.03,65.0,71.0,2000.0,2009.0,11,11,11,11
2713,12,79.71,0.6728,58.4338,14.9946,5.72,2.29,65.0,52.0,850.0,2007.5,12,12,12,12
3028,12,142.05,0.9881,48.9839,6.578,3.74,3.42,95.0,90.0,2000.0,2011.0,12,12,12,12
4002,12,19.51,0.7706,54.2029,9.404,1.23,1.19,94.0,112.0,3000.0,,0,0,0,0
3953,12,29.02,0.8946,53.7382,-0.7938,2.78,2.68,78.0,92.5,2000.0,,0,0,10,0
3913,12,59.04,0.9981,43.2177,-6.8143,1.37,0.6,35.7,47.0,660.0,,0,0,0,0
4984,12,133.81,0.9891,47.3962,3.0376,3.36,2.17,184.4,103.0,2350.0,2017.0,12,0,12,2
5771,12,29.47,0.7861,50.3567,-4.8269,5.87,4.71,50.0,54.0,4300.0,,0,0,1,0
5801,12,149.59,0.7798,50.4366,23.5151,3.31,2.69,,,,,0,0,0,0
2157,12,159.7,0.7039,55.0371,15.0572,3.85,4.06,31.5,29.0,0.2,2002.0,7,7,7,7
5004,12,15.1,0.8789,52.5937,13.6552,1.81,2.11,136.0,131.0,3600.0,2022.0,12,12,12,9
4992,12,117.86,0.8009,46.1069,0.2623,3.0,1.63,105.0,100.0,2000.0,2014.0,12,12,12,12
5006,12,179.59,0.6525,52.2314,17.5955,5.48,3.62,68.3,90.0,3000.0,2021.0,0,0,11,11
2494,12,46.34,0.9193,57.3036,10.4743,3.0,1.46,45.0,47.0,0.7,2002.0,10,10,10,10
2498,12,159.86,0.9329,51.3098,5.9293,2.41,3.21,125.0,138.0,4.2,,12,12,12,0
2499,12,20.42,0.9717,50.95,5.0519,1.91,3.06,62.2,82.0,2300.0,,0,0,12,0
5046,12,3.4,0.9918,45.2411,5.1294,0.58,2.98,90.0,92.0,2000.0,,12,1,12,0
5111,12,3.5,0.742,50.1832,3.452,1.91,2.04,99.5,113.0,3300.0,2022.0,12,12,12,2
5097,12,162.22,0.651,51.0167,10.5611,1.68,1.25,200.0,126.0,3300.0,2015.0,12,0,12,11
1799,12,135.4,0.9238,52.5586,8.0366,3.7,2.41,160.0,115.7,4200.0,2026.0,3,0,3,2
3647,12,3.43,0.8668,56.3069,-3.4306,0.87,1.21,40.2,52.9,800.0,,0,0,0,0
3677,12,106.86,0.7876,58.3294,13.0645,7.46,2.12,105.0,90.0,2000.0,2013.0,12,12,12,12
3692,12,169.04,0.952,53.2493,11.8095,0.75,1.75,149.0,64.0,1500.0,,1,0,10,0
6157,12,16.26,0.8557,63.4611,15.0707,3.17,2.61,112.0,136.0,3450.0,2019.0,12,12,0,12
6162,12,15.0,0.8102,51.7674,23.1638,2.27,2.48,,,,,0,0,0,0
6136,12,175.91,0.8253,54.5822,-7.4485,2.37,2.3,86.5,114.0,3200.0,,0,0,12,0
6182,12,166.44,0.9382,51.9375,12.3363,1.22,2.19,120.0,120.0,2500.0,,12,0,12,0
1164,12,174.91,0.7158,51.9612,14.6074,1.33,1.39,85.0,77.0,3375.0,,0,0,4,0
4524,12,13.33,0.8538,57.8358,18.8337,1.54,1.56,66.5,56.5,1205.0,2000.0,12,12,12,12
4501,12,132.17,0.6406,54.7214,-5.9169,4.8,2.16,64.0,71.0,2300.0,2015.0,0,0,7,1
