species,order,migratory_status,marine,conservation_weight
Euphonia_hirundinacea,PASSERIFORMES,resident,False,0.1
Euphonia_imitans,PASSERIFORMES,resident,False,0.1
Euphonia_jamaica,PASSERIFORMES,resident,False,0.1
Euphonia_laniirostris,PASSERIFORMES,resident,False,0.1
Euphonia_luteicapilla,PASSERIFORMES,resident,False,0.1
Euphonia_mesochrysa,PASSERIFORMES,resident,False,0.1
Euphonia_minuta,PASSERIFORMES,resident,False,0.1
Euphonia_musica,PASSERIFORMES,resident,False,0.1
Euphonia_pectoralis,PASSERIFORMES,resident,False,0.1
Euphonia_plumbea,PASSERIFORMES,resident,False,0.1
Euphonia_rufiventris,PASSERIFORMES,resident,False,0.1
